,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Circe_Gr33k,oglasivaca,iphone 14 pro 128gb baterija 91%,Koprivničko-križevačka,rabljeno,750,koprivnica. zdravlje baterije 91% usb kabel ispravno sve kutija je od 13 pro.,44283220,23.06.2024.,1
1,mfrancuz,oglasivaca,iphone 14 pro space black 128gb,Požeško-slavonska,rabljeno,799,iphone 14 pro 128gb crni 92% zdravlje baterije kupljen u 9. mj 2023. tvornicka garancija do 9 2024 od prvog dana kaljeno staklo i maskica odlicno stanje uz mobitel ide kutija i kabel za punjenje pozega zagreb,44282183,23.06.2024.,42
2,Purplejelly22,oglasivaca,iphone 14 pro 256gb deep purple,Varaždinska,rabljeno,729,prodajem iphone 14 pro deep purple 256gb. mobitel drzan u maskici od prvog dana odlicno ocuvan. kontakt iskljucivo pozivom zdravlje baterije 89% cijena fiksna,44281302,23.06.2024.,33
3,stjepan-19,oglasivaca,iphone 14 pro 128gb space black hitno,Grad Zagreb,rabljeno,629,apple iphone 14 pro 128gb space black star je 16mj. stanje 10 10 bez ogrebotine od prvog dana u masci i kaljeno staklo na ekranu zdravlje baterije je na 86% uz njega idu 5 maskica i jedno kaljeno bez zamjena preuzimanje zg,44221140,23.06.2024.,522
4,solin10,oglasivaca,iphone 14 pro 128 gb,Splitsko-dalmatinska,rabljeno,660,prodajem iphone 14 pro 128 gb mobitel kao nov baterija na 88% sa mobitelom dolazi sve sta dodje s njim kad je bio nov. bez zamjena ne saljem dostavom.,44209877,22.06.2024.,191
5,mlinarac4,oglasivaca,iphone 14 pro 100% baterija,Grad Zagreb,rabljeno,900,iphone 14 pro nema ogrebotina ocuvan je koristen kao drugi mobitel baterija je 100% garancija do kraja ove godine 2024 dode sa maskicom apple logo magsafe kaljeno na njemu od prvog dana cijena nije fiksna,43455604,21.06.2024.,828
6,Malifico,oglasivaca,iphone 14 pro 128gb kao nov ,Grad Zagreb,rabljeno,730,iphone 14 pro 128gb u perfektnom stanju kutija oprema baterija 89% poklon original apple maskica kontakt 0997529400,43869284,21.06.2024.,1182
7,johny07bravo,oglasivaca,apple iphone 14 pro 128gb crni ocuvan kaljeno staklo,Grad Zagreb,rabljeno,645,prodajem iphone 14 pro 128 gb ocuvan nikakvih servisa ili popravaka uredjaj je od prvog dana u maskici i ima kaljeno staklo. baterija je na 87% uz uredjaj dolazi originalna kutija i sve sto ide sa kutijom. prodajem iskljucivo jer imam novi uredjaj. osobno preuzimanje zg,43782574,21.06.2024.,1634
8,operations,oglasivaca,iphone 14 pro 256mb,Međimurska,rabljeno,800,od prvog dana u maskici i zastitno staklo. bez ikakvih ogrebotina . prodajem za gotovinu. ne mijenjam. ne saljem postom . ne nasjedam na linkove za uplatu karticom i slicno.,44257859,21.06.2024.,88
9,Alpha servis,trgovine,apple iphone 14 pro 128gb rabljeno rate zamjena 2785,Osječko-baranjska,rabljeno,800,naziv uredjaja apple iphone 14 pro 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 800 00 cijena za kartice 880 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,43531665,20.06.2024.,1037
10,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 128gb purple top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,850, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386451,20.06.2024.,311
11,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 512gb zlatni top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,979, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 512gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386443,20.06.2024.,276
12,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 256gb black top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,929, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 256gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386448,20.06.2024.,294
13,Sebastijan_,oglasivaca,iphone 14 pro 512 gb gratis,Varaždinska,rabljeno,850,prodajem iphone 14 pro od 512 gb u deep purple boji jedna od najljepsih boja ikada . na mobitelu se nalazi vec od prije zastitno staklo za ekran. uz to se dobiva bogata ponuda dodataka poput 3 maskice 1m apple usb c to lightning kabel 3m usb to lightning kabel 3 zastitna stakla za kamere 4 zastitna stakla za ekran. moguce preuzimanje u varazdinu cakovcu koprivnici i okolicama.,44219819,19.06.2024.,108
14,mark1224,oglasivaca,iphone 14 pro,Grad Zagreb,rabljeno,650,iphone 14 pro 128gb space black stanje odlicno zdravlje baterije 83% face id i sve ostalo radi nikad nista mijenjano kutija maskica 650 091 503 7140,43855522,19.06.2024.,1490
15,Hrgacro,oglasivaca,iphone 14 pro 256gb crni ,Osječko-baranjska,rabljeno,830,prodajem iphone 14 pro. mobitel otkako je izasao iz trgovine je u maskici i ima kaljeno staklo preko njega. stanje 10 10. star 1.5 god baterija na 90% uz njega dolazi kutija racun garancija i kabal za punjenje. cijena fixna zamjena jedino za iphone 15 pro moja doplata ,43411827,18.06.2024.,428
16,nivespet,oglasivaca,iphone 14 pro,Vukovarsko-srijemska,rabljeno,650,prodajem iphone 14 pro u izvrsnom stanju koristen je par mjeseci. bez ijedne ogrebotine od pocetka cuvan u maskici i sa kaljenim staklom. kabal u kutiji je original nekoristen. boja space black za vise informacija nazvati na broj. ,44210680,18.06.2024.,255
17,JustMee,oglasivaca,apple iphone 14 pro 5g 256gb,Primorsko-goranska,rabljeno,900,quasi novi apple iphone 14 pro 256gb black kupljen 04 23 i od prvog dana sa panzerglas na ekranu i kamere. apple original leathercase brown batteria 100% original kutija u kabel za punjaca ne jednog znaka koristenja stvarno kao nov iz shopa zato sta je biko samo 1 tjedan koristen jeli smo kupili veci model.,41731540,18.06.2024.,1017
18,mcvet28,oglasivaca,iphone 14 pro 256gb,Zagrebačka,rabljeno,800,kupljen 11 2023. uz njega dolazi sve sto se dobije uz kupovinu novog mobitela 3 maskice. mobitel od prvog dana u maskici zastitno staklo. prodajem jer vise nemam potrebe za drugim mobitelom. preferiram primopredaju odraditi uzivo. zagreb i okolica ,43857559,17.06.2024.,1142
19,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 256gb kao novoo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,929, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro 256gb mobiteli 256 gb interna memorija 6.1 inca display 48mp kamera 3200mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40396456,17.06.2024.,432
20,puljpulj1,oglasivaca,iphone 14 pro 256gb pink,Istarska,rabljeno,850,prodajem iphone 14 pro 256gb pink. kupljen prije 3 mjeseca nov. u vrhunskom stanju. orginalna kutija. molim zainteresirane da se jave na whatsapp porukom.,44153838,17.06.2024.,60
21,aphr0dite,oglasivaca,iphone 14 pro 128gb super stanje baterija 91%,Koprivničko-križevačka,rabljeno,750,mobitel u super stanju resetiran icloud odjavljen. face id i sve ostale funkcije ispravne. nikad servisiran na njemu sve originalno. kupcu gratis novi kabel. cijena je fiksna. moguce zamjene za jeftiniji skuplji mobitel iphone samsung huawei honor xiaomi playstation 4 ili 5... doplate po dogovoru. ako vas zanima zamjena javite mi se odmah s konkretnom ponudom. osobno preuzimanje u koprivnici dogovor za blize zupanije . moguce poslati postom pouzecem. kontakt na njuskalo wapp ili imessage.,44055106,16.06.2024.,208
22,Lukas_Flegar,oglasivaca,iphone 14 pro 128,Istarska,rabljeno,500,iphone 14 pro sa 88% zdravlja baterije dosta puknjeno zadnje staklo. hitno prodajem cijena je spustena na najnize koliko mogu.,44144372,15.06.2024.,273
23,mark1224,oglasivaca,iphone 14 pro 256gb 10 10,Grad Zagreb,rabljeno,780,iphone 14 pro 256gb space black stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 90% face id i sve ostalo radi nikad nista mijenjano dolazi s kutijom cijena s originalnom lv maskicom je 50 visa placena 200 bez maskice cijena je 780 091 503 7140,44130851,14.06.2024.,511
