,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,yomannyomann,oglasivaca,iphone 14 pro max 128gb kao nov,Varaždinska,rabljeno,850,mobitel bez crtice. u garanciji jos 4 mjeseca. kaljeno staklo maskica.,43905118,03.06.2024.,39
1,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2908,Osječko-baranjska,rabljeno,850,alpha servis 10 godina sa vama uredjaj apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje zdravlje baterije 99% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 850 00 cijena za kartice 940 00 vrsimo i zamjenu staro za novo te novo za staro uz dogovorenu nasu ili vasu nadoplatu vrsimo i slanje uredjaja putem kurirske sluzbe gls placanje kuriru prilikom preuzimanja. troskovi dostave idu na nas racun. svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 6 mjeseci garancije alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste i zaba do 12 rata visa premium do 24 rate te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima. sve ostale informacija na gore navedeni kontakt broj. alpha servis ulica stjepana radica 48a 31000 osijek kontakt broj 098 606 855 radno vrijeme pon pet 08 00h 20 00h subota 08 00h 13 00h nedjelja i praznici ne radimo cjelokupnu ponudu mobilnih uredjaja pogledajte jednim klikom na svi oglasi ove trgovine,43257065,03.06.2024.,584
2,patriisha,oglasivaca,prodajem iphone 14 pro max 128gb silver,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max 128gb silver kupljen 08 2023 prodajem ga jer sam dobila 15 pro. uredjaj radi perfektno ocuvan stanje kao novo. garancija i dalje vrijedi. uz mobitel idu 3 maskice i 3 kaljena stakla koja sam kupila a nisam jos iskoristila. dolazi u original kutiji s kablom. stojim na raspolaganju za dodatna pitanja. ,43905326,02.06.2024.,55
3,Seller6,oglasivaca,iphone 14 pro max 128 gb,Splitsko-dalmatinska,rabljeno,800,bez tragova koristenja baterija 88 % kutija kabal iglica originalni nikad servisiran sve radi ko novo boja gray memorija 128 gb fizicki sim eu model kupljen 05mjesec2023e,43901455,02.06.2024.,33
4,DALMATICO45,oglasivaca,iphone 14 pro max 256 gb crni,Splitsko-dalmatinska,rabljeno,900,iphone 14 pro max 256gb mob.koristen odlicno ocuvan bez zareza nosen u futroli i kaljeno staklo baterija 87% garancija je istekla original adapter i kabel za punjenje cijena fixna,42403756,02.06.2024.,1141
5,Ana_mm,oglasivaca,iphone 14 pro max 128gb space gray stanje 10 10 baterija 93%,Splitsko-dalmatinska,rabljeno,820,iphone 14 pro max 128gb space gray stanje 10 10 radi na sve mreze sva oprema baterija 93% 820 0917896654,43657328,02.06.2024.,310
6,lukaku2407,oglasivaca,iphone 14 pro max garancija ,Grad Zagreb,rabljeno,800,prodajem iphone 14 pro max sa 128 gb memorije u space black boji. u orginalnom stanju od prvog dana nikad otvaran. sve je ispravno i sve radi. zdravlje baterije 94%. original kutija kabel za punjenje racun i garancija jos 4 mjeseca. doslovno kao nov. stanje 10 10.,43896917,01.06.2024.,264
7,NizeticT,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,850,iphone 14 pro max 128gb white. u stanju novog koristen 9 mjeseci. bez tragova koristenja. zdravlje baterije je 98%. uz mobitel dobijete kutiju usb zicu 3 apple maske vrijedne 180 ,43013429,01.06.2024.,1608
8,Ramusmamus,oglasivaca,iphone 14 pro max 256gb space black,Splitsko-dalmatinska,rabljeno,900,iphone 14 pro max 256gb crne boje koristen doslovno nov racun i garancija t mobile do 09.06.2024.baterija 93%.cijena fixna.,43857024,01.06.2024.,118
9,zovime,oglasivaca,iphone 14 pro max 256gb space black kupljen 10 23 100%,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max od 256 gb memorije u crnoj boji. mobitel ih aktivirano u 10. mjesecu prosle godine da jos uvijek ima aktivnu apple garanciju. uredjaje slucaju na sve mreze. uredjaj krace vrijeme koristen te zdravlje baterije dalje na 100% kapaciteta. uredjuju nikada nista nije mijenjalo popravljeno te je sve ispravno. moguce svaka provjera uredjaja.,43717957,31.05.2024.,1112
