,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Zalagaonica Kvatrić,trgovine,iphone 14 128 gb,Grad Zagreb,rabljeno,480,koristen memorija 128gb boja bijela vidljivi tragovi koristenja garancija do srpnja 2024. karticno placanje 510 00 lokacija trg eugena kvaternika 2 zagreb,43843418,03.06.2024.,1357
1,Zalagaonica Kvatrić,trgovine,iphone 14 128 gb,Grad Zagreb,rabljeno,450,rabljeno ispravan straznja strana izgrebana ostecenja vidljiva na slikama zdravlje baterije 100% garancija po s n do 28.09.2024. opseg isporuke mobitel karticno placanje 500 00 lokacija trg eugena kvaternika 2 zagreb,43502954,03.06.2024.,2386
2,evergever,oglasivaca,iphone 14 128gb purple racun gar.,Splitsko-dalmatinska,rabljeno,680,iphone 14 128gb ljubicasti nov zapakiran racun i garancija iz ducana.cijena je fixna,43093986,03.06.2024.,192
3,split452,oglasivaca,iphone 14 bijeli 128gb top stanje garancija,Splitsko-dalmatinska,rabljeno,590,iphone 14 128gb starlight sve mreze mobitel je stanje 10 10 iako je koristen nema frizeva zdravlje baterije je 94% garancija do 7 2024 uz mobitel ide kutija kabel orignal novi punjac gratis maskica karl placena 70eur molim ozbiljne kupce povopjno ,43410577,02.06.2024.,397
4,maketa,oglasivaca,i phone 14 crni 128 gb,Grad Zagreb,rabljeno,480,prodajem uscuvani i phone 14 128 gb garancija je do 6.mj 24.. uz mobitel gratis dodatne maskice..,43897538,02.06.2024.,240
5,Franbedekovic,oglasivaca,iphone 14 128gb 3 maskice,Grad Zagreb,rabljeno,500,prodajem navedeni iphone 14 bez ogrebotine kao iz ducana memorija 128gb 91% zdravlje baterije kutija punjac tri maskice cijena je fiksna 500 ,43882132,02.06.2024.,430
6,Matej48,oglasivaca,iphone 14 128gb red kao nov,Slovenija,rabljeno,519,prodajem kao nov iphone 14 128gb boja red. bh 88% kupljen u sloveniji sa racunom. cjena je koncana bez zamjena preuzim slovenske konjice slanje nije moguce info 0038641233893 viber whatsapp ,43900629,02.06.2024.,23
7,Novska Zalagaonica,trgovine,iphone 14 5g 128gb plavi u trgovini jamstvo,Sisačko-moslavačka,rabljeno,529,posjeti nasu web stranicu www.novskazalagaonica.com jamstvo 6 mjeseci od kupnje kao novi kratko koristen nova baterija sto dolazi u paketu originalna kutija kabel 1 0m za punjenje racun jamstveni list mogucnost zamjene za staro za novo vrijedi za sve nase oglase opcije placanja pouzecem po predracunu internet bankarstvom ili uplatnicom kartice jednokratno i obrocno do 12 rate visa pbz mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne novska zalagaonica potocna ulica 22 novska email novskazalagaonica gmail.com tel 385 95 5757101 molimo ostavite poruku ako nas ne mozete dobiti telefon ,43831127,01.06.2024.,108
8,soldjer,oglasivaca,iphone 14 128 gb plavi,Grad Zagreb,rabljeno,500,prodajem iphone 14 128 gb plave boje. kupljen je u hrvatskom telekomu na produzenje pretplate prije godinu i 2 mjeseca te je toliko i koristen sada sam uzeo novu pretplatu i novi uredjaj stoga ovaj prodajem. iphone je u odlicnom stanju bez ikakvih ostecenja od prvog dana na njemu je spigen zastitno staklo i stavljen je u original apple masku koja je poklon uz njega. zdravlje baterije je 92%. uz njega ide originalna kutija i racun original maska i na njemu je zastitno staklo. preferiram osobnu primopredaju da kupac osobno pregleda i isproba uredjaj prije kupnje. cijena je 500 eura. kontakt 099 454 1705,43899135,01.06.2024.,188
9,Bornapavic20,oglasivaca,iphone 14,Brodsko-posavska,rabljeno,500, iphone 14 128 gb bez crtice na sebi kaljeno staklo od prvog dana stanje 10 10 uz telefon punjac i maskica,43769993,01.06.2024.,224
10,iMOBILE,trgovine,prodajem apple iphone 14 128gb sve mreze garancija,Vukovarsko-srijemska,rabljeno,569, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 128gb kupljen kao slobodan uredjaj radi na sve mreze crna boja rabljeno baterija n 89% uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 569 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,43781534,01.06.2024.,269
11,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,569,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo do 17.11.2024 stanje uredjaja rabljeno boja white zdravlje baterije 94% mreze otkljucan na sve mreze cijena za gotovinu 569 00 cijena za kartice na rate 650 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41996713,01.06.2024.,2107
12,medo1202,oglasivaca,iphone 14,Grad Zagreb,rabljeno,499,iphone 14 koristen u odlicnom stanju baterija 88% maskica na poklon info 0921115344,43605740,01.06.2024.,1610
