,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,eltrondd,oglasivaca,iphone 12 pro max 256gb bijeli sve mreze hr racun dostava,Grad Zagreb,rabljeno,450,iphone 12 pro max 256gb bijeli mobitel koristen godinu i pola dana skroz ocuvan hr racun 96% baterija tvornicki odklj na sve mreze dolazi sa komplet opremom moguca dostava 0996707567,43837194,02.06.2024.,1944
1,LeaPP,oglasivaca,iphone 12 pro max 256 gb pacific blue,Grad Zagreb,rabljeno,429,mob je rabljen ali potpuno ispravan zdravlje baterije na 85% poledjina netaknuta na ekranu par jedva vidljivih sitnih ogrebotina stize u originalnoj kutiji ali bez punjaca s maskicama prodajem jer je visak moze osobno preuzimanje zagreb ili putem payprotecta bacite oko i na moje druge oglase. ,42550006,02.06.2024.,1775
2,kdevide,oglasivaca,apple iphone 12 pro max 128gb,Grad Zagreb,rabljeno,400,iphone 12 pro max pacific blue 128 gb. mobitel star 2 5 godine sve radi ispravno i nema nikakvih gresaka. baterija 83%. uz mobitel ide originalni kabel i adapter apple. poklanjam original apple iphone 12 pro max koznu futrolu i jos 5 zastitnih maski.,43904777,02.06.2024.,63
3,mateo-ri96,oglasivaca,iphone 12 pro max,Primorsko-goranska,rabljeno,400,iphone 12 pro max 128 gb space gray mobitel je kao nov maskica i zastitno staklo od prvog dana bez crtice baterija 82% cijena 400 0977149821,39261510,02.06.2024.,1036
4,Minnizmajo,oglasivaca,iphone 12 pro max 512gb i 128gb stanje izvrsno,Splitsko-dalmatinska,rabljeno,449,mobitel je izvrsno ocuvan radi na sve mreze u ponudi su dva iphona 12 pro max plavi od 128gb cijena je 450e sivi 512gb cijena je 500e vise info na 0953513552,43654932,02.06.2024.,153
5,Ana_mm,oglasivaca,iphone 12 pro max 256gb gold stanje top z.baterije 86%,Splitsko-dalmatinska,rabljeno,515,iphone 12 pro max 256gb gold stanje top kao nov sva oprema plus 2maskice radi na sve mreze baterija 86% 515 0917896654,43352216,02.06.2024.,330
6,nailstudioluna,oglasivaca,iphone 12 pro max 128gb grafit u odlicnom stanju,Grad Zagreb,rabljeno,370,prodajem u odlicnom stanju iphone 12 pro max 128gb grafitne boje. uz mobitel poklonim 2 maskice po izboru. cijena je zadnja i nema zamjene. zvati na 095 2027 000 ,43449546,01.06.2024.,824
7,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 128gb blue plavi novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,699,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 128gb 128 gb pacific blue plava boja plavi .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,34886115,01.06.2024.,2099
8,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 256gb silver bijeli novoo garancija 256 gb,Dubrovačko-neretvanska,rabljeno,750,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 256gb 256 gb silver bijela boja bijeli .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37120751,01.06.2024.,1196
9,ivanhrcroatia,oglasivaca,iphone 12 pro max. 128gb super stanje,Grad Zagreb,rabljeno,390,prodajem samo zbog tog sto kupila novi. baterija je na 87 super stanje. resetiran kao nov iz trgovine. ima i nove maske u poklonu moze dostava u zg osijek ili bilo gdje treba sa dostavom sa kutijom brzi punjac ukljucen zadnja promotivna cijena,42983120,01.06.2024.,1674
