,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,evergever,oglasivaca,iphone 11 64gb koristen crni,Splitsko-dalmatinska,rabljeno,250,iphone 11 64gb koristen odlicno ocuvan bez ogrebotine baterija 85%.s njim kutija i kabel za punjenje cijena je fixna.,43041485,03.06.2024.,674
1,SOPOT88,oglasivaca,iphone 11 64 gb uscuvan s originalnom kutijom povoljno prodajem,Grad Zagreb,rabljeno,150,izvrstan uredjaj 64 gb baterija 78% originalna kutija hitno prodajem.,41503291,03.06.2024.,2363
2,eltrondd,oglasivaca,iphone 11 crveni 128gb 10 10 hr racun dostava,Grad Zagreb,rabljeno,270,iphone 11 crveni 128gb mobitel koristen krace razdoblje doslovce ko novi 10 10 hr racun baterija 96% dolazi sa brzim punjacem moguca dostava 0996707567,43695823,02.06.2024.,1413
3,eltrondd,oglasivaca,iphone 11 128gb crni sve mreze hr racun dostava,Grad Zagreb,rabljeno,260,iphone 11 128gb crni mobitel koristen godinu i pol stanje 10 10 baterija nova promjenjena prije 4mj 100% kapacitet tvornicki odklj na sve mreze dolazi sa brzim punjacem plus zastitno staklo na ekranu moguca dostava 0996707567,43668062,02.06.2024.,1674
4,luka9fis,oglasivaca,iphone 11 u odlicnom stanju,Grad Zagreb,rabljeno,200,prodajem iphone 11 64gb kupljen u appleu u njemackoj prije 2 god. mobitel je u odlicnom stanju. prodajem ga radi kupnje novog. na rubovima vidljive ogrebotine ekran bio pod zastinim staklom.,43418883,02.06.2024.,1483
5,verinamatija,oglasivaca,iphone 11 64 gb,Karlovačka,rabljeno,200,iphone 11 64 gb 3 godine star ocuvan,43076310,02.06.2024.,216
6,ivek72,oglasivaca,iphone 11 4g 64gb bijeli baterija 100%,Osječko-baranjska,rabljeno,250,prodajem telefon u stanju 10 10. uz telefon dolazi punjac.,43903579,02.06.2024.,39
7,NOLAN5,oglasivaca,iphone 13 5g racun sacuvan,Grad Zagreb,rabljeno,410,iphone 13 5g 128 gb u odlicnom stanju prvi vlasnik od prvog dana u zastitnoj maskici i kaljenom zastitnom staklu sve na njemu original nikad otvaran i nikad nije bio na servisu. uz njega ide zastitna maskica dva nova zastitna kaljena stakla i slusalice. ne saljem postom.,43843281,02.06.2024.,1223
8,Deanbozicx97,oglasivaca,iphone 11 64 gb 84% baterija,Zagrebačka,rabljeno,220,prodaje se u super stanju. ocuvan 84% baterija. kutija kabal i maskica uz njega,43859061,02.06.2024.,840
9,Krameraj,oglasivaca,apple iphone 11 64gb bijeli,Grad Zagreb,rabljeno,210,dosta ocuvan iphone dvije ogrebotine na displayu vide se na slikama baterija na 75% treba ocistiti zvucnik slusalice.,42483291,02.06.2024.,2179
10,svenbsoric,oglasivaca,iphone 11 128gb,Grad Zagreb,rabljeno,200,prodajem iphone 11 128gb. mobitel je ocuvan nosen uvijek u maskici i sa kaljenim staklom na slici skinuto da se vidi da nema ostecenja na ekranu . uz mobitel ide maskica slusalice punjac kutija. zdravlje baterije. face id radi normalno. zdravlje baterije 73%. cijena 200e.,43901464,02.06.2024.,116
11,350MILI,oglasivaca,iphone 11 black 64gb.,Grad Zagreb,rabljeno,170,prodajem iphone 11 black 64gb. uredjaj potpuno ispravan bez ostecenja zdravlje baterije 80% uz mobitel ide orginal kabel zastitna maska. primopredaja osobno za zagreb moze dostava ,43900915,02.06.2024.,129
12,Ana_mm,oglasivaca,iphone 11 64gb black stanje 10 10 baterija 86%,Splitsko-dalmatinska,rabljeno,265,iphone 11 64gb black stanje 10 10 baterija 86% radi na sve mreze 265 0917896654,43732913,02.06.2024.,206
13,Boris1909,oglasivaca,iphone11,Grad Zagreb,rabljeno,150,iphone 11 black 64 gb radio 8 mjeseci baterija 90% staklo malo napuklo,43468681,02.06.2024.,2100
14,pokupcan,oglasivaca,iphone 11 128 10 10,Zagrebačka,rabljeno,299,stanje 10 10,43314918,02.06.2024.,795
15,Stjepan12011999,oglasivaca,iphone 11 64gb black,Vukovarsko-srijemska,rabljeno,200,prodajem iphone 11 64gb crni mobitel je starosti 4 godine te je ocuvan i ispravan stanje 7 10 baterija 78%. uz mobitel dolazi original kutija original punjac original slusalice nekoristene 2 maske i kaljeno staklo za vise informacija nazovite na broj 0997566698 alojzije,43643656,01.06.2024.,158
16,njuska0006,oglasivaca,iphone 11 black 64gb,Zagrebačka,rabljeno,250,prodajem iphone 11 black 64 gb. baterija na 92%. kutija racun usb kabel. cijelo vrijeme u maskici ima tragove koristenja po ekranu. stanje odlicno.,42279157,01.06.2024.,1665
17,Mobiteli111,oglasivaca,iphone 11 64gb garancija,Grad Zagreb,rabljeno,270,iphone 11 64gb garancija do 21.08.2024. ocuvan odlicno sve radi zdravlje baterije 86% kupljen u istyle molim kontakt na njuskalo whatsapp ili porukom poziv na 0912505703,43896858,01.06.2024.,168
18,Mobiteli111,oglasivaca,iphone 11 garancija,Grad Zagreb,rabljeno,270,iphone 11 64gb garancija do 31.08.2024. ocuvan odlicno radi zdravlje baterije 85% kupljen u istyleu molim kontakt na njuskalo whatsapp ili porukom poziv na 0912505703,43896836,01.06.2024.,172
19,logitech7,oglasivaca,iphone 11 64gb,Grad Zagreb,rabljeno,210,ocuvan vidljivi znakovi koristenja uz njega dolazi maskica original kutija i punjac. sve mreze zamjena za razno,43066456,01.06.2024.,1249
