,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,MIRJANA1234567,oglasivaca,iphone 13,Grad Zagreb,rabljeno,590,iphone 13 128gb zdravlje baterije 90% za vise informacija se slobodno javite.,42809756,03.06.2024.,652
1,JaanC911,oglasivaca,iphone 13,Varaždinska,rabljeno,650,mobitel je kupljen 19.3.2024 znaci uredjaj je kao nov uz uredjaj dolazi i originalni punjac razlog prodaje kupnja drugog uredjaja,43308832,02.06.2024.,195
2,AUTIZGPRODAJA,oglasivaca,iphone 13 plava boja 128 gb,Grad Zagreb,rabljeno,350,iphone 13 plava boja koristen zdravlje baterije 78%,43904789,02.06.2024.,88
3,elena63829,oglasivaca,iphone 13 128gb,Zagrebačka,rabljeno,370,prodajem apple iphone 13 128 gb bijeli. kupljen 2022. u istylu. uz uredjaj dolaze kutija i kabel. zdravlje baterije je 85%. na uredjaju je sve ispravno i stanje uredjaja je odlicno. za vise informacija se mozete javiti na broj telefona preko whatsappa.,43904152,02.06.2024.,111
4,tomoo__,oglasivaca,iphone 13 128gb top stanje,Splitsko-dalmatinska,rabljeno,435,prodajem iphone 13 128gb star dvije ipo godine. mobitel radi odlicno zdravlje baterije je na 84% i ima par sitnih ostecenja koja se pod maskicom ne vide ali to je sve u skladu s godinama. mobitel nema mane sve je uredno kamera odlicna kupljen u istyle. uz mobitel jos ide original kabel za punjenjei maskica sa zadnje slike. za sve info javite se na whatsapp na broj 0 9 1 7 6 4 8 3 4 0 ,43904071,02.06.2024.,45
5,split452,oglasivaca,iphone 13 128gb ocuvan zdrvalje 100% split,Splitsko-dalmatinska,rabljeno,400,iphone 13 128gb sve mreze original punjac nova baterija stavljena original ocuvan dolazi uz dvi maskice prozirna i roza,43903833,02.06.2024.,38
6,gox1978,oglasivaca,apple iphone 13 128 gb red,Grad Zagreb,rabljeno,399,prodajem apple iphone 13 128 gb crveni. kupljen 21.10.2021. u istyle u. racun kutija kabel dolaze uz uredjaj. baterija orginalna sa zdravljem na 86%. stanje lcd displaya bez ijedne ogrebotine. sve radi ispravno telefon ima otkljucan icloud radi na sve mreze. maskica uz uredjaj gratis. stanje uredjaja odlicno sto se vidi na prilozenim slikama. ne saljem postom samo osobna primopredaja zagreb i okolica. dostava moguca.,43879245,02.06.2024.,470
7,anovoselnik,oglasivaca,iphone 13 128gb crveni,Bjelovarsko-bilogorska,rabljeno,320,baterija je na 85%. 128 gb memorije bez ogrebotine ekran je kao novi bio je pod kaljenim staklom i u maski od kad sam ga kupio. uz njega dolazi kutija i kabl za punjenje.,43902776,02.06.2024.,72
8,nratkovic,oglasivaca,apple iphone 13 128gb,Grad Zagreb,rabljeno,360,prodajem apple iphone 13 128gb mobitel ima nema nikakva mehanicka ostecenja u sjajnom je stanju i besprijekorno radi. mobitel je star 2 godine a battery health je na 87%. uz mobitel dolazi original kutija original kabel kaljeno staklo i maskica na maskici su vidljivi tragovi koristenja .,43902031,02.06.2024.,123
9,thriftshopcro,oglasivaca,iphone 13 128gb midnight blue,Grad Zagreb,rabljeno,399,prodajem iphone 13 128gb u plavoj boji midnight blue zdravlje baterije 92% mobitel ne steka i normalno radi sve tipke normalno rade ukljucujuci i tipku za stisavanje tona. uz mobitel dobijete original mag safe by apple masku za mobitel te ostale maskice foto earpods zicane slusalice s lighting connectorom te dva zastitna stakla za ekran. za sav dodatan info slobodno me kontaktirajte mobitel prodajem jer sam nabavila novi uredaj ,42115869,02.06.2024.,2959
10,Vvalic10000,oglasivaca,iphone 13 white 128gb kao nov,Grad Zagreb,rabljeno,350,iphone 13 bijeli u stanju novog sva oprema baterija na 85 posto zdravlja kutija punjac racun 0919433530,43883477,02.06.2024.,521
11,Tomominirent,oglasivaca,iphone 13 kao nov tvornicko stanje,Grad Zagreb,rabljeno,350,iphone 13 sa 128 gb u super stanju. zdravlje baterije na 87 posto sve radi. na poklon maskica otkljucan na sve mreze zvati na 0919433530,40022350,02.06.2024.,7343
12,Minnizmajo,oglasivaca,iphone 13 128gb ,Splitsko-dalmatinska,rabljeno,449,mobitel je ocuvan radi na sve mreze dolazi uz kutiju kabel ze punjenje i novi punjac. baterija je na 87% vise info na 0953513552,41583043,02.06.2024.,1184
