,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Glasovi,oglasivaca,iphone 11 pro,Zadarska,rabljeno,250,prodajem iphone 11 pro 64 gb.,43703435,02.06.2024.,539
1,marki26,oglasivaca,iphone 11 pro 64gb,Grad Zagreb,rabljeno,300,iphone 11 pro 64gb ocuvan sa kutijom original. otvoren na sve mreze i cist icloud. baterija super drzi i zdravlje je na 80%. sve original i nikada nista mjenjano. zvati na 099 7600 917,43901055,02.06.2024.,106
2,eltrondd,oglasivaca,iphone 11 pro 64gb 95% baterija sve mreze dostava,Grad Zagreb,rabljeno,290,iphone 11 pro 64gb gray mobitel ko novi tvornicki odklj na sve mreze kupljen u t comu 95% batetija dolazi sa brzim punjacem moguca dostava 0996707567,41523155,02.06.2024.,6065
3,rizwannnn,oglasivaca,iphone 11,Grad Zagreb,rabljeno,150,iphone 11.128 gb. condition 9 10 battery health 77% kindly visit our site https rb.gy 31o9ej,43899402,01.06.2024.,142
4,OlgaOndeka,oglasivaca,iphone 11 pro 256 gb,Istarska,rabljeno,270,iphone 11 pro 256 gb 10 10 baterije 100%. kao nov nista nije mijenjano punjac kaljeno staklo maskica. samo pozivi,43898986,01.06.2024.,67
5,m989,oglasivaca,iphone 11 pro 256gb,Osječko-baranjska,rabljeno,210,visak u stanu. koristila supruga u odlicnom je stanju mazen i pazen uvijek u maskici sa kaljenim staklom .,43898663,01.06.2024.,68
6,totallysexy,oglasivaca,iphone 11 pro 64gb,Međimurska,rabljeno,250,prodajem rabljeni iphone 11 pro. nova zastitna folija za staklo. boja rose gold. kupljen 9 2019 u njemackoj. cijena dogovor ,43137294,01.06.2024.,304
7,-Matek-,oglasivaca,iphone 11 pro 256gb,Varaždinska,rabljeno,290,iphone 11 pro model 256gb osobno preuzimanje zamjena za google pixel 7 8,43540902,01.06.2024.,148
8,mcmara,oglasivaca,iphone 11 pro 512gb,Grad Zagreb,rabljeno,450,prodajem iphone 11 pro sive boje space gray 512 gb memorije za pohranu podataka. uredjaj je potpuno ispravan u dovrom stanju ima tragove koristenja koji su vidljivi na fotografijama. uz uredjaj dolazi original kutija nova prozirna zastitna maska novo zastitno staklo i punjac. osobno preuzimanje u zagrebu ili saljem postom u ostatak hrvatske.,43889364,31.05.2024.,238
9,ivor-m,oglasivaca,iphone 11 pro 256 gb zlatni,Primorsko-goranska,rabljeno,200,u izvrsnom stanju osim 2 3 malih ogrebotina na rubovima bh 78% nikad popravljan otvaran prvi i jedini vlasnik osobno u rijeci 200 ili pouzecem 210 fiksno,43883492,30.05.2024.,88
10,Marta2003,oglasivaca,iphone 11 pro 256gb,Osječko-baranjska,rabljeno,330,prodajemo iphone 11pro 246gb u jako dobrom stanju. ocuvan i odlicnih performansi. kapacitet baterije je 87%.,43670034,28.05.2024.,81
11,zuzo_007,oglasivaca,iphone 11 pro,Zagrebačka,rabljeno,170,u odlicnom stanju.64 gb. cijena je 170 eura,43867081,28.05.2024.,562
12,Metju,oglasivaca,iphone 11 pro space gray 64gb odlicno stanje,Varaždinska,rabljeno,320,na prodaju je iphone 11 pro 64 gb space gray sa 88% zdravljem baterije mobitel je u odlicnom stanju sa minimalnim tragovima koristenja sa dodatnom naljepnicom protiv zracenja bez ogrebotina ili tehnickih nedostataka. dolazi u orginalnoj ambalazi punjac i slusalice. sve u potpunosti ispravno i funkcionalno poklon 2 zastitne maske rabljene .,43317220,28.05.2024.,136
