,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,MIRJANA1234567,oglasivaca,iphone 12,Grad Zagreb,rabljeno,590,iphone 12 64gb zdravlje baterije 80%,42809786,03.06.2024.,676
1,eltrondd,oglasivaca,iphone 12 256gb crni sve mreze hr racun dostava,Grad Zagreb,rabljeno,360,iphone 12 256gb crni mobitel koristen godinu dana stanje 10 10 tvornicki odklj na sve mreze 94% batetija dolazi sa brzim punjacem moguca dostava 0996707567,43711327,02.06.2024.,1367
2,aldo40,oglasivaca,2x apple iphone 12 blue 64gb zdravlje baterije 78% na oba savrseni,Istarska,rabljeno,245,cijenkanje zadnja cijena niza cijena spustite mi cijenu... ako necete platiti oglasenu cijenu odmah zatvorite ovaj oglas i trazite dalje. u prvoj polovici 2024. kupio rabljene iphonove za sebe zenu i sestru. platio sam koliko su prodavatelji trazili i nisam trazio popust. tako i ja poslujem. tko nece kupiti po cijeni koju sam oglasio od mene nece kupiti. predmet prodaje apple iphone 12 blue 64gb zdravlje baterije 78 posto s novim prednjim kaljenim staklom apple iphone 12 blue 64gb zdravlje baterije 78 posto s novim prednjim kaljenim staklom cijene za svaki iphone 12 245 za slanje payprotectom kupac dobiva u poklon original kutiju 250 za osobno preuzimanje dodaci se dodatno placaju 5 original kutija s istim imei brojevima kao sto ima mobitel od 10 do 20 punjac vidite oglas sa sifrom 43849960 13 bijele slusalice apple earpods with lightening utor konektor nove nekoristene original apple 6 5 bijele slusalice apple earpods with lightening utor konektor koristene original apple 1 zastitna maskica po izboru kupca vidite oglase 43568965 i 43568896 1 2 naljepnice apple 1 upustva i igla za promjenu sim kartice funkcionalnost testirano u svibnju 2024. bluetooth radi wi fi radi selfie kamera radi wide kamera radi ultrawide kamera radi bljeskalica radi face id radi zvucnik radi mikrofon radi tipke za pojacavanje i stisavanje zvuka rade icloud odjavljujem svoj racun po prodaji nema nikakve tocke na ekranu. nije ostecen ekran. nije ostecen straznji dio. operativni sustav ios i sve aplikacije azurirao u svibnju 2024. zadnji put se koristio mobitelom u svibnju 2024. za surfanje,43833998,02.06.2024.,82
3,split452,oglasivaca,iphone 12 64b full oprema kao iz ducana,Splitsko-dalmatinska,rabljeno,300,iphone 12 64gb crni sve mreze stanje doslovno 10 10 ni najmanji friz nova baterija promijenjena molim ozbiljne kupce,43426260,02.06.2024.,412
4,Sebastijan_,oglasivaca,iphone 12 gratis spiegen,Varaždinska,rabljeno,220,prodajem iphone 12 white. uz mobitel dolazi lighting kabel i spiegen maskica broj mobitela 098540721,43903414,02.06.2024.,59
5,Matej004,oglasivaca,iphone 12 blue 64gb ocuvan,Osječko-baranjska,rabljeno,300,iphone 12 64gb prodajem iphone 12 64gb kupljen u a1 prije 2 ipo godine. ocuvan je izgledom i zdravlje baterije je 82%. na poklon 2 maskice za mobitel punjac i 7 samoljepljivih kaljenih stakala. 091 785 5041,43883246,02.06.2024.,171
6,Ancicamarincica,oglasivaca,iphone 12,Grad Zagreb,rabljeno,350,iphone 12 crni 64 gb u odlicnom stanju bez ikakvih ostecenja 85% baterije zamjene me ne zanimaju.,43456700,02.06.2024.,552
7,FilipVincek,trgovine,iphone 12 64gb purple odlicno stanje,Grad Zagreb,rabljeno,260,u savrsenom stanju. bez udubina i ogrebotina. zdravlje baterije 79%. dolazi sa originalnom kutijom kabelom te maskicom. kontakt 0957384689,42847795,02.06.2024.,3495
8,Tu_Za_Vas,oglasivaca,apple iphone 12 64gb green zeleni kao novoo garancija 64 gb,Dubrovačko-neretvanska,rabljeno,465,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 64gb 64 gb green zelena boja zeleni .. mobitel je kratko koristen u super stanju i sa svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,34886121,01.06.2024.,2470
9,Tu_Za_Vas,oglasivaca,apple iphone 12 128gb blue plavi kao novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,520,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 128gb 128 gb blue plava boja plavi .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37894949,01.06.2024.,1180
