,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,vexy1986,oglasivaca,iphone 64 gb crni,Zagrebačka,rabljeno,250,prodajem koristeni iphone11 64gb ocuvan bez ostecenja i bez ogrebotina. baterija 83% originalan i rabljeni punjac. maskicu poklanjam.,42190215,21.01.2024.,348
1,astark,oglasivaca,iphone 11 64gb,Osječko-baranjska,rabljeno,230,prodajem iphone 11 u vrlo dobrom stanju. od prvog dana u zastitnoj maskici kaljeno staklo na njemu nema ni jedne crtice. sve na njemu radi perfektno. prodajem radi kupnje novog uredjaja. primopredaja osijek valpovo.,42595134,21.01.2024.,10
2,petrahe,oglasivaca,iphone 11 128gb baterija 94%,Zagrebačka,rabljeno,220,u izvrsnom stanju potpuno funkcionalan baterija dobro radi na 94% ocuvan bez znakova habanja cijelo vrijeme u maskici . ima lagano puknuce stakalca na jednoj kameri zamjena dodje 30eur sto je samo kozmeticki defekt ali nije funkcionalni jer uredno snima fotografije i videe. preuzimanje u velikoj gorici po dogovoru.,42595079,21.01.2024.,13
3,amel103,oglasivaca,iphone 11 crveni 128gb,Grad Zagreb,rabljeno,255,iphone 11 crveni 128 gb baterija na 81% kapaciteta face id radi zaslon je malo ogreban kao sto se moze vidjeti na slikama ali je tesko uocljivo u stvarnosti. sve radi uz njega dolazi kutija punjac kabel stikeri maskica uputstva iglica za sim. za vise informacija whatsapp ili sms na 0916051756 osobno preuzimanje zagreb i okolica varazdin krizevci novi marof zelina,42391808,21.01.2024.,514
4,eltrondd,oglasivaca,iphone 11 bijeli 128gb baterija 100% sve mreze dostava,Grad Zagreb,rabljeno,299,iphone 11 bijeli 128gb mobitel skroz ocuvan tvornicki odklj na sve mreze baterija 100% dolazi sa brzim punjacem moguca dostava ,42355760,21.01.2024.,1112
5,ElektronikOutlet,oglasivaca,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,21.01.2024.,4475
6,igor1205,oglasivaca,iphone 11 orginal 100% baterija nov,Grad Zagreb,rabljeno,350,mobitel je u odlicnom stanju koristen 1mj nema tragova koristenja ima zastitnu masku i kaljeno staklo sve novo,42388420,21.01.2024.,427
7,njuska0006,oglasivaca,iphone 11 black 64gb,Zagrebačka,rabljeno,290,prodajem iphone 11 black 64 gb. baterija na 92%. kutija racun usb kabel. cijelo vrijeme u maskici ima tragove koristenja po ekranu. stanje odlicno.,42279157,21.01.2024.,1234
8,dt9,oglasivaca,iphone 11 black star 2.5 godine jako ocuvan sve radi odlicno zamjena,Krapinsko-zagorska,rabljeno,230,iphone 11 crne boje memorija 64gb sa svom opremom kabel adapter orginal kutija papiri iglica za sim . mob stalno u maskici poklon kupcu. zdravlje baterije 75%. cijena fiksna. radi na sve mreze. moze zamjena za mobitel prednost samsung s22 s21 s23 note 30 20 huawei p30 p40 mate 20 10 iphone 14 13 12 xs x xr playstation 4 ili 5.. doplate po dogovoru. ponude za zamjenu prvenstveno na mail a moze i sms ili viber whatsapp.. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. zahvaljujem se unaprijed. saljem overseas express 7 placanje po preuzimanju. kupujte sigurno network technology gsm cdma hspa evdo lte launch announced 2019 september 10 status available. released 2019 september 20 body dimensions 150.9 x 75.7 x 8.3 mm 5.94 x 2.98 x 0.33 in weight 194 g 6.84 oz build glass front gorilla glass glass back gorilla glass aluminum frame 7000 series sim single sim nano sim and or esim or dual sim nano sim dual stand by for china ip68 dust water resistant up to 2m for 30 mins apple pay visa mastercard amex certified display type liquid retina ips lcd 625 nits typ size 6.1 inches 90.3 cm2 79.0% screen to body ratio resolution 828 x 1792 pixels 19.5 9 ratio 326 ppi density protection scratch resistant glass oleophobic coating true tone wide color gamut platform os ios 13 upgradable to ios 14 chipset apple a13 bionic 7 nm cpu hexa core 2x2.65 ghz lightning 4x1.8 ghz thunder gpu apple gpu 4 core graphics memory card slot no internal 64gb 4gb ram 128gb 4gb ram 256gb 4gb ram nvme main camera dual 12 mp f 1.8 26mm wide 1 2.55 1.4 m dual pixel pdaf ois 12 mp f 2.4 13mm ultrawide 1 3.6 features quad led dual tone flash hdr photo panorama video 4k 24 30 60fps 1080p 30 60 120 240fps hdr stereo sound rec. selfie camera dual 12 mp f 2.2 23mm wide 1 3.6 sl 3d depth biometrics sensor features hdr video 4k 24 30 60fps 1080p 30 60 120fps gyro eis sound loudspeaker yes with stereo speakers 3.5mm jack no comms wlan wi fi 802.11 a b g n ac 6 dual band hotspot bluetooth 5.0 a2dp le gps yes with a gps glonass galileo qzss nfc yes radio no usb lightning usb 2.0 features sensors face id accelerometer gyro proximity compass barometer siri natural language commands and dictation battery type li ion 3110 mah non removable 11.91 wh charging fast charging 18w 50% in 30 min advertised usb power delivery 2.0 qi wireless charging talk time up to 17 h multimedia music play up to 65 h misc colors black green yellow purple red white models a2221 a2111 a2223 sar 1.09 w kg head 1.18 w kg body sar eu 0.95 w kg head 0.99 w kg body price 628.02 677.69 629.00 61 990 tests performance antutu 419453 v7 geekbench 13882 v4.4 gfxbench 60fps es 3.1 onscreen display contrast ratio 1505 1 nominal camera photo video loudspeaker voice 70db noise 72db ring 76db audio quality noise 94.2db crosstalk 80.8db battery life endurance rating 94h,42592458,21.01.2024.,21
9,rasprodajagarazna,oglasivaca,apple iphone 11,Grad Zagreb,rabljeno,230,ispravan koristen 64 gb baterija uredno stanje telefona novi punjac i kabel ,41398844,20.01.2024.,1106
10,karl148,oglasivaca,apple iphone 11,Splitsko-dalmatinska,rabljeno,190,prodajem iphone 11 64gb ljubicasti rabljen 3 godine mobitel u odlicnom stanju jako dobro ocuvan s punjacem i kutijom nazvati 0989923034,42588180,20.01.2024.,133
11,reparis,trgovine,iphone 11 64gb 100% rate zamjena,Vukovarsko-srijemska,rabljeno,270,uredjaj iphone 11 64gb boja bijeli stanje rabljeno baterija 100% garancija 3 mjeseca navedena cijena vrijedi iskljucivo za jednokratno placanje. mogucnost placanja do 36 rata karticama erste banke pbz banke diners mb plus mogucnost zamjene za skuplje i jeftinije. moguca dostava ili preuzimanje osobno u poslovnici u vinkovcima. facebook.com reparisvinkovci https www.instagram.com reparis vinkovci napomena mogucnost izdavanje r1 uredjaji iz predmetne kategorije oporezuju se po posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . prema zakonu takvi uredjaji se tretiraju kao rabljena roba iako se radi o novim zapakiranim i nekoristenim uredjajima koji dolaze s originalnom dodatnom opremom i tvornickim jamstvom proizvodjaca.,42587193,20.01.2024.,27
12,Milemrak,oglasivaca,iphone 11 64gb crni baterjie 86,Vukovarsko-srijemska,rabljeno,210,iphone 11 64gb crni punjenje baterije 86 u zastitnom staklu od trenutka kupnje,42587165,20.01.2024.,34
13,tvrc23,oglasivaca,iphone 11 256 gb,Grad Zagreb,rabljeno,250,prodajem rabljeni iphone 11 u vrlo dobrom stanju. ima nesto ogrebotina po rubovima zadnjih godinu i pol u masci sa zastitnom folijom na ekranu. 90% zdravlje baterije.,42487112,20.01.2024.,963
14,Elena_vukas,oglasivaca,iphone 11,Vukovarsko-srijemska,rabljeno,200,iphone 11 128gb stanje vidljivo na slikama koristen je 4 godine sve radi osim sto je razbijeno zadnje staklo,42586253,20.01.2024.,49
15,iconnectservis,trgovine,apple iphone 11 64gb do 36 rata zamjena,Osječko-baranjska,rabljeno,279,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 11 64gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 81% boja bijela mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 279 00 cijena za kartice na rate 330 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41354207,20.01.2024.,377
16,iconnectservis,trgovine,apple iphone 11 64gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,279,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 11 64gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 87% boja crna mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 279 00 cijena za kartice na rate 340 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42219120,20.01.2024.,169
