,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Dstrunjak,oglasivaca,apple iphone 11 pro max 256gb,Grad Zagreb,rabljeno,340,prodajem apple iphone 11 pro max 256gb uscuvan prvi vlasnik,42434352,21.01.2024.,418
1,igor71,oglasivaca,iphone 11 pro 64 gb,Istarska,rabljeno,330,sve radi . baterija 78 % . face id radi kompletno funkcionalan.,42342342,20.01.2024.,94
2,MicroStyle,oglasivaca,apple iphone 11 pro max lte 256 gb 4 gb midnight green top stanje,Grad Zagreb,rabljeno,390,apple iphone 11 pro max lte 256 gb 4 gb midnight green prodajem navedeni iphone u odlicnom stanju sva oprema u kutiji maska i kaljeno na njemu. radi besprijekorno nikad nista servisirano ili mijenjano.baterija ima kapacitet 81% i jos uvijek jako dobro drzi. cijena 390 ,42119921,20.01.2024.,1815
3,Marino1701,oglasivaca,iphone 11 pro max 256gb,Vukovarsko-srijemska,rabljeno,300,mobitel je u jako dobrom stanju.zdravlje baterije je 81% za sve upite pisati na email stanojcicmarino gmail.com,42583336,19.01.2024.,38
4,Harisvatic,oglasivaca,iphone 11 pro max,Grad Zagreb,rabljeno,320,mobitel je u dobrom stanju uvijek je bio koristen maskicom i screen protectorom 64gb battery 84%,42582279,19.01.2024.,166
5,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Međimurska,rabljeno,300,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42581663,19.01.2024.,46
6,ZGpepo,oglasivaca,iphone 11 pro max 64 gb space gray,Grad Zagreb,rabljeno,320,prodajem apple iphone 11 pro max 64 gb sive boje otkljucan na sve mreze. dolazi sa svom pripadajucom opremom. mobitel je u stanju novoga kaljeno staklo i maskica od prvoga dana. zdravlje baterije je na 90%. cijena 320 091 520 5606,42579801,19.01.2024.,155
7,lukaaa19m,oglasivaca,iphone 11 pro max 256gb space gray,Grad Zagreb,rabljeno,430,iphone 11 pro max 256gb space gray uz njega punjac. odlicno ocuvan radi sve na njemu kao prvog dana. baterija 95%. bez zamjena.,42576198,18.01.2024.,184
8,Tea098,oglasivaca,iphone 11 pro max 256gb,Međimurska,rabljeno,320,prodajem iphone 11 pro max u odlicnom stanju od kupnje telefona na njemu je zastitno kaljeno staklo i maskica stanje 9.8 10 baterija 81% dolazi bez kutije uz telefon ide kabel i adapter javite se na mail ili porukom posto gdje radim imam problem sa signalom granica hr i slo slike u prilogu ,41931077,18.01.2024.,483
9,Novska Zalagaonica,trgovine, jamstvo iphone 11 pro max 64gb 100% bh zalagaonica novska ,Sisačko-moslavačka,rabljeno,389, www.novskazalagaonica.com jamstvo 3 mj od kupnje super stanje 100% zdravlje baterije racun jamstveni list mogucnost zamjene za staro za novo vrijedi za sve nase oglase opcije placanja pouzecem po predracunu internet bankarstvom ili uplatnicom kartice jednokratno i obrocno do 12 rate visa pbz mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne novska zalagaonica potocna ulica 22 novska email novskazalagaonica gmail.com tel 385 95 5757101 molimo ostavite poruku ako nas ne mozete dobiti telefon ,42573289,18.01.2024.,22
10,dstipic,oglasivaca,iphone 11 pro max 256gb silver,Virovitičko-podravska,rabljeno,370,telefon u stanju 9 10 gotovo bez ikakvih tragova koristenja. kutija. sve u tvornickom stanju i ispravno nista nije mijenjano zdravlje baterije na 76%.,42363874,17.01.2024.,171
11,XEROS,oglasivaca,iphone 11 pro max 64 gb gold,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro max 64gb boja gold kupljen u 11 2019. mobitel je u super stanju bez ostecenja. baterija drzi cijeli dan zdravlje na 78%. uz njega dolazi kutija punjac adapter i kabel maskica novo zastitko staklo te racun. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,42413558,17.01.2024.,398
12,lanagrb,oglasivaca,iphone 11 pro max 256 gb,Šibensko-kninska,rabljeno,350,prodajem iphone 11 pro max 256 gb u odlicnom stanju. zdravlje baterije 80 %. baterija original izdrzi cijeli dan. uz mobitel ide pripadajuca kutija kao i brojne maskice. za vise info na 0953685818 poziv ili whatsapp . preferiram osobno preuzimanje ,42537480,15.01.2024.,61
13,zare6,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,500,prodajem koristeni iphone pro max 256 gb u space gray boji u vrhunskom stanju bez ikakvih ostecenja ili ogrebotina nikad nije pao na pod . mobitel ima s prednje i straznje strane zastitu ima zastitu na kameri i cijelo vrijeme je u zastitnoj masci. zdravlje baterije je na 100%. uz njega dolazi originalni punjac slusalice kutija i zastitna maska. za sve upite slobodno se javite.,39685433,15.01.2024.,532
14,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Grad Zagreb,rabljeno,300,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42531473,14.01.2024.,516
15,vucoNo1,oglasivaca,iphone 11 pro max,Splitsko-dalmatinska,rabljeno,275,mobitel mint stanje bez ogrebotine 64 gb maska zastitno staklo gornji lijevi kut malo odijepljen ,42522752,13.01.2024.,90
16,Renato070,oglasivaca,iphone 11 pro max 256gb,Splitsko-dalmatinska,rabljeno,290,top stanje maskice kutija punjac. zdravlje baterije 81%. 091 552 4072 molim da me ovi kvazi serviseri mobitela i sverceri zaobidu sa ciganjenjem.,42522714,13.01.2024.,51
17,jureduje,oglasivaca,iphone 11 pro max 64gb,Sisačko-moslavačka,rabljeno,270,prodajem iphone 11 pro max sve s njim u odlicnom stanju samo je malo krcnut u doljnjem desnom kutu ekrana sto je vidljivo na slikama. na njemu nikad nije bilo nista mijenjano. uz njega dobijete 2 maskice orginalnu kutiju i orginalne slusalice.,42508437,12.01.2024.,131
18,leonodo,oglasivaca,iphone 11 pro max 256gb,Osječko-baranjska,rabljeno,450,prodajem apple iphone 11 pro max 256gb midnight green. 85% battery health. odlicno stanje mobitela bez tragova koristenja. skroz u maskici i s kaljenim staklom. na poklon sve maskice sa slike te kozni flip flop case.,42322303,11.01.2024.,138
19,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2402,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 85% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149625,11.01.2024.,1811
20,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2369,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 86% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37360173,11.01.2024.,1321
21,dean3471,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,370,prodajem iphone 11 pro max 256 gb u odlicnom stanju bez ogrebotina. zdravlje baterije je 82%. uz njega poklanjam 2 nova zastitna stakla i 3 maskice.,41916487,11.01.2024.,1972
22,wpz,oglasivaca,iphone 11pro max silver 74gb,Požeško-slavonska,rabljeno,370,stanje 10 10 bez tragova koristenja doslovno nov. od prvog dana s maskicom i kaljenim staklom. originalna ambalaza. uz mobite ide brzi punjac kaljeno staklo novo na njemu. gratis maskice.,41475953,10.01.2024.,371
23,lesk6,oglasivaca,iphone 11 pro max 64gb,Istarska,rabljeno,300,super stanje sve funkcije rade 100% face id bateria 80% kutija kab l iphone. cijena je fiksna,42298260,09.01.2024.,353
24,VWVIIR,oglasivaca,iphone 11 pro max 64gb,Primorsko-goranska,rabljeno,250,iphone 11 pro max sa 64gb jako dobro ocuvan cist i uredan molim provjerite slike ekrana vidljive su tri manje ogrebotine koje se ne vide prilikom upotrebe i ne ometaju osjetljivost ekrana. baterija ima 79% health stanje.,42298214,08.01.2024.,870
25,Zeko288,oglasivaca,iphone 11 pro max,Zagrebačka,rabljeno,400,super stanje promijenjena baterija kod servisera . 256gb dvije maskice nova baterija kaljeno staklo kutija i racun,41693355,08.01.2024.,188
26,lara04,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,260,prodajem iphone 11pro max 64gb.mobitel uscuvan potpuno ispravan vidljivi tragovi koristenja.,42029627,08.01.2024.,1060
27,boks7,oglasivaca,iphone 11 pro max 64gb,Zagrebačka,rabljeno,210,prodajem iphone 11 pro max 64gb prednje staklo puknulo lcd radi face id radi. sve ispravo osim razbijenog prednjeg stakla. zdravlje baterije 79%. uz uredjaj ide racun i original kutija sa punjacem.,42216000,07.01.2024.,786
