,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,elsavior,oglasivaca,apple iphone 12pro 128gb crni 450 00 eur,Grad Zagreb,rabljeno,450,prodajem iphone 12 pro 128 gb graphite sa fast charger punjacem lighting kablom i maskicom odlicno ocuvan. zdravlje baterije 89% od prvog dana u maskici odlicno ocuvan molim iskljucivo prodaja bez zamjena ,42105721,21.01.2024.,1469
1,peep,oglasivaca,iphone 12 pro 128 gb,Sisačko-moslavačka,rabljeno,350,prodajem iphone 12 pro 128 gb u zlatnoj boji. telefon radi perfektno ocuvan je 10 10 te nema nikakvih ogrebotina. na telefonu je promijenjen ekran i baterija pri cemu je doslo do problema s citanjem kodova u sustavu jer nisu izmjesteni cipovi sa starih komponenti na nove te telefon prikazuje u postavkama notifikaciju da dijelovi nisu originalni iako su ugradjeni dijelovi prve klase. face id radi. ostalo na telefonu sve radi savrseno te je spreman za koristenje. iz tog razloga cijena je 350 eura i fiksna je. zamjene me ne zanimaju i molim vas bez poziva i poruka koja je zadnja cijena ona je ta koja pise.,42594999,21.01.2024.,9
2,klaralp,oglasivaca,iphone 12 pro,Krapinsko-zagorska,rabljeno,350,prodaje se iphone 12 pro 256gb memorije jako ocuvan. uz mobitel dolazi maskica kutija kabel racun kaljeno staklo je stavljeno na mobitel.,42594992,21.01.2024.,6
3,DDD994,oglasivaca,iphone 12 pro zlatni kao novi ,Grad Zagreb,rabljeno,460,iphone 12 pro 128gb zlatne boje odlicno ocuvan bez ogrebotine uvijek u maskici i 3d zastitno staklo na ekranu baterija odlicno drzi 84% kapaciteta uz uredaj dolazi kutija i novi brzi punjac i tip c kabel. cijena 460e.,42594428,21.01.2024.,19
4,BrunoHRV,oglasivaca,iphone 12 pro 256gb,Grad Zagreb,rabljeno,400,prodajem iphone 12pro 256gb u odlicnom stanju rabljen. molim poruke na broj 0981737355,42594169,21.01.2024.,28
5,ve_ne,oglasivaca,iphone 12 pro 128gb 85% zdravlje baterije spigen maskica zg vz,Varaždinska,rabljeno,399,na prodaju je iphone 12 pro memorije 128gb 85% zdravlje baterije boja pacific blue uredjaj je star 23 mjeseca te dolazi sa kablom za punjenje kutijom spigen zastitnom maskicom mobitel je izvrsno sacuvan bez ogrebotina udubljenja i slicno... zamjene ne dolaze u obzit jer je kupljen novi uredjaj preuzimanje na relaciji varazdin zagreb,42593704,21.01.2024.,12
6,Njuskalo_VZ,oglasivaca,iphone 12 pro graphite,Varaždinska,rabljeno,500,u odlicnom stanju kupcu poklon puno maskica. kutija i sve. baterija 85%. cijena fiksna moze zamjena za skuplji iphone ili samsung vise klase uz moju doplatu naravno. ponude molim na njuskalo poruke.,42400680,21.01.2024.,69
7,GVX100,oglasivaca,iphone 12 pro 256gb sivi kao nov 100% baterija,Grad Zagreb,rabljeno,498,jaci model sa 256gb memorije koristeno kratko svega par mjeseci sa baterijom 100% zdravlja 6.1inch display kutija i pripadajuca oprema na sve mreze moguca dostava iphone 12 pro 128gb 12 pro max 128gb,41998091,21.01.2024.,1562
8,mark1224,oglasivaca,iphone 12 pro 10 10,Grad Zagreb,rabljeno,400,iphone 12 pro 128gb graphite stanje 10 10 zdravlje baterije 84% face id i sve ostalo radi dolazi uz maskicu 400 091 503 7140,42536542,21.01.2024.,474
9,FilipVincek,trgovine,iphone 12 pro 86% graphite 256gb,Grad Zagreb,rabljeno,449,prodajem navedeni mobitel u savrsenom stanju. bez ikakvih mikrocrtica ogrebotina udubina. 256gb. baterija 86%. dolazi s original kutijom maskicom i kabelom. moguce slanje postom. preuzimanje u zagrebu.,42589723,20.01.2024.,75
10,LucicMa444,oglasivaca,iphone 12pro 256 gb zlatni,Grad Zagreb,rabljeno,400,prodajem navedeni mobitel u izvrsnom stanju. mobitel je uistinu jako dobro ocuvan te su na njemu svi originalni dijelovi. radi besprijekorno bez ikakvih problema ili gresaka. baterija je jos uvijek originalna zdravlje vidljivo na slikama. mobitel dolazi u originalnoj kutiji sa svom opremom. za sve dodatne info slobodno nazovite. hvala ,42537392,20.01.2024.,130
11,vrd86,oglasivaca,iphone 12 pro,Splitsko-dalmatinska,rabljeno,450,prodajem iphone 12 pro. mobitel koristen nesto manje od 2 godine. zdravlje baterije 87%. mobitel je u bezprijekornom stanju bez ijedne ogrebotine stanje kao novo. uz mobitel dolazi orginalna kutija i punjac. cjena uredaja je 450 .,42320924,20.01.2024.,136
12,dskoric,oglasivaca,iphone 12 pro 256 gb top stanje,Ličko-senjska,rabljeno,670,prodajem iphone 12 pro 256 gb top stanje malo koristen baterija nova 100 %. gratis 4 nekoristene maskice i punjac. cijena 670 00 eura.,42586982,20.01.2024.,33
13,bbsb,oglasivaca,iphone 12pro,Brodsko-posavska,rabljeno,550,iphone 12pro u odlicnom stanju. kupljen u usa. molim nazvati za ostale detalje hvala.,42586743,20.01.2024.,19
14,Weky_031,oglasivaca,iphone 12 pro 256gb,Osječko-baranjska,rabljeno,450,prodajem iphone 12 pro graphite sa 256gb memorije. mobitel je kao nov od prvog dana u maskici i zastitnom staklu. nema nikakvih tragova koristenja. zdravlje baterije na 83%.,42397942,20.01.2024.,129
15,iMOBILE,trgovine, prodajem apple iphone 12 pro sve mreze garancija ,Vukovarsko-srijemska,rabljeno,480, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 12 pro kupljen kao slobodan uredjaj 86% zdravlje baterije radi na sve mreze graphite boja ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 480 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42132324,20.01.2024.,481
16,gugidjgugi,oglasivaca,apple iphone 12 pro 128gb pacific blue 10 10 600 ,Grad Zagreb,rabljeno,600,kupljen u zagrebu smartlab.shop placen 1200 cijena 600 od prvog dana u maskici zadnjih par mj vracen u kutiju jer je kupljen novi iphone. stanje 10 10 bez ijedne ogrebotine ili bilo kakvog ostecenja. radi savrseno kabl za punjenje nekoristen. poklon cleaning kit za sve info zvati na 099 3071 994,40706851,19.01.2024.,1382
17,ivi-zg,oglasivaca,iphone 12 pro 128gb graphite u perfektnom stanju ,Grad Zagreb,rabljeno,399,prodajem apple iphone 12 pro 128gb graphite u perfektnom stanju 10 10 baterija 84% kutija.,42485719,19.01.2024.,1131
18,nvn1994,oglasivaca,iphone 12 pro 128gb,Grad Zagreb,rabljeno,420,koristen 2 godine uzet novi pa je ovaj visak. ko novi od prvog dana u maskici i staklo gore. bez ijedne ogrebotine. imam kutiju. osobna primopredaja u zagrebu i okolici.,42521999,19.01.2024.,636
19,sek,oglasivaca,iphone 12 pro 256 gb pacific blue,Osječko-baranjska,rabljeno,500,iphone 12 pro 256 gb 87% kapacitet baterije pacific blue. u odlicnom stanju bez ikakvih tragova ostecenja stanje 10 10 od prvog dana u maskici i zastitnom staklu. uz mobitel ide kutija kabel za punjenje spigen zastitna maskica i zastitno staklo 1 zastitno staklo dodatno gratis. 1. vlasnik mobitel kupljen u svicarskoj. molim bez ponuda za zamjene.,42072276,19.01.2024.,350
20,ddaaddoo1972,oglasivaca,iphone 12pro 128 gb,Grad Zagreb,rabljeno,440,iphone 12pro u odlicnom stanju bez ogrebotine orginalna kutija orginal apple kabel zastitno staklo i 6 maskica,42072865,19.01.2024.,1081
21,MaZvone,oglasivaca,iphone 12 pro 512gb,Splitsko-dalmatinska,rabljeno,450,prodajem iphone 12 pro 512gb ocuvan u super stanju. baterija na 85%,42580261,19.01.2024.,47
22,Smart Doctor,trgovine,apple iphone 12 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,520,uredjaj apple iphone 12 pro 128gb stanje uredjaja rabljeno baterija 83% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 520 00 cijena za kartice 610 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41514012,19.01.2024.,570
23,Smart Doctor,trgovine,apple iphone 12 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,520,uredjaj apple iphone 12 pro 128gb stanje uredjaja rabljeno baterija 84% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 520 00 cijena za kartice 715 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41613265,19.01.2024.,343
