,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,iPhonezg55,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,775,zdravlje baterije 95% otkljucan na sve mreze odlicno ocuvan originalna kutija i punjac moguca svaka provjera mobitela,42581464,21.01.2024.,259
1,mark1224,oglasivaca,iphone 14 pro max 256gb 100% zdravlje baterije,Grad Zagreb,rabljeno,970,iphone 14 pro max 256gb silver garancija vrijedi do 07 2024 stanje 10 10 kao nov zdravlje baterije 100% face id i sve ostalo radi kutija maskica i racun 970 091 503 7140,42450565,21.01.2024.,269
2,medeni20,oglasivaca,iphone 14 pro max 128gb kao nov gratis punjac i maskice,Splitsko-dalmatinska,rabljeno,960,960 kao nov moguce zamjene garancija do 15.12.2023. sve mreze gratis punjac i maskica zdravlje baterije 99% preuzimanje split solin kastela sinj i okolica info 0912754444 ne odg na njuskalo poruke,42239903,21.01.2024.,293
3,Sanmarko1991,oglasivaca,apple iphone 14 pro max 128 gb baterija 99% na sve mreze radi,Osječko-baranjska,rabljeno,910,kratko koristen visak i vise se ne koristi stanje top baterija na 99%. radi na sve mreze moze se koristit u inozemstvu... uz mob ide maskica kaljeno i adapter gratis. jamstvo do 2 mjeseca 24. ovo se isplati kupit. u okolici moguca dostava,42048530,21.01.2024.,729
4,konpolis,oglasivaca,iphone 14 pro max black,Istarska,rabljeno,900,prodajem iphone 14 pro max 128 gb. od prvog dana u maskici i s kaljenim staklom.kupljen u 01.2023. u a1 centru u max stoji.bez tragova koristenja i bez greske. ne saljem postom iskljucivo primopredaja nikakve zanjene i molim bez mailova.ako se slucajno ne javim zbog posla posaljite sms pa vas povratno nazovem.,42592664,21.01.2024.,25
5,TDIrajse,oglasivaca,iphone 14 pro max 256gb ljubicasti,Grad Zagreb,rabljeno,850,prodaje se 14 pro max kupljen u hg spotu 9 22 uredaj je od prvoga dana u zastitnoj maskici i sa kaljenim staklom na njemu. na uredaju nema niti najmanje crtice i stanje je kao da je upravo izvaden iz kutije uredaj ima garanciju do 9 24 garancija od hg spota i tamo se servisira zdravlje baterije 87% uz uredaj i kutiju ide i kabal za punjenje racun te par maskica.,42590678,20.01.2024.,86
6,Wollf,oglasivaca,iphone 14 pro max silver 256,Primorsko-goranska,rabljeno,999,kao nov 256 gb jamstvo 22.05.2024. zdravlje baterije 98% kutija papiri racun na ekranu zastitno staklo zamjena za novi s23 ultra 12 512,42590504,20.01.2024.,34
7,mark1224,oglasivaca,iphone 14 pro max 256gb 10 10,Grad Zagreb,rabljeno,890,iphone 14 pro max 256gb space black stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 89% face id i sve ostalo radi kutija maskica 890 091 503 7140,42398219,20.01.2024.,654
8,TomoZg07,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,849,prodajem iphone 14 pro max 128 gb u odlicnom stanju odmah dostupan na podrucju zagreba. uz uredjaj dolazi originalni kabel za punjenje i kutija. uvijek dostupan na wa. cijena 849 ,42274300,20.01.2024.,1181
9,leon240,oglasivaca,iphone 14 pro max 256gb deep purple,Grad Zagreb,rabljeno,1000,prodajem navedeni mobitel kupljen u listopadu 2022. u sad u. radi se o modelu koji podrzava samo esim karticu ali bez problema radi sa karticama svih hrvatskih teleoperatera. mobitel je u near mint stanju i bez ikakve zamjerke funkcionalne ili fizicke. baterija je na 91% zdravlja i bez problema drzi dva dana uz umjerenu upotrebu telefona. dolazi s original kabelom za punjenje ali bez kutije. uz mobitel svakako mogu poslati digitalni racun kao dokaz o vlasnistvu. takodjer uz mobitel dajem super kvalitetnu torras maskicu u kojoj je isti cuvan od prvog dana. sve ostale info pozivom ili porukom na broj. iskljucivo osobno preuzimanje u zagrebu osijeku ili koprivnici. razgovor o cijeni tek kada se mobitel isproba.,41469836,20.01.2024.,534
10,2fastforyou,oglasivaca,apple iphone 14 pro max 128gb gold racun garancija,Krapinsko-zagorska,rabljeno,850,mobitel u stanju novoga baterija 98% garancija,42583614,19.01.2024.,43
11,acrobation,oglasivaca,iphone 14 pro max 256 deep purple esim,Bosna i Hercegovina,rabljeno,999,iphone 14 pro max 256 deep purple esim telefon je bukvalno nov od prvog dana su na njemu zastitna maskica i zastitno staklo. stanje 10 10 baterija 94% kontakti 00387 61 306 231 u bosni sam trenutno pa molim pisite zovite na ovaj broj ,42581964,19.01.2024.,19
12,Aplikacija_Vinkovci,trgovine,apple iphone 14 pro max 97%,Vukovarsko-srijemska,rabljeno,900,jamstvo 6 mjeseci stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,39500070,19.01.2024.,854
