,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,ivi-zg,oglasivaca,apple iphone 12 pro max 128gb gold stanje 10 10 ,Grad Zagreb,rabljeno,480,prodajem apple iphone 12 pro max 128gb u perfektnom stanju bez ijedne tockice na sebi znaci stanje nov baterija 87% poklon original apple maskica.,42199130,03.01.2024.,1094
1,zovime,oglasivaca,iphone 12 pro max 128gb graphite 10 10,Grad Zagreb,rabljeno,430,prodajem iphone 12 pro max od 128gb memorije u crnoj boji. mobitel je u savrsenom u stanju bez ikakvih tragova koristenja kao sta se moze vidjeti na slikama. na uredjaju nikada nista nije popravljano ili mijenjano te je sve ispravno. star vise od 2 godine dolazi sa racunom jamstvo isteklo. radi na sve mreze. moguca je svaka provjera uredjaja.,42163401,03.01.2024.,1810
2,tristan_969,oglasivaca,iphone 12 pro max 256gb plavi,Grad Zagreb,rabljeno,430,prodajem iphone 12 pro max 256gb plave boje savrseno ocuvan bez ikakvih ostecenja i ogrebotina. od prvog dana u masci i sa kaljenim staklom. kapacitet baterije 83% kao sto se vidi na slici. nisam zahtjevan korisnik i baterija mi traje 2 dana. uz mobitel ide kutija kabl dodatnih 7 kaljenih stakla 7 maski i originalne slusalice.,42396560,03.01.2024.,289
3,smart_8888,oglasivaca,apple iphone 12 pro max 256gb blue kao novi oprema sve mreze 88% bat,Primorsko-goranska,rabljeno,550,apple iphone 12 pro max 256 gb pacific blue kao novi s opremom maskicom. zdravlje baterije 88% radi na sve mreze. moze se preuzeti u rijeci ili po dogovoru.,42001278,03.01.2024.,285
4,btl,oglasivaca,iphone 12 pro max 128 gb bijeli kao nov,Grad Zagreb,rabljeno,600,prodajem koristeni iphone 12 pro max bijeli u stanju novog zvati na broj 0955701406,42425205,03.01.2024.,31
5,iconnectservis,trgovine,apple iphone 12 pro max 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,499,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 12 pro max 128gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno boja sivi mreze otkljucan na sve mreze zdravlje baterije 82% cijena za gotovinu kartica jednokratno 499 00 cijena za kartice na rate 580 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42431084,03.01.2024.,18
6,Prodajahit,oglasivaca,apple iphone 12 pro max ispravan ocuvan top 10 10,Osječko-baranjska,rabljeno,550,top 10 od 10. model 128 gb. drzi cijeli dan baterija zdravlje 85%. na sve mreze radi. info na 091 734 88 09,41718177,03.01.2024.,573
7,iconnectservis,trgovine,apple iphone 12 pro max 512gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,549,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 12 pro max 512gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno boja plava mreze otkljucan na sve mreze zdravlje baterije 85% cijena za gotovinu kartica jednokratno 549 00 cijena za kartice na rate 630 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42395383,03.01.2024.,70
8,iconnectservis,trgovine,apple iphone 12 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,479,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 12 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 83% boja crna mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 479 00 cijena za kartice na rate 540 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41236594,03.01.2024.,401
9,iconnectservis,trgovine,apple iphone 12 pro max 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,499,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 12 pro max 128gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno boja bijela mreze otkljucan na sve mreze zdravlje baterije 81% cijena za gotovinu kartica jednokratno 499 00 cijena za kartice na rate 580 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42334365,03.01.2024.,206
