,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Burgmanusa,oglasivaca,i phone 13,Osječko-baranjska,rabljeno,500,bez ogrebotine i bez punjaca. silikonska maska crna,42364035,03.01.2024.,118
1,zovime,oglasivaca,iphone 13 118gb midnight 89%,Grad Zagreb,rabljeno,460,prodajem iphone 13 od 128 gb memorije u crnoj boji. mobiteli u super stanju koristeno godinu dana te na njemu je sve ispravno nista nikada nije mijenjao ili popravljeno. zdravlje baterije na uredjaju 89%. moguce je svaka provjera uredjaja,42396600,03.01.2024.,240
2,Monika1967,oglasivaca,iphone 13 128gb,Zagrebačka,rabljeno,600,mobitel kao nov garancija do 8mjeseca vrijedi od opreme maskica i kabel novi.mogucnost stanja postom placanje pouzecem.,42170797,03.01.2024.,1303
3,Dejan_Krcmar8115,oglasivaca,iphone 13 green 128 gb,Šibensko-kninska,rabljeno,400,mobitel je u odlicnom stanju bez ogrebotina i ostecenja. zdravlje baterije 87%. razlog prodaje jer je visak cijena fixna.,42432198,03.01.2024.,23
4,ToniHo96,oglasivaca,iphone 13 128 gb,Požeško-slavonska,rabljeno,420,iphone 13 star 20 mjeseci stanje baterije 89 posto. bez ikakvih ostecenja. na poklon originalni brzi punjac.,42431966,03.01.2024.,19
5,mark1224,oglasivaca,iphone 13 90% zdravlje baterije,Grad Zagreb,rabljeno,450,iphone 13 128gb midnight stanje odlicno zdravlje baterije 90% face id i sve ostalo radi kutija iglica kabel i maskica 091 503 7140 zamjene ne,42112452,03.01.2024.,900
6,Zagrebačka Zalagaonica - OTKUP/PRODAJA/ZALOG,trgovine,iphone 13 green 128 gb r1 rate ,Grad Zagreb,rabljeno,550, iphone 13 green 8gb 128 gb rabljeno odlicno stanje zdravlje baterije 96% garancija mogucnost placanja na rate pbz maestro visa do 12 rata pbz visa premium do 12 rata kontaktirati nas mozete putem poziva sms a whatsapp a email a takodjer sve nase proizvode mozete pogledati kupiti u nasoj zalagaonici na tresnjevci krapinska ulica 5 radnim danom od 9 19 h subotom od 9 15 h posjetite nas instagram profil zagrebacka zalagaonica,42429128,03.01.2024.,48
7,smart_8888,oglasivaca,apple iphone 13 128gb midnight kao novi oprema sve mreze,Primorsko-goranska,rabljeno,490,apple iphone 13 128gb midnight kao novi s opremom zdravlje baterije 86% radi na sve mreze. moze se pruzeti u rijeci ili saljem dpd om.,42256030,03.01.2024.,162
8,smart_8888,oglasivaca,apple iphone 13 128gb starlight kao novi oprema sve mreze,Primorsko-goranska,rabljeno,490,apple iphone 13 138 gb starlight kao novi zdravlje baterije 90% cijena za jedan uredjaj. moze se pruzeti u rijeci.,42052007,03.01.2024.,422
9,tapi12,oglasivaca,iphone 13 128gb midnight kao novi,Grad Zagreb,rabljeno,470,iphone 13 128gb midnight kao novi 10 10 zdravlje baterij 95% star 18mj br. mob 098767835 odlikuje se elegantnim i izdrzljivim dizajnom naprednim novim sustavom s dvije kamere za poboljsane fotografije i videozapise pri slabom osvjetljenju te predstavlja kinematografski nacin rada. zaslon od 6.1 i keramicka zastita na prednjoj strani daje vecu cvrstocu stakla od bilo kojeg pametnog telefona. redizajnirani izgled straznje kamere s dijagonalno rasporedjenim objektivima omogucuje napredni sustav s dvije kamere a truedepth manji je i jos uvijek pakiran u istu tehnologiju ukljucujuci face id najsigurniju autentifikaciju lica na pametnom telefonu a tu je i naravno ip68 certifikat. poboljsani super retina xdr oled zaslon pruzaj nevjerojatan omjer kontrasta crne boje i 28% vece maksimalne vanjske svjetline na 800 nita s vecom svjetlinom za hdr sadrzaje poput fotografija i videozapisa na 1200 nita a sve to uz ucinkovitiju potrosnju energije. a15 bionic nudi ucinkovitije komponente vecu bateriju i optimizaciju napajanja zahvaljujuci dubokoj integraciji hardvera i softvera. iphone 13 pruza nevjerojatno cjelodnevno trajanje baterije nudi do dva i pol sata vise od proslog modela. mnogo je brzi od konkurencije pruza vise performansi i bolju energetsku ucinkovitost cineci sve jos fluidnijim. koristi 5 nanometarsku tehnologiju i ima gotovo 15 milijardi tranzistora za rjesavanje najzahtjevnijih zadataka ukljucujuci najnovije znacajke racunalne fotografije. novi 6 jezgreni procesor s dvije jezgre visokih performansi i cetiri jezgre visoke ucinkovitosti do 50 posto je brzi od konkurencije najbrzi u bilo kojem pametnom telefonu i glatko i ucinkovito rjesava zahtjevne zadatke najnapredniji sustav dvostruke kamere. nova siroka kamera s pikselima od 1 7 m dolazi s najvecim senzorom ikada u iphone sustavu s dvije kamere i sposobna je prikupiti 47% vise svjetla sto rezultira manje suma i svjetlije rezultate. napredni algoritam snimanja u dolby vision hdr modu nudi snimanje u 4k rezoluciji do 60 fps a.,36545705,03.01.2024.,15863
