,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Marijan0101,oglasivaca,iphone 11 star 2 godine kao novi vz,Varaždinska,rabljeno,250,iphone 11 star 2 godine kao novi vz uvijek u maskici radi super prodaje se jer je kupljen novi 250.e,42432430,03.01.2024.,6
1,algao,oglasivaca,prodajem iphone 11 koristen 12 mjeseci hitno,Istarska,rabljeno,400,ocuvan nema ogrebotina,41523539,03.01.2024.,94
2,smart_8888,oglasivaca,apple iphone 11 64gb black kao novi sve mreze racun garancija,Primorsko-goranska,rabljeno,290,apple iphone 11 64 gb black kao novi s originalnom opremom zdravlje baterije 92% racun garancija do 31.12.23. radi na sve mreze moze se preuzeti u rijeci ili saljemo dpd om.,42051891,03.01.2024.,147
3,mark1224,oglasivaca,iphone 11 100% zdravlje baterije,Grad Zagreb,rabljeno,240,iphone 11 64gb black zdravlje baterije 100% stanje dobro ima malo tockica po okviru i par crtica na ekranu face id i sve ostalo radi kutija maskica 240 091 503 7140,42431466,03.01.2024.,28
4,luka868,oglasivaca,iphone 11 64gb zuti,Grad Zagreb,rabljeno,200,prodajem rabljeni iphone 11 dobro ocuvan bez ogrebotina,42430946,03.01.2024.,38
5,dellzg22,oglasivaca,iphone 11 64gb black kao nov,Grad Zagreb,rabljeno,200,star 1.godinu u odlicnom stanju bez ostecenja. bez ostecenja i ogrebotina. baterija kapacitet 86%. radi na sve mreze full ispravan. cijena fixna ne saljem postom.,42394841,03.01.2024.,292
6,eltrondd,oglasivaca,iphone 11 bijeli 128gb baterija 100% sve mreze dostava,Grad Zagreb,rabljeno,299,iphone 11 bijeli 128gb mobitel skroz ocuvan tvornicki odklj na sve mreze baterija 100% dolazi sa brzim punjacem moguca dostava ,42355760,03.01.2024.,716
7,lucijabakalar,oglasivaca,iphone 11 256 gb zdravlje baterije 95%,Karlovačka,rabljeno,300,mobitel kao nov bez ostecenja. koristila ga je starija osoba tako da je baterija u odlicnom stanju 95%. 256 gb memorije uz mobitel ide brzi punjac i zastitna maskica. saljem ga u originalnom pakiranju. moguce je preuzimanje u zagrebu te slanje postom.,42429812,03.01.2024.,29
8,bluebird1,oglasivaca,iphone 11 64gb red product baterija 100% sva oprema dostava zamjena,Grad Zagreb,rabljeno,290,mobitel sa kutijom i komplet punjacem ocuvan malo koristen tvornicki radi na sve mreze baterija 100% gratis novi protektor boja red product moguca zamjena dostava rh,39433018,02.01.2024.,760
9,vexy1986,oglasivaca,iphone 64 gb crni,Zagrebačka,rabljeno,250,prodajem koristeni iphone11 64gb ocuvan bez ostecenja i bez ogrebotina. baterija 83% originalan i rabljeni punjac. maskicu poklanjam.,42190215,02.01.2024.,203
10,wibert,oglasivaca,iphone 11 zamjena za i watch se,Grad Zagreb,rabljeno,290,11 u super stanju ispravan prodajem mijenjam za trimer i puhalicu,40098395,02.01.2024.,583
11,Moha1,oglasivaca,apple iphone 11 64gb black,Grad Zagreb,rabljeno,230,iphone 11 u odlicnom stanju rabljen 2 godine. sve funkcije na mobitelu normalno rade uz mobitel dolazi i maskica u odlicnom stanju bez ostecenja. zdravlje baterije na 91 posto.,42427704,02.01.2024.,51
12,ElektronikOutlet,oglasivaca,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,02.01.2024.,4096
13,Matija-19,oglasivaca,iphone 11 128gb,Grad Zagreb,rabljeno,270,prodajem iphone 11 128 gb u bijeloj boji. uredjaj nema ostecenja na sebi. cijelo vrijeme je bio u zastitnoj maskici i imao zastitno staklo. maskica sa slike se dobiva na poklon. zdravlje baterije je 84%. uredjaj nije imao nikakvih popravaka i odlicno je ocuvan. uredjaj se moze preuzeti osobno u zagrebu ili karlovcu. za upite i dogovore javiti se na broj 095 854 0929,42042161,02.01.2024.,788
14,Snjeza007,oglasivaca,apple iphone 11 64gb crni,Primorsko-goranska,rabljeno,300,apple iphone 11 64gb crni. rabljen ocuvan bez ogrebotine restartan na tvornicke postavke. baterija pouzdana. prodaje se sa nekoristenim slusalicama bez punjaca. putem payprotecta osobnim preuzimanjem postom placanje pouzecem ili tiskom.,42414834,02.01.2024.,27
15,Minnizmajo,oglasivaca,iphone 11 64gb baterija na 88%,Splitsko-dalmatinska,rabljeno,270,mobitel je maksimalno ocuvan radi na sve mreze stavljena je nova baterija dolazi uz kutiju i dostupan je crni s baterijom na 88% 270e vise info na 0953513552,41650553,02.01.2024.,561
16,miaa1122,oglasivaca,iphone 11 128gb,Šibensko-kninska,rabljeno,310,prodajem iphone 11 128 gb. baterija na 92%. uz mobitel dobijete kutiju i punjac. mobitel u odlicnom stanju bez ogrebotina. moguca primopredaja u sibeniku i splitu. broj 0977986304,42414575,02.01.2024.,29
17,Tomominirent,oglasivaca,iphone 11 64b top stanje,Grad Zagreb,rabljeno,250,iphone 11 u super stanju sve radi fantasticno zdravlje baterije na 92 posto. kutija punjac uz njega. zvati na 0919433530,40022374,02.01.2024.,3811
