,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Vvalic10000,oglasivaca,iphone 12 top stanje,Grad Zagreb,rabljeno,320,iphone 12 u top stanju sve radi odlicno sva oprema maskice na poklon 0919433530 fiksno,42341172,03.01.2024.,709
1,grubatomi,oglasivaca, iphone 12 64gb kao nov ,Splitsko-dalmatinska,rabljeno,400,prodajem iphone 12 64gb. stanje mobitela je 10 10. zdravlje baterije 90%. mobitel nema frizeva i sve radi kao i na dan kad je kupljen. kupljen u a1 poslovnici u splitu te se prodaje radi toga sto je kupljen novi mobitel. za daljnje informacije obratiti se na broj 0919109739.,42390000,03.01.2024.,37
2,marijan56789,oglasivaca,iphone 12 black 64gb stanje 9.5 10 zdravlje baterije 90%,Grad Zagreb,rabljeno,320,iphone 12 black 64 gb stanje 9.5 10 zdravlje baterije 90%.face id ispravan.uz mobitel dolazi kutija kabel nov nekoristen placen 25 .otkljucan na sve mreze.resetiran na tvornicke postavke.moze poziv ili sms.,42292989,03.01.2024.,946
3,guessmia,oglasivaca,iphone 12 64gb,Karlovačka,rabljeno,280,star 2 godine. kutija racun. garancija istekla zdravlje baterije 87%. gotovo uvijek u maskici i sa kaljenim staklom stanje 9 10. na 3. slici vidljivo jedino ostecenje na kutu mobitela. na mobitelu nije nikada nista mjenjano. primopredaja karlovac ili zagreb,42430966,03.01.2024.,20
4,pumpizg,oglasivaca,iphone 12 128gb bijeli,Grad Zagreb,rabljeno,350,prodajem iphone 12 128 gb bijeli u vrlo vrlo dobrom stanju u maskici i kaljeno staklo ne ma ogrebotina sve ns njemu orginal osim baterije. baterija promijenjena prije dva mjeseca drzi dan dva zavisi o uporabibi mobitela.,42279278,03.01.2024.,955
5,iconnectservis,trgovine,apple iphone 12 64gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,359,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 12 64gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 87% boja crni mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 359 00 cijena za kartice na rate 420 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41929238,03.01.2024.,311
6,tinnmerunka,oglasivaca,iphone 12 crni 64gb,Grad Zagreb,rabljeno,300,iphone 12 crni 64gb koristen 2 godine minimalni otisci koristenja razlog prodaje je jer sam kupio novi kontakt 0914404604,42241153,03.01.2024.,276
7,dex5,oglasivaca,iphone 12 128 gb mint boja plus apple watch 3 series,Grad Zagreb,rabljeno,480,prodajem iphone 12 128gb mint boja baterija na 86%. mobitel je doslovno kao nov. uvijek bio u maskici i sa zastitnim staklom. na ekranu nema crtice ostecenja. uz mobitel dolazi kutija punjac s kablom i adapterom. sve kupljeno original u istyle u ovlasteni iphone ducan . prodaje se iskljucivo radi kupnje novog modela. cijena iphone a 480eura. uz iphone prodajem apple watch 3 series 38mm. potpuno nov nema ogrebotine nosen 5 puta od kad je kupljen. uz sat dolazi kutija i punjac. cijena apple watch a 70eura. cijena u kompletu 530 eura. mobitel i sat se nalaze u zagrebu. zagreb zvati na broj 095 921 4985.,41614135,02.01.2024.,2072
8,eltrondd,oglasivaca,iphone 12 256gb ljubicasti sve mreze racun dostava,Grad Zagreb,rabljeno,330,iphone 12 256gb mobitel skoro ko novi tvornicki odklj na sve mreze baterija nova nazalost vise nepise postotak mobitel radi super i sve je ispravno dolazi sa brzim punjacem moguca dostava ,42150819,02.01.2024.,1794
9,Seso81,oglasivaca,i phone 12 64gb,Grad Zagreb,rabljeno,350,prodaj se i phone 12 savrseno stanje od prvog dana kaljeno staklo i maskica stavljeno na isti uz mobitel kabel i kutija zdravlje baterije 91% 320 eura,42369111,02.01.2024.,318
