,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,marioblatine,oglasivaca,14 pro max 128,Splitsko-dalmatinska,rabljeno,700,cijena 700 eura. baterija 100 %. puknuto zadnje staklo.,42433389,03.01.2024.,1
1,Rozario93,oglasivaca,iphone 14 pro max 256gb,Primorsko-goranska,rabljeno,930,prodajem iphone 14 pro max 256gb ocuvan garancija 90% baterija.,42181216,03.01.2024.,130
2,smart_8888,oglasivaca,apple iphone 14 pro max 128gb black kao novi racun garancija 96% bat,Primorsko-goranska,rabljeno,770,apple iphone 14 pro max 128gb space black racun garancija do 15.03.2024. zdravlje baterije 96% uredjaj kao novi,42384700,03.01.2024.,172
3,smart_8888,oglasivaca,apple iphone 14 pro max 256gb silver kao novi racun garanc 97% bat,Primorsko-goranska,rabljeno,950,apple iphone 14 pro max 256gb silver racun garancija do 07.02. kao novi zdravlje baterije 97%. radi na sve mreze moze se pruzeti u rijeci.,42201833,03.01.2024.,238
4,evergever,oglasivaca,iphone 14 pro max 128gb space black,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro max 128gb crne boje koristen doslovno nov aktiviran 18.08.2023 racun iz t mobile.baterija je na 100%.samo prodaja bez zamijene.,41777150,03.01.2024.,382
5,luckyyyyyy6,oglasivaca,iphone 14 pro max 512 gb 1100 stanje 10 10,Istarska,rabljeno,1100,prodajem iphone 14 pro max 512 gb. od prvog dana u maskici i s kaljenim staklom. stanje 10 10. baterija 100%. jamstvo do 06 2024. uz uredjaj dolazi kompletno pakiranje kutija kabel .. . postoji mogucnost korekcije cijene. ne saljem postom iskljucivo primopredaja. zvati na 0916123900.,41807491,03.01.2024.,206
6,Crikva13,oglasivaca,iphone 14 pro max 256gb,Brodsko-posavska,rabljeno,1000,iphone 14 pro max 256gb garancija do 15.1.2024 mobitel od prvog dana u maskici i kaljeno staklo bez tragova koristenja baterija 93% moguca zamjena za iphone 15 pro 15 pro max 256gb ili 512gb,42429347,02.01.2024.,22
7,lelouisvuitton,oglasivaca,iphone 14 pro max 256gb zlatni,Splitsko-dalmatinska,rabljeno,950,bez ikakvih ostecenja i ogrebotina. dolazi s dodatnim maskicama. kupljen u istyla otvoren na sve mreze garancija do 21.02.2024. model s 256 gb. baterija 90%. nedavno kupljen novi kabel u istyla.,42192896,02.01.2024.,197
8,sinco99ish,oglasivaca,iphone 14 pro max kao nov besprijekorno stanje 10 10 garancija,Grad Zagreb,rabljeno,930,iphone 14 pro max bijeli savrseno stanje 10 10 bez ijedne crtice uvijek uz zastitno staklo i case 128gb baterija na 99% racun garancija do 24.01.24 930 091 7662702,42427086,02.01.2024.,35
9,Sanmarko1991,oglasivaca,apple iphone 14 pro max 128 gb baterija 99% na sve mreze radi,Osječko-baranjska,rabljeno,950,kratko koristen visak i vise se ne koristi stanje top baterija na 99%. radi na sve mreze moze se koristit u inozemstvu... jamstvo do 2 mjeseca 24. ovo se isplati kupit. u okolici moguca dostava,42048530,02.01.2024.,529
