,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
16,matteo705,oglasivaca,iphone 13 pro max sierra blue 128gb,Grad Zagreb,rabljeno,700,prodajem iphone 13 pro max 128gb u sierra blue boji. uredjaj je kupljen u hr 30.12.2021. uredjaj je imao tvornicku gresku sa lock buttonom te je zbog toga promijenjen cijeli rear system uredjaja u 5 mjesecu te je sve na njemu novo. zdravlje baterije 100% uredjaj bez ikakve ogrebotine savrseno stanje 10 10. uz njega dajem kutiju racun koji je ujedno i garancija do 30.12.2023. usb c to lightning kabel bez adaptera te original apple clear case maskicu. zamjene me ne zanimaju,42122552,02.01.2024.,491
17,Miro12233,oglasivaca,iphone 13 pro max 256gb,Splitsko-dalmatinska,rabljeno,600,prodajem navedeni mobitel iz naslova u dobrom stanju. uz njega dolaze kutija punjac maskica. zdravlje baterije 86%. moguce osobno preuzimanje na podrucju splita i sinja. za vise informacija kontakt na broj 0994645994,42413904,02.01.2024.,76
18,dt9,oglasivaca,iphone 13 pro max 128gb graphite kao nov garancija baterija 87% zamjen,Krapinsko-zagorska,rabljeno,660,iphone 13 pro max 128gb crne boje star 2 godine ima racun . nije puno koristen baterija 87% tvornickog kapaciteta te stalno u maskama i zastitama te je u stanju novog. cijena fiksna. saljem po cijeloj rh kurirskom sluzbom overseas express placanje pouzecem prilikom preuzimanja . moze zamjena za mobitel prednost samsung s23 s22 note 30 40 huawei mate 40 iphone 15 14 13 12 11 ipad laptop macbook playstation 4 ili 5. doplate po dogovoru. ponude za zamjenu prvenstveno na mail a moze i sms ili viber whatsapp.. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. na taj nacin preskacemo bespotrebnu komunikaciju koja oduzima vrijeme sto vama to meni. zahvaljujem se unaprijed. saljem i postom po cijeloj hr placanje po pimitku . kupujte sigurno network technology gsm cdma hspa evdo lte 5g launch announced 2021 september 14 status available. released 2021 september 24 body dimensions 160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in weight 240 g 8.47 oz build glass front corning made glass glass back corning made glass stainless steel frame sim nano sim and esim or dual sim nano sim dual stand by ip68 dust water resistant up to 6m for 30 min apple pay visa mastercard amex certified display type super retina xdr oled 120hz hdr10 dolby vision 1000 nits hbm 1200 nits peak size 6.7 inches 109.8 cm2 87.4% screen to body ratio resolution 1284 x 2778 pixels 19.5 9 ratio 458 ppi density protection ceramic shield glass platform os ios 15 upgradable to ios 16.5 planned upgrade to ios 17 chipset apple a15 bionic 5 nm cpu hexa core 2x3.23 ghz avalanche 4x1.82 ghz blizzard gpu apple gpu 5 core graphics memory card slot no internal 128gb 6gb ram 256gb 6gb ram 512gb 6gb ram 1tb 6gb ram nvme main camera triple 12 mp f 1.5 26mm wide 1 1.7 1.9 m dual pixel pdaf sensor shift ois 12 mp f 2.8 77mm telephoto pdaf 1 3.5 ois 3x optical zoom 12 mp f 1.8 13mm 120 ultrawide 1 3.5 pdaf tof 3d lidar scanner depth features dual led dual tone flash hdr photo panorama video 4k 24 30 60fps 1080p 30 60 120 240fps 10 bit hdr dolby vision hdr up to 60fps prores cinematic mode 1080p 30fps stereo sound rec. selfie camera single 12 mp f 2.2 23mm wide 1 3.6 sl 3d depth biometrics sensor features hdr video 4k 24 25 30 60fps 1080p 30 60 120fps gyro eis sound loudspeaker yes with stereo speakers 3.5mm jack no comms wlan wi fi 802.11 a b g n ac 6 dual band hotspot bluetooth 5.0 a2dp le positioning gps glonass galileo bds qzss nfc yes radio no usb lightning usb 2.0 features sensors face id accelerometer gyro proximity compass barometer ultra wideband uwb support battery type li ion 4352 mah non removable 16.75 wh charging wired pd2.0 50% in 30 min advertised 15w wireless magsafe 7.5w wireless qi misc colors graphite gold silver sierra blue alpine green models a2643 a2484 a2641 a2644 a2645 iphone14 3 sar 1.18 w kg head 1.20 w kg body sar eu 0.99 w kg head 0.98 w kg body price 1 099.00 tests performance antutu 801691 v9 geekbench 4706 v5.1 gfxbench 60fps es 3.1 onscreen display contrast ratio infinite nominal camera photo video loudspeaker 24.0 lufs very good battery life endurance rating 121h,40974943,02.01.2024.,390
19,MRobert,oglasivaca,iphone 13 pro max 256gb,Primorsko-goranska,rabljeno,800,ocuvan kao novi u maskici zastitno staklo kupljen 11 22 bat 95% kutija ne zamjene fix,42142350,02.01.2024.,94
20,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 13 pro max 128gb razne boje garancija zamjena da 128 gb ,Splitsko-dalmatinska,rabljeno,1135, sve na jednom mjestu mixshop prodaju se apple iphone 13 pro max 128gb mobiteli kratko koristeni i gotovo ne koristeni mobiteli perfektno stanje kao novo novoo bez i najmanjeg traga koristenja sva originalna oprema nova ne koristena kutija i sve ostalo uvijek na stanju razne boje tvornicki otkljucani na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,39212051,02.01.2024.,545
21,mobiteli-com,oglasivaca,iphone 13 pro max 256gb stanje top bez crtice star 18mj oprema,Zagrebačka,rabljeno,799,iphone 13 pro max 256 gb zamjena za iphone 15 pro max 256 iphone 14 pro max 256 kao nov bez crtice baterija na 88% star 18mj racun kabel kutija 800 info inbox ili 098693933 dostava moze zg kzz po posti hp gls overses dpd,42413170,02.01.2024.,60
22,Ares_st,oglasivaca,iphone 13 pro max 256gb sierra blue,Splitsko-dalmatinska,rabljeno,700,iphone 13 promax 256gb sierra blue.besprijekorno stanje.bez vidljivih tragova koristenja. garancija do 02 2024. zdravlje baterije 92%. cijena 700 eura.,42386908,01.01.2024.,193
23,tinchyca,oglasivaca,iphone 13 pro max 128 gb sierra blue,Zagrebačka,rabljeno,680,prodajem iphone 13 pro max 128 gb sierra blue star dvije godine. mobitel je od prvog dana u zastitnoj maskici a na ekranu je kaljeno staklo. zdravlje baterije je 83 %. uz mobitel prilazem racun dajem pet maskica i pet zastitnih stakala za ekran original kabel za punjenje te istyle kabel za punjenje. iskljucivo primopredaja uzivo u samoboru ili zagrebu. ne saljem postom nisam ni za kakve zamjene 098 1784907,42238985,01.01.2024.,1121
24,aphr0dite,oglasivaca,iphone 13 pro max 256gb top stanje ,Koprivničko-križevačka,rabljeno,750,mobitel vrhunski ocuvan kao sa slika zdravlje baterije na 89%. resetiran icloud odjavljen. face id i sve ostale funkcije ispravne. neotvaran sve na njemu originalno. uz uredjaj idu kutija i kabel za punjenje. cijena je fiksna zamjene me ne zanimaju. dostupno odmah i na prodaji je sve dok je oglas vidljiv. nalazim se u koprivnici. molim za prvi kontakt preko sms poruke ili whatsappa brzo odgovaram ,42410887,01.01.2024.,31
25,bnjuskalo17,oglasivaca,iphone 13 pro max 256gb,Splitsko-dalmatinska,rabljeno,690,bez iti jednog ostecenja u savrsenom stanju nikada popravljan od prvog dana staklo i maska na njemu kapacitet baterije 86% kupljen 12 2021 za dodatne info se slobodno javite preferiram primopredaju,42410391,01.01.2024.,43
26,Warehouse233,oglasivaca,iphone 13 pro max 128gb gold,Varaždinska,rabljeno,649,prodajem iphone 13 pro max 128gb gold. mobitel je bez najmanjeg traga koristenja kao nov. zdravlje baterije 88% cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42410318,01.01.2024.,43
27,josips0123,oglasivaca,iphone 13 pro max 512 gb,Grad Zagreb,rabljeno,1000, prodajem iphone 13 pro max 512 gb koristen 3 tjedna stanje 10 10 uz njega shock proof maskica i kutija. za vise info i slike molim mail ili sms za poziv se javite prvo na mail sms da se dogovorimo zbog posla ,41236964,01.01.2024.,352
28,Misak,oglasivaca,iphone 13 pro max 256gb,Osječko-baranjska,rabljeno,850,na prodaju je iphone 13 pro max 256gb sierra blue... star godinu i pol.. bez i jedne crtine i ogrebotine od prvog dana u maskici i sa kaljenim staklem sa cime se i prodaje u kompletu... uag maskica... kabl za punjenje bez adaptera ... cijena 850e,42407015,31.12.2023.,142
29,mpogaci1,oglasivaca,iphone 13 pro max 256 gb plavi baterija 98%,Grad Zagreb,rabljeno,820,prodajem sierra plavi iphone 13 pro max 256 gb stanje 10 10 maska spigen i kaljeno staklo od prvog dana baterija na 98% star godinu i dva mjeseca. sve potpuno ispravno. uz mobitel ide original kutija racun i kabel. zamjene me ne zanimaju preferiram osobno preuzimanje.,42406649,31.12.2023.,119
30,oolooloo,oglasivaca,iphone 13 pro max 256 gb sierra blue,Grad Zagreb,rabljeno,700,bez ostecenja i tragova koristenja baterija 86 % na ekranu je zastitno staklo ,42406200,31.12.2023.,149
31,doktorapiss,oglasivaca,iphone 13 pro max 128gb 10 10,Karlovačka,rabljeno,700,prodajem iphone 13 pro max 128 gb kupljen u 2. mjesecu prosle godine. izuzetno sacuvan bez ijedne ogrebotine 10 10. uvijek bio koristen s maskicom i zastitnim staklom tako da nema nikakvih ogrebotina ni ostecenja. dolazi u originalnoj kutiji s originalnim kablom i punjacem koji nikada prije nisu bili koristeni. nova maskica i jos jedno novo zastitno staklo gratis . kupljen u a1.,42404232,30.12.2023.,61
32,DALMATICO45,oglasivaca,iphone 13 pro max 256 graphitno sivi,Splitsko-dalmatinska,rabljeno,700,iphone 13 pro max 256gb sivo crne boje mobitel perfektno ocuvan nosen u futroli na njemu kaljeno staklo original adapter i kabel za punjenje. baterija 88% cijena je fix.,42403792,30.12.2023.,52
33,zvonimira2203,oglasivaca,iphone 13 pro max 128gb,Osječko-baranjska,rabljeno,650,iphone 13 pro max uz mobitel dolaze i tri maskice punjac kaljeno staklo od prvog dana njemu zastita za kamere zdravlje baterije 86% stanje 10 10 star godinu i osam mjeseci cijena nije fiksna osobno preuzimanje osijek valpovo,42401554,30.12.2023.,161
34,mark1224,oglasivaca,iphone 13 pro max 256gb 10 10,Grad Zagreb,rabljeno,680,iphone 13 pro max 256gb sierra blue stanje 10 10 zdravlje baterije 89% face id i sve ostalo radi dolazi uz maskicu 680 091 503 7140,42398263,29.12.2023.,228
35,marko2119,oglasivaca,iphone 13 pro max poklon zamjena plava boja ,Grad Zagreb,rabljeno,639,prodajem iphone 13 pro max. stanje je 10 10 dolazi s kutijom svom opremom i na poklon dajem maskicu. zdravlje baterije je na 86%. odgovara mi i zamjena za iphone ili samsung. za neka pitanja slobodno mi se javite porukom.,42396442,29.12.2023.,265
36,marko2119,oglasivaca,iphone 13 pro max poklon zamjena,Grad Zagreb,rabljeno,679,prodajem iphone 13 pro max. stanje je 10 10 dolazi s kutijom svom opremom i na poklon dajem maskicu. zdravlje baterije je na 88%. odgovara mi i zamjena za iphone ili samsung. za neka pitanja slobodno mi se javite porukom ili pozivom.,42396420,29.12.2023.,221
37,smoke9,oglasivaca,iphone 13 pro max 256gb,Grad Zagreb,rabljeno,660,prodajem iphone 13 pro max 256gb sivi. manji znakovi koristenja na prednjem i zadnjem staklu . zdravlje baterije 86%. izvorni dijelovi svi rade. podrzava sve mreze. odjavljen icloud racun. uz mobitel dajem kutiju kabel i apple maskicu. kontakt pozivi sms whatsapp njuskalo.,42396388,29.12.2023.,68
38,TECHNOSTORE,trgovine,apple iphone 13 pro max 256gb graphite kao nov dostava garancija ,Zagrebačka,rabljeno,990,apple iphone 13 pro max 256gb graphite kao nov radi na svim mrezama te dolazi u originalnoj ambalazi sa dodatnom opremom kaljeno staklo i maskica dostupan u crnoj boji mi smo web trgovina i izdajemo racun na ime moze i r1 uz ovjereno jamstvo od 12 mjeseca u ovlastenom servisu od datuma kupnje. dostava na podrucju cijele rh dostavnom sluzbom gls izdajemo r 1 racun. njuskalo cijena 256gb 1.050eur promocija nase njuskalo trgovine narudzbu mozete izvrsiti na sljedece nacine tel 091 895 0096 dominik tel 099 4111 768 mail prodaja technostore.hr web www.technostore.hr tehnicke specifikacije uredjaja pogledajte na https technostore.hr shop outlet snizenje mobitel apple iphone 13 pro max 256gb grafitna posebna ponuda na nasoj web trgovini dostupni su i drugi modeli po najpovoljnijim cijenama ostale oglase mozete pogledati klikom na svi oglasi ovog oglasivaca u donjem desnom kutu. unaprijed vam hvala na povjerenju i daljnoj suradnji ,39663814,29.12.2023.,665
39,mark1224,oglasivaca,iphone 13 pro max 256gb 10 10,Grad Zagreb,rabljeno,670,iphone 13 pro max 256gb gold stanje 10 10 zdravlje baterije 87% face id i sve ostalo radi dolazi uz karl lagerfeld maskicu 670 091 503 7140,42278837,29.12.2023.,551
40,antebj22,oglasivaca,iphone 13 pro max,Bjelovarsko-bilogorska,rabljeno,650,kao nov bez ostecenja. gratis maskica i staklo na ekranu.,42345929,29.12.2023.,117
41,TIAVIKI,oglasivaca,i phone 13 pro max 1 tb sierra blue garancija,Grad Zagreb,rabljeno,1150,prodajem i phone13 pro max 1 tb sierra blue garancija mobitel je u orginalnom pakiranju sa svom pripadajucom opremom te ima orginal apple punjac. mobitel je od prvog dana u zastitnoj masci.na ekran je stavljeno kaljeno staklo 5d koje stiti sve rubove stakla tako da je mobitel stvarno kao nov nigdje nema niti jednu crticu ni ogrebotinu.stanje baterije 99 %. mobitel ima garanciju. molim nazvati na 098 590 685 hvala,39736636,28.12.2023.,2145
42,ikisan78,oglasivaca,iphone 13 pro max,Grad Zagreb,rabljeno,670,iphon 13 pro max kao nov maskica prozirna sa njim novi kabal u kutiji nekoristen,41874344,28.12.2023.,2578
43,faktormarko,oglasivaca,iphone 13 pro max,Požeško-slavonska,rabljeno,700,prodajem iphone 13 pro max od 128gb u sierra blue boji. mobitel ima kompletnu ambalazu i racun tri maskice i dva dodatna kabela. originalni kabel nikada nije ni izvadjen iz kutije dakle nov i nekoristen. mobitel je star dvije godine maksimalno je ocuvan od prvog dana u masci sa kaljenim staklom i zastitom kamere. kapacitet baterije na 88%.,42392511,28.12.2023.,44
44,Paulakamenecki1,oglasivaca,iphone 13 pro max gold 256 gb ,Grad Zagreb,rabljeno,620,iphone 13 pro max 256 gb 620 eura. mobitel u urednom stanju malo ostecenje ruba zastitno staklo od prvog dana. zdravlje baterije 85%. preuzimanje zagreb i rijeka. slike mozete dobiti putem whatsapp,42390697,28.12.2023.,274
45,t3000,oglasivaca,p ili zamjena po dogovoru iphone 13 pro max 256 gb graphite,Primorsko-goranska,rabljeno,850,...kako pise u naslovu...graphite boja ima cijelo vrijeme zastitno staklo na ekranu i masku prvi vlasnik mobitel je uzet na samom kraju 7. mjeseca 2022 na pretplatu u ht garancija istekla ima papirologiju i kutija nema tragova koristenja nije izgreban nije padao niti se otvarao za nekakve popravke uz mob dajem nove maske zuta plava crna nova satro karbon po dogovoru ima i slusalice airpods pro 2 garancija do 3 24 koristene minimalno samo u avionu ...stanje baterije je vidljivo na slici 97%... ...zamjena je moguca samo i jedino za iphone 15 crni ili iphone 15 pro max crni moja nadoplata svakako ...vazno...telefon ne prodajem jer je frka...ne sms ,41355783,28.12.2023.,233
46,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 13 pro max 256gb razne boje garancija zamjena da 256 gb ,Splitsko-dalmatinska,rabljeno,1210, sve na jednom mjestu mixshop prodaju se apple iphone 13 pro max 256gb mobiteli kratko koristeni i gotovo ne koristeni mobiteli perfektno stanje kao novo novoo bez i najmanjeg traga koristenja sva originalna oprema nova ne koristena kutija i sve ostalo tvornicki otkljucani na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih svu njihovu originalnu opremu i sve ostalo cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine mobiteli automobili quad ovi elektricni motor i skuter i romobil i djeciji auta na akumulator baterije playstation nintendo xbox konzole igre kontroleri i sva ostala oprema laptop i apple macbook ovi tablet i apple ipad i televizor i dji dron ovi gopro kamere hoverboard i suplementi proteini dodaci prehrani sportska fitness crossfit i box oprema rucne radio stanice motorole sva originalna oprema za gore navedeno i jos puno toga za sve budite slobodni da nas kontaktirate sve na jednom mjestu mixshop apple iphone new series 13 pro max plus mini na stanju 128gb 256gb 512gb 1tb 128 256 512 gb 14 1 t tb 1000gb 1000 ultra watch 8 4g 5g gold zlatni graphite black crni sierra blue plavi silver bijeli srebreni alpine green zeleni,39181473,28.12.2023.,748
47,hradic,oglasivaca,iphone 13 pro max 256gb baterija 93%,Zagrebačka,rabljeno,700,mobitel u super stanju star cca godinu dana. nije nigdje razbijen ni udaran. baterija 93%. racun nemam,42218798,28.12.2023.,773
48,Lucija8888,oglasivaca,prodajem iphone 13 promax 256 gb zlatni poklon maske guess i karl,Grad Zagreb,rabljeno,700,iphone 13 promax 256 gb zlatne boje uz mobitel kutija i punjac bez adaptera stanje je odlicno mobitel je koristen u privatne svrhe dobro ocuvan uvijek ima na sebi zastitno staklo i masku star je godinu i pol dana. zadnja cijena poklon 2x maska guess i karl l. ne zanimaju me zamjene.,42164077,28.12.2023.,947
49,qwertz22,oglasivaca,iphone 13 pro max 256 gb sierra blue,Grad Zagreb,rabljeno,780,star 2 godine kupljen u t mobile baterija 87% stanje 10 10 od prvog dana u maskici i s zastitnim staklom. bez zamjene. na poklon 3 maskice i kaljeno staklo neotvoreno.,42388578,28.12.2023.,201
50,Sandro100,oglasivaca,apple iphone 13 pro max 256 graphite,Zagrebačka,rabljeno,750,prodajem iphone 13 pro max graphite 256gb. mobitel je kupljen u se mark trgovini u zagrebu. od prvog dana je koristen u zastitnoj maskici i sa kaljenim staklom . bez ikakvih tragova koristenja na uredjaju. zdravlje baterije je na 87% i sve na uredjaju radi bez ikakvih problema. uz uredjaj ide i original kutija sa svime sto se dobije uz kupovinu novog uredjaja u ducanu. osobno preuzimanje u zagrebu ili ga saljem i postom na trosak kupca uz prethodnu uplatu na racun. zamjene me ne zanimaju ,42215290,28.12.2023.,437
51,kvzg,oglasivaca,iphone 13 pro max 256gb,Grad Zagreb,rabljeno,670,u dobrom stanju uv kaljeno staklo na ekranu kutija kabel slusalice zdravlje baterije 86% zamjene iskljucene samo zagreb preuzimanje,42385412,27.12.2023.,283
52,Peharecs,oglasivaca,iphone 13 pro max 128gb,Istarska,rabljeno,700,prodajem navedeni mobitel u odlicnom stanju bez ijedne ogrebotine. od prvog dana u maskici i na ekranu kaljeno staklo. baterija 89% uz mobitel dolazi kutija i kabel za punjenje,42385126,27.12.2023.,39
53,tenemo3,oglasivaca,iphone 13 pro max maskice,Grad Zagreb,rabljeno,1,1 maskica 1 50 saljem tiskom 2 12 ,42185480,27.12.2023.,84
54,traga,oglasivaca,iphone 13 pro max silver 1tb na sve mreze doslovno kao novi,Grad Zagreb,rabljeno,920, mobitel je u tvornickom stanju original sve10 10 dolazi u original ambalazi s kablom i punjacem radi na sve mreze 091 092 095 097 098 099. koristen stalno u maskici od kojih 1 nova idu u paketu placena 37e na displeju je bila isto zastitna zdravlje originalne baterije je trenutno na 86% drzi jedan dan bez problema moze zamjena za jeftiniji mobitel. boja je silver stanje uredjaja je odlicno 10 10 sve je vidljivo na slikama u prilogu oglasa. osobna primopredaja u zg moguca i moja dostava u gradu zg. 0976524411,42293139,27.12.2023.,673
55,Alpha servis,trgovine,apple iphone 13 pro max 256gb rabljeno rate zamjena 2298,Osječko-baranjska,rabljeno,850,uredjaj apple iphone 13 pro max 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 850 00 cijena za kartice 940 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve problema na mobilnim telefonima u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,38810196,27.12.2023.,936
56,mark1224,oglasivaca,iphone 13 pro max 10 10,Grad Zagreb,rabljeno,660,iphone 13 pro max 128gb graphite stanje 10 10 zdravlje baterije 88% face id i sve ostalo radi dolazi uz maskicu 660 ,42382486,27.12.2023.,57
57,hradic,oglasivaca,iphone 13 pro max 128gb baterija 95%,Zagrebačka,rabljeno,700,mobitel u stanju kao nov bez ijedne crtice. uvijek u maskici bio koja dolazi sa mobitelom. kabel nemam jer se koristi a racun izgubljen,42382132,27.12.2023.,272
