,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Matejaaa23,oglasivaca,iphone 11 pro 256 gb,Zagrebačka,rabljeno,320,prodajem iphone 11 pro 256 gb izrazito ocuvan bez i jedne crtice. zdravlje baterije je 79%. prodajem ga radi prelaska na novi mobitel.,42164238,03.01.2024.,584
1,Nikolinaparo,oglasivaca,iphone 11 pro,Sisačko-moslavačka,rabljeno,220,iphone 11 pro 64gb icloud otkljucan face id radi maskica i punjac kutija i papiri izgubljeni u potresu moguca zamjena za samsung s serija cijena je 220 eura nije fixna za vise info javite se na wapp brojem 0976277484,42432084,03.01.2024.,17
2,ElektronikOutlet,oglasivaca,apple iphone 11 pro novo 99% zdravlje baterije gratis nova mask,Grad Zagreb,rabljeno,390,apple iphone 11 pro 64gb novo perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze zdravlje baterije 99% gratis 3d prednje zastitno staklo 3d zastitno staklo kamere nova maskica redovita cijena 590 snizena cijena 390 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41465341,02.01.2024.,4224
3,josipdelijazg,oglasivaca,iphone 11pro 256gb,Grad Zagreb,rabljeno,370,prodajem iphone 11pro 256gb space gray 10 10. telefon je od prvog dana u masci i kaljenom staklu nema niti jedne ogrebotine. baterija bez problema drzi dan i pol u normalnom koritenju nikad nista nije mjenjano sve na telefonu je original. iskljucivo prodaja bez zamjena prodaje se jer je kupljen novi iphone uz telefon ide sve sto je na slikama za sve druge info sto vas zanima na 0994230423 cijena 370 ne saljem postom samo osobna primopredaja zagreb i okolica uz predhodan dogovor pri kupnji obavezna provjera telefona ,42292507,02.01.2024.,986
4,Lambada252,oglasivaca,iphone 11 pro space grey 64gb,Grad Zagreb,rabljeno,310,iphone 11 pro space grey 64gb u odlicnom stanju bez ijedne ogrebotine,41499400,02.01.2024.,939
5,eltrondd,oglasivaca,iphone 11 pro 256gb space gray garan. sve mreze 100% bat dostava,Grad Zagreb,rabljeno,370,iphone 11 pro 256gb gray mobitel ko novi tvornicki odklj na sve mreze kupljen u t comu nova orginal baterija 100% dolazi sa brzim punjacem moguca dostava 0996707567,41523155,02.01.2024.,3608
6,ivek_12,oglasivaca,apple iphone 11 pro 64gb,Osječko-baranjska,rabljeno,220,prodajem apple iphone 11 pro 64 gb space gray. stanje uredjaja je odlicno ispravan u potpunosti zdravlje baterije 78%. uredjaj dolazi s kutijom kabelom za punjenje i maskom. zamjene me ne zanimaju.,42416147,02.01.2024.,73
7,h3rkules,oglasivaca,apple iphone 11 pro 64gb space gray,Grad Zagreb,rabljeno,290,prodajem rabljeni iphone 11 pro 64gb space gray varijantu. uredaj je rabljen ali je generalno u jako dobrom stanju vidljivom na slikama nista sto utjece na koristenje uredaja. uz uredaj dolaze earpods slusalice zicane . cijena je 290 . prodajem preko payprotect a sto omogucava pregled uredaja prije nego sto potvrdite kupnju.,42169800,02.01.2024.,440
8,anja1611,oglasivaca,iphone 11 pro 64gb gold..ispravan ocuvan..garancija,Osječko-baranjska,rabljeno,279,star 2.5god u ispravnom i ocuvanom stanju sve ispravno. face id radi icloud odjavljen koristen u masci unatoc kapaciteta baterije od 77% mob i dalje radi savrseno i baterija normalnim koristenjem drzi cijeli dan. garancija 3mjeseca od datuma kupnje cijena fixna 280e tel 098 996 3848,42238585,02.01.2024.,281
9,Eugenw,oglasivaca,apple iphone 11 pro,Grad Zagreb,rabljeno,269,mobitel je malo koristen..usuvan..nema nikakve crtice niti ogrebotine ..vlasnik prodaje u zagrebu na jarunu...tel.098 205082,42388713,02.01.2024.,321
10,Filipa0805,oglasivaca,iphone 11 pro 64gb,Grad Zagreb,rabljeno,285,zlatni baterija 74% odlicno ocuvan uvijek u maski moguce preuzimanje u zagrebu ili dubrovniku 0917617465,42182629,01.01.2024.,605
11,kim121,oglasivaca,iphone 11 pro 64 gb silver,Grad Zagreb,rabljeno,330,ocuvan i ispravan iphone star 2 god uvijek u maskici te s zastitnim staklom zamijenjenim prije 7 dana. bez ogrebotine. uz 3 silikonske maskice crna plava mint zelena i s punjacem koji ima c i usb prikljucak novi.,42404890,30.12.2023.,147
12,Grone,oglasivaca,iphone 11 pro,Istarska,rabljeno,350,apple iphone 11 pro 64 gb stanje uredjaja odlicno sve radi savrseno zdravlje baterije 81%. ispravan u potpunosti. dolazi sa kutijom punjacem i maskicama. cijena je fiksna. zamjene me ne zanimaju.,42157282,30.12.2023.,134
13,Lukahedi,oglasivaca,iphone 11 pro 256gb,Zadarska,rabljeno,320,mobitel u savrsenom stanju sto se vidi na slikama jucer promijenjena nova baterija na mobitelu sve ispravno osim face id a cijena nije fiksna,42399607,30.12.2023.,71
14,Yoda_Master,oglasivaca,iphone 11 pro 64gb,Varaždinska,rabljeno,230,prodajem iphone 11 pro 64gb bez i jedne ogrebotine na sebi ima i dalje zastitno staklo dolazi sa maskicom i naravno brzim punjacem ,42390439,28.12.2023.,128
15,ero7,oglasivaca,iphone 11 pro 64gb midnight green,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro. vrlo ocuvan kao nov bez ogrebotine uvijek u maskici koristen. uz mobitel dajem orginalnu kutiju i slusalice nikada otvorene. zdravlje baterije 94% moguce preuzimanje u zagrebu ili slanje postom. mob 099 555 5535,42389243,28.12.2023.,232
