,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,joosmash,oglasivaca,iphone 13 pro 256 gb graphite,Grad Zagreb,rabljeno,749,prodajem iphone 13 pro 256 gb graphite. odlicno ocuvan bez ogrebotina. uz njega na poklon vise maskica usb c 20w power adapter original. bez zamjena moguce slanje postom ili osobno preuzimanje u zg i okolici.,44281717,23.06.2024.,60
1,eltrondd,oglasivaca,iphone 13 pro 128gb gold sve mreze hr racun dostava,Grad Zagreb,rabljeno,560,iphone 13 pro 128gb gold mobitel koristen cca godinu i pol tvornicki odklj na sve mreze hr racun dolazi sa brzim punjacem moguca dostava 0996707567,43668857,23.06.2024.,2396
2,mahlad,oglasivaca,iphone 13 pro 128gb,Zagrebačka,rabljeno,450,prodajem iphone 13 pro od 128 gb memorije u sierra blue boji. mobitel je u savrsenom stanju bez vidljivih tragova koristenja kao sto se moze vidjeti na slikama. zdravlje baterije na 83%kapaciteta. uredjuje radi na sve mreze. na uredjaju nikada nista nije mijenjano ili popravljeno te je sve ispravno. cijena fixna 450 eura,44280673,23.06.2024.,122
3,dpusic,oglasivaca,iphone 13 pro gold 128 gb,Splitsko-dalmatinska,rabljeno,650,bez ostecenja uz maskicu i zastitno staklo od prvog dana. originalna kutija i usb c kabel ukljuceni. cijena 650 . kontakt 0915051621,43217926,23.06.2024.,292
4,mc290000,oglasivaca,apple iphone 13 pro gold,Grad Zagreb,rabljeno,650,prodajem apple iphone 13 pro 128 gb gold uredjaj je izuzetno ocuvan i bez ijednog ostecenja. bez padova i ogrebotina. zasticen kaljenim staklom sprijeda te zastitna maska dolazi uz uredjaj. takodjer zasebno zasticene 3 lece straznjih kamera na uredjaju. baterija izdrzi cijeli dan uz konstantnu upotrebu aplikacija tokom dana a bez koristenja aplikacija i uredjaja opcenito baterija traje 1 i pol dan bez problema. uz iphone dolazi originalni punjac zastitna stakla i maskice koje su prilozene na fotografijama. uredjaj radi zaista savrseno. molim da mi se jave samo ozbiljni kupci. hvala na razumijevanju,44151689,23.06.2024.,188
5,David14SS,oglasivaca,iphone 13 pro magsafe maskica,Osječko-baranjska,rabljeno,550,prodajem iphone 13 pro 128 gb u odlicnom stanju. mobitel je bez ostecenja te dolazi sa cijelom originalnom opremom. uz mobitel ide original magsafe maskica koja odlicno stiti i pristaje mobitelu. baterija mobitela je na 84%,43850139,22.06.2024.,424
6,Josipjosipn7,oglasivaca,iphone 13 pro sierra blu 128 gb kao novi moze zamjena,Grad Zagreb,rabljeno,529,mobitel je kao novi bez ogrebotine plave boje 128 gb zdravlje baterije 87% kutija i oprema cijena 529 moze zamjena zvati na 0916054662,44092250,22.06.2024.,982
7,nedo,oglasivaca,iphone 13 pro,Splitsko-dalmatinska,rabljeno,550,bez punjaca,42694688,22.06.2024.,559
8,andrejlovrekovic,oglasivaca,iphone 13 pro 128 gb,Sisačko-moslavačka,rabljeno,550,prodaje se iphone 13 pro 128 gb. mobitel je kupljen 22.5.2022.godine u istyle trgovini. od prvog dana u zastinoj maski i sa zastitom ekrena. mobitel u savrsenom stanju. nema nigdje niti ogrebotine. stanje zdravlja baterije 87%. zamjene me ne zanimaju. uz mobitel dolaze dvije original zastitne maske i original kutija.,43517761,22.06.2024.,221
9,Glasovi,oglasivaca,iphone 13 pro alipne green,Zadarska,rabljeno,545,prodaje se iphone 13 pro.stanje je kao novo 10 10.128gb.zelene boje.na poklon 3 maskice.,44131869,22.06.2024.,361
10,zovime,oglasivaca,iphone 13 pro 128gb graphite 10 10 86%,Grad Zagreb,rabljeno,500,prodajem iphone 13 pro od 128 gb memorije u crnoj boji. mobitel je u savrsenom stanju bez vidljivih tragova koristenja kao sto se moze vidjeti na slikama. zdravlje baterije na 86% kapaciteta. uredjuje radi na sve mreze. na uredjaju nikada nista nije mijenjano ili popravljeno te je sve ispravno. moguce je svaka provjera uredjaja.,44033454,22.06.2024.,589
11,Pixel-Empire,oglasivaca,apple iphone 13 pro 128 gb sierra blue 10 10,Grad Zagreb,rabljeno,520,iphone 13 pro 128 gb sierra blue mobitel je savrseno ocuvan bez ikakvih ogrebotina i znakova koristenja. dolazi uz originalnu ambalazu i kabel. battery maximum capacity 87% cijena 520 . primopredaja u zagrebu.,44274978,22.06.2024.,175
12,MateaZg91,oglasivaca,iphone 13 pro 256 gb,Grad Zagreb,rabljeno,550,prodajem iphone 13 pro 256 gb sierra blue sa kapacitetom baterije 87%. mobitel je u super stanju sa minimalnim znakovima koristenja. preuzimanje i pregled po dogovoru,43802905,21.06.2024.,542
13,Petar123321,oglasivaca,iphone 13 pro 256gb kao nov,Grad Zagreb,rabljeno,549,mobitel u apsolutno savrsenom stanju. od prvog dana u maskici i zastitnom staklu maknuto zastitno staklo da se vidi da ekran nema niti jedne ogrebotine na sebi. na mobitelu radi sve kao prvog dana. skroz otkljucan i icloud i sim.,44259886,21.06.2024.,271
14,Malifico,oglasivaca,iphone 13 pro 128gb super stanje,Grad Zagreb,rabljeno,520,apple iphone 13 pro 128gb u super stanju kutija oprema punjac u zg moze dostava. kontakt 0997529400,43792976,21.06.2024.,1015
15,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,599,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 599 00 cijena za kartice na rate 680 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com,43210821,21.06.2024.,1250
16,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,599,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja black zdravlje baterije 84% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 599 00 cijena za kartice na rate 680 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com,44134158,21.06.2024.,211
