,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Pozitiva1,oglasivaca,iphone 12 pro max 256gb,Grad Zagreb,rabljeno,450,iphone 12 pro max 256 gb pacific blue uredjaj u besprijekornom stanju 10 10 kao da je tek kupljen primopredaja na podrucju zagreba. uredjaj vracen na tvornicke postavke. fotografije iz oglasa pokazuju top stanje od prvog dana na njemu je zastitno staklo postavljeno te je cijelo vrijeme u zastitnoj bumper maskici. uz mobitel dolazi original ambalaza novi orginal kabel za iphone koji nije nikad koristen stavljeno i novo zastitno staklo i dvije maskice jedna nikad koristena nova druga koristena orginal iphone citac za memorijske kartice ako se ne javim na mobitel molim posaljite poruku preko njuskala ili whatsapp poruku,42899634,23.06.2024.,3327
1,Belkic,oglasivaca,iphone 12 pro max gold 128gb ko nov,Grad Zagreb,rabljeno,420,prodajem zlatni gold 12 pro max sa 128 gb memorije. uredjaj je odlicno ocuvan. kaljeno staklo i maskice stalno. zdravlje baterije i dalje odlicnih 87%. sve radi savrseno kao i prvog dana. cijena 420 . cijena u zamjeni veca. primopredaja zg ostalo po dogovoru. kontakt moze poziv sms viber whatsapp. s24 ultra s24 plus s24 s23 ultra s23 plus s23 s22 ultra s21 ultra fold 5 flip 5 honor magic 6 pro honor magic v2 xiaomi 14 ultra pixel 8 pro huawei p60 pro p50 pro iphone 15 pro max iphone 15 pro iphone 15 iphone 14 pro max iphone 14 pro iphone 14 iphone 13 pro max iphone 13 pro iphone 12 pro max iphone 12...,44277171,23.06.2024.,68
2,Ana_mm,oglasivaca,iphone 12 pro max 256gb gold stanje top z.baterije 86%,Splitsko-dalmatinska,rabljeno,490,iphone 12 pro max 256gb gold stanje top kao nov sva oprema plus 2maskice radi na sve mreze baterija 86% moguce zamjene 490 0917896654,43352216,23.06.2024.,647
3,MunjevitiJuric12,oglasivaca,iphone 12 pro max,Grad Zagreb,rabljeno,400,mobitel u savrsenom stanju bez i jedne crtice. uz njega kutija i originalni kabl. silver 256gb baterija je na 84% ne saljem. bez zamjena.,44277723,22.06.2024.,98
4,rsimon4,oglasivaca,iphone 12 pro max,Zagrebačka,rabljeno,410,prodajem iphone 12 pro max bijeli 128 gb kupljen u 12 mjesecu 2021 stanje baterije 85% sve ispravno u dobrom stanju. prodajem radi kupnje novog. uz telefon idu slusalice punjac i 5 zastitnih stakala tel. 098 9457763,42006764,22.06.2024.,8662
5,ProdajaMobitelaKastela,oglasivaca,iphone 12 pro max 128gb top stanje zlatna boja sve mreze punjac,Splitsko-dalmatinska,rabljeno,520,prodaje se iphone 12 pro max 128gb. mobitel se nalazi u top stanju max ocuvan stalno nosen u maskici. garancija istekla. star cca 2 god. baterija 86%. zlatna top boja. radi na sve mreze. poklon maskica i punjac,42742377,22.06.2024.,647
6,rango12,oglasivaca,iphone 12 pro max 256gb plava boja top stanje gratis punjac,Splitsko-dalmatinska,rabljeno,530,na prodaju iphone 12 pro max od 256gb mob je max ocuvan stanje novo nosen stalno u maskici bez tragova koristenja garancija istekla. zdravlje baterije na 86%. radi na sve mreze. plava boja. poklon punjac,44277268,22.06.2024.,31
7,Hasan781,oglasivaca,prodajem iphone 12 pro max silver 128gb,Grad Zagreb,rabljeno,300,uredaj radi na sve mreze u odlicnom je stanju osim zadnjeg stakla cega popravak nije potreban. prednji ekran je ocuvan bez ijedne ogrebotine isto kao i kamere. ima kaljeno staklo koje nije skidano od kada je mobitel kupljen. kupljen je kada je izasao u prodaju koristen je vrlo kratko manje od 2 godine. nakon toga stoji i nitko ga ne koristi. sve je u potpunosti ispravno i radi bez ikakvih problema. ako ste zainteresirani ili imate ikakva pitanja stojim na raspolaganju preferirao bih stvarnje ljude preko poziva ili poruka iskljucivo je na prodaju nikakve zamjene me ne zanimaju,44277135,22.06.2024.,114
8,Glasovi,oglasivaca,iphone 12 pro max gold.256gb,Zadarska,rabljeno,440,prodaje se iphone 12 pro max.256gb.stanje je kao novo..10 10..,44065445,22.06.2024.,531
9,zovime,oglasivaca,iphone 12 pro max 512gb graphite 10 10 kao novo,Grad Zagreb,rabljeno,580,prodajem iphone 12 pro max od 512 gb memorije u crnoj boji. mobitel je u savrsenom stanju bez i najmanjeg traga koristenja kao sto se moze vidjeti na slikama od uredjaja. koristenje kao poslovni uredjaj. zdravlje baterije na 91% kapaciteta. baterija je orginal i nista na mobitelu nije mijenjalo popravljeno te je sve ispravno. moguca je svaka provjera uredjaja,42977778,22.06.2024.,4537
