,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,emad7,oglasivaca,iphone 13 midnight 128gb,Primorsko-goranska,rabljeno,500,iphone 13 midnight 128gb mobitel u kaljenom staklu i maskici od prvog dana skinuto radi slikanja. koristen kao drugi mobitel te je kao nov zdravlje baterije 90% uz mobitel ide original kutija punjac iglica za karticu..,42208154,07.12.2023.,34
1,Salvazana,oglasivaca,iphone 13 128 gb bijele boje,Grad Zagreb,rabljeno,500,iphone 13 128 gb bijele boje kao nov u orginalnom pakiranju s racunom,42189231,07.12.2023.,225
2,mobtechnix,oglasivaca,apple iphone 13 128gb midnight kao novi garancija,Istarska,rabljeno,510,prodajem navedeni uredjaj u odlicnom stanju zdravlje baterije 100% garancija do 06 2024 dodatna oprema na poklon,42219011,07.12.2023.,5
3,hrc_zg,oglasivaca,iphone 13 128gb crni,Grad Zagreb,rabljeno,560,kupljen 1.2021. u a1. super stanje jedno malo ostecenje na dnu cijelo vrijeme bio u maski baterija 91%,42168129,07.12.2023.,194
4,iconnectservis,trgovine,apple iphone 13 256gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,579,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 256gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja crvena zdravlje baterije 85% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 579 00 cijena za kartice na rate 660 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42106655,07.12.2023.,129
5,iconnectservis,trgovine,apple iphone 13 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,549,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 88% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 549 00 cijena za kartice na rate 600 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40324853,07.12.2023.,2438
6,smoke9,oglasivaca,iphone 13 128gb kao nov,Grad Zagreb,rabljeno,470,prodajem iphone 13 128gb roze boje. mobitel ima samo jednu crticu na donjem dijelu kucista. ostalo besprijekorno. zdravlje baterije 89%. odjavljen icloud racun. uz mobitel dajem punjac i kabel. kontakt pozivi sms whatsapp njuskalo.,42218571,07.12.2023.,19
7,asus487,oglasivaca,iphone 13 128 gb,Sisačko-moslavačka,rabljeno,450,star 1 5 god. boja starlight. baterija 90%. vidljivi tragovi koristenja. ne saljem postom.,42218509,07.12.2023.,13
8,mobtechnix,oglasivaca,apple iphone 13 128gb midnight kao novi garancija dodatna oprema,Primorsko-goranska,rabljeno,510,prodajem navedeni uredjaj kao novi garancija do 6 2024 zdravlje baterija 100% dodatna oprema na poklon,42218476,07.12.2023.,10
9,todo17,oglasivaca,iphone 13,Grad Zagreb,rabljeno,550,prodajem iphone 13 128gb u plavoj boji midnight blue zdravlje baterije 87% mobitel ne steka i normalno radi sve tipke normalno rade ukljucujuci i tipku za stisavanje tona. uz mobitel dobijete maskicu te dva zastitna stakla za ekran. za sav dodatan info slobodno me kontaktirajte porukom na 0955190081 mobitel prodajem jer sam kupio novi,42132812,07.12.2023.,310
10,Zalagaonica Kvatrić,trgovine,iphone 13 128 gb,Grad Zagreb,rabljeno,570,rabljeno ekran ima crtica stanje 8 10 garancija do 24.05.2024. zdravlje baterije 88% 128 gb opseg isporuke mobitel kutija 2 maskice lokacija trg eugena kvaternika 2 zagreb os ios 15 dimenzije 146.7 x 71.5 x 7.7 mm tezina 174 g zaslon 6.1 xdr oled super retina 1170 x 2532 memorija ram rom ram 4 gb rom 128 gb memorijska kartica ne povezivost 2g 3g 4g 5g wifi usb 2.0 bluetooth 5.0 esim kamera glavna prednja glavna 12 mp 12 mp prednja 12 mp sl 3d procesor a15 bionic 2x3.22 4xx.x ghz baterija 3240 mah esim da,42063345,07.12.2023.,473
11,iconnectservis,trgovine,apple iphone 13 256gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,580,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 256gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja midnight zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 58 00 cijena za kartice na rate 660 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40552126,07.12.2023.,851
12,Hallo Bing,trgovine,iphone 13 128gb racun jamstvo,Bjelovarsko-bilogorska,rabljeno,650,iphone 13 128gb plave boje top stanje baterija 100% kupljen u t mobilu 08.09.2023. karticom na rate....722 00 e gotovina.....650 00 e,42130085,07.12.2023.,106
13,Hallo Bing,trgovine,iphone 13 128 gb,Bjelovarsko-bilogorska,rabljeno,570,iphone 13 128gb odlicno stanje kaljeno staklo kutija kabel punjaca. baterija 88% karticom na rate....633 00 e gotovina.....570 00 e,42147221,07.12.2023.,59
14,Mark125,oglasivaca,iphone 13 128gb,Grad Zagreb,rabljeno,600,iphone 13 128gb ocuvan koristen godinu dana bez ogrebotina zastitno kaljeno staklo minimalo ogrebano . zdravlje baterije 94%. dodatak prozirna maskica. otkljucan na sve mreze kupljen u istyle u.,42215878,06.12.2023.,35
15,Dashh,oglasivaca,iphone 13 starlight 256 gb,Grad Zagreb,rabljeno,620,iphone 13 starlight prodajem iphone 13 starlight 256 gb. mobitel je u super stanju ocuvan i odrzavan vide se normalni tragovi koristenja. baterija 88%. mobitel dolazi uz svoje originalne papire kutiju originalni kabel za punjenje te uz mobitel poklanjam silikonsku maskicu. cijena 620 0919869610,41577497,06.12.2023.,437
