,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,699,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja plava zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu 699 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41590429,07.12.2023.,859
1,Dragan1290,oglasivaca,iphone 13 pro 128gb sirerra blue kutija racun stanje 10 10,Grad Zagreb,rabljeno,650,prodajem iphone 13 pro 128 gb sirerra blue boja. uz mobitel dolazi racun i kutija punjac adapter . kupljen je u t comu 9.11.2021. mobitel je u odlicnom stanju sve radi ispravno. baterija je na 87% te traje cijeli dan bez problema. cijena 650 zvati na 099 299 3379,42203850,06.12.2023.,142
2,sb_a160,oglasivaca,iphone 13 pro 128gb gold vz zg,Grad Zagreb,rabljeno,599,0996877541 savrseno ocuvan i 100% ispravan. 87% zdravlje baterije,42216163,06.12.2023.,34
3,Jurica221,oglasivaca,iphone 13 pro,Splitsko-dalmatinska,rabljeno,750,prodajem iphone 13 pro mobitel star godinu dana kupljen nov maksimalno ocuvan od prvoga dana na njemu kaljeno staklo i zastitne maska zdravlje baterije je na 89%. razlog prodaje kupnja novog uredaja.,42214957,06.12.2023.,12
4,Vanarad,oglasivaca,iphone 13 pro 128 gb,Splitsko-dalmatinska,rabljeno,730,razlog prodaje iskljucivo kupnja novog. prodajem iphone 13 pro u 1. mjesec ce biti 2 godine star. nikad nije pao cuvan mazen i pazen. uvijek u futroli i sa staklom. radi odlicno bez ikakvog traga koristenja. baterija 92% moguc dogovor oko cijene ,42214287,06.12.2023.,34
5,anja1611,oglasivaca,iphone 13 pro 128gb gold..ispravan osijek ,Osječko-baranjska,rabljeno,599,garancija istekla. nigdje razbijen 84 % zdravlje baterije sve ispravno i sve radi iclud odjavljen kuciste i zadnje staklo kao novi na prednjem ima malo vidljivih tragova koristenja od zenskih noktiju nista strasno. cijena popularna i povoljna 600e fixno,42207921,06.12.2023.,53
6,njuska222,oglasivaca,iphone 13 pro,Međimurska,rabljeno,570,bez nedostatka stanje 10 10 zastitno staklo gore 2 maskice fixna cijena i bez zamjene,42213985,06.12.2023.,38
7,SAFTER,oglasivaca,iphone 13 pro,Grad Zagreb,rabljeno,550,128gb battery health 83% nikad razbijen puklo je samo zastitno staklo koje je i dalje na telefonu. orginal kutija poslati poruku na 385 91 484 8634,42213729,06.12.2023.,87
8,Povicomo,oglasivaca,prodajem iphone 13 pro,Grad Zagreb,rabljeno,700,prodajem iphone 13 pro 256 gb star dvije godine ispravan bez punjaca. cijena je fixna. osobna primopredaja.,42212640,06.12.2023.,48
9,cunap,oglasivaca,iphone 13 pro 128gb gold,Osječko-baranjska,rabljeno,650,iphone 13 pro 128gb gold mobitel kao nov bez tragova koristenja od prvog dana u maskici i sa zastitnim staklom bez ikakvih ostecenja top stanje zdravlje baterije 87% uz mobitel poklanjam maskice info 0976366048,41983197,06.12.2023.,163
10,Smart Doctor,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,725,uredjaj apple iphone 13 pro 128gb stanje uredjaja rabljeno baterija 87% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 725 00 cijena za kartice 819 50 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41613326,06.12.2023.,329
11,Smart Doctor,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,725,uredjaj apple iphone 13 pro 128gb stanje uredjaja rabljeno baterija 87% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 725 00 cijena za kartice 819 50 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41613299,06.12.2023.,321
12,sbmarko7,oglasivaca,iphone 13 pro,Brodsko-posavska,rabljeno,750,na prodaju iphone 13 pro sierra blue u odlicnom stanju bez tragova koristenja dolazi s kutijom i pripadajucom opremom. garancija istekla. moguce preuzimanje u zagrebu. cijena 750 00e,41531650,06.12.2023.,291
13,mario55,oglasivaca,apple iphone 13 pro 128 gb,Virovitičko-podravska,rabljeno,600,prodajem apple iphone 13 pro 128 gb graphite starosti 1 5 god. kao novi bez ogrebotine od prvog dana kaljeno staklo na ekranu i maska baterija 91 % racun i kutija kabel za punjenje poklon maska xundd otporna na udarce sa slike i kaljeno staklo 600 fiksno virovitica.,42183760,06.12.2023.,103
14,mark1224,oglasivaca,iphone 13 pro 10 10 gold,Grad Zagreb,rabljeno,640,iphone 13 pro 128gb gold stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 88% face id i sve ostalo radi kutija iglica i maskica zamjene ne,41996757,06.12.2023.,545
15,MBA98,oglasivaca,iphone 13 pro 128gb graphite,Primorsko-goranska,rabljeno,650,mobitel je koristen ali u odlicnom stanju bez ogrebotine. na njemu se jos nalazi privacy zastitno staklo.,41987668,06.12.2023.,114
16,levanicivan,oglasivaca,apple iphone 13 pro 256 gb,Grad Zagreb,rabljeno,700,prodajem iphone 13 pro 256 gb sierra blue mobitel je u super stanju od proga dana u maskici i zastitnom staklu te je bez ogrebotina i ostecenja. zdravlje baterije je 88%. kupljen u prom mjesecu 2023. godine na gizzmo reborn u a pod garancijom je do prvog mjeseca 2024. uz njega dolazi punjac i kabel kutija od gizzmo reborn a 4 maskice i 5 kaljenih zastitnih stakala. ne saljem postom iskljucivo osobno preuzimanje u zagrebu. kontakt putem njuskala ili preko broja 0921923319.,42210618,06.12.2023.,44
17,Prodajahit,oglasivaca,apple iphone 13 pro 128 gb ispravan odlican 128 gb bat 86%,Osječko-baranjska,rabljeno,630,uredjaj koristen godinu dana i sad visak dobiven sluzbeni drugi 14 pa je ovaj na prodaju. uredjaj jako ocuvan i ispravan. baterija na 86% 091 734 8809,41681366,06.12.2023.,464
18,tomicaazg,oglasivaca,iphone 13 pro 128gb graphite,Grad Zagreb,rabljeno,650,prodajem iphone 13 pro 128gb graphite star 2 godine uredjaj je u odlicnom stanju sa minimalnim tragovima koristenja 100% ispravan dolazi s original kutijom punjacem i racunom. bez zamjena molim. mogucnost osobnog preuzimanje dostave na podrucju zagreba.,41927885,06.12.2023.,1332
19,mark1224,oglasivaca,iphone 13 pro 88% zdravlje baterije,Grad Zagreb,rabljeno,640,iphone 13 pro 128gb silver stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 88% face id i sve ostalo radi uredjaj nikad nije servisiran kutija crna maskica 640 zamjene ne,42210105,06.12.2023.,13
20,2fastforyou,oglasivaca,apple iphone 13 pro 128gb 10 10,Krapinsko-zagorska,rabljeno,670,mobitel bez tragova koristenja...stanje 10 10,42209904,06.12.2023.,24
21,smart_8888,oglasivaca,apple iphone 13 pro 128gb graphite top stanje oprema sve mreze 87%,Primorsko-goranska,rabljeno,570,apple iphone 13 pro 128 gb graphite top stanje s originalnom opremom radi na sve mreze zdravlje baterije 87% moze se pruzeti u rijeci ili prema dogovoru.,42201783,06.12.2023.,86
22,njava_1,oglasivaca,apple iphone 13 pro 128gb gold bez ijednog ostecenja,Grad Zagreb,rabljeno,650,iphone 13 pro 128 gb bijeli star 18 mjeseci kupljen u hrvatskoj. radi na sve mreze. bez ostecenja. ekran bez ogrebotina. poklon original karbonska maskica placena 100 . punjac.,41955332,05.12.2023.,903
23,marko_mrsic,oglasivaca,iphone 13pro 256gb sierra blue,Grad Zagreb,rabljeno,550,iphone 13 pro 256gb sierra blue boje u vrlo dobrom stanju ekran bez ikakvih ogrebotina ostatak mobitela minimalni znakovi koristenja zadnje staklo jako malo napuklo pri dnu kao sta se vidi na slici. zbog toga je cijena malo niza baterija na 87% zdravlja jos uvijek drzi cijeli dan original kutija i kabel. bez zamjena hvala ,42207482,05.12.2023.,138
24,dinopoplatnik,oglasivaca,iphone 13 pro 128 mb sierra blue,Varaždinska,rabljeno,700,iphone 13 pro sierra blue 2 godine star bez ogrebotine. ocuvan kao nov. dolazi sa punjacem i kablom za auto punjac.,42138383,05.12.2023.,63
25,srebacic-ivan,oglasivaca,iphone 13pro 128giga,Krapinsko-zagorska,rabljeno,700,mobitel od prvog dana u maskici bez ostecenja 10 10 kutija kabel za punjenje baterija na 88% moguca zamijena za iphone 15pro,42131593,05.12.2023.,73
26,JaSamZlatan,oglasivaca,iphone 13 pro gold 128gb,Brodsko-posavska,rabljeno,700,prodajem iphone 13 pro gold 128gb. boja zlatna. bez ikakvih tragova koristenja stanje 10 10. od prvog dana uvijek nosen u zastitnoj maskici i sa zastitnim staklom. mobitel dolazi u silikonskoj maskici i sa zastitnim staklom. poklanjam jos jednu novu maskicu i jedno novo zastitno staklo. cijena fixna. samo i iskljucivo osobna primopredaja.,42206030,05.12.2023.,44
27,franvito,oglasivaca,iphone 13 pro graphite 128gb,Zagrebačka,rabljeno,560,iphone 13 pro graphite 128gb. prvi vlasnik mobitel bez ogrebotine. od prvog dana ima zastitno kaljeno staklo i maskicu. zdravlje baterije 86%. uz mobitel dolazi originalna kutija originalni kabel i original maskica. mobitel radi bezprjekorno. bez zamjena ,42205668,05.12.2023.,130
28,Lino00481,oglasivaca,apple iphone 13 pro 128gb sierra blue,Grad Zagreb,rabljeno,600,apple iphone 13 pro 128gb sierra blue prvi vlasnik mobitel je bez ogrebotine. od prvog dana ima zastitno kaljeno staklo i maskicu. zdravlje baterije je 84% uz mobitel dolazi orginalna kutija lightening to usb c kabel orginalni i maskica zastitna. mobitel radi besprjekorno. nikakva zamjena ne dolazi u obzir iskljucivo kupnja. za sve upite kontaktirajte putem navedenog telefonskog broja.,42064421,05.12.2023.,668
29,Greensideffect,oglasivaca,iphone 13 pro 128gb graphite,Varaždinska,rabljeno,629,prodajem iphone 13 pro 128gb graphite boje. uredaj je bez znakova koristenja sa svom opremom kutijom. zdrvalje baterije 90% cijena fiksna kontakt broj 0953848010,42203596,05.12.2023.,47
30,tehno shop vinkovci,trgovine,iphone 13 pro 256gb 720 00,Vukovarsko-srijemska,rabljeno,720,boja crna star godinu dana placanje karticama do 36 rata cijena za gotovinu dostava pouzecem,36759222,05.12.2023.,2070
31,vukocica55,oglasivaca,iphone 13 pro savrsenk stanje,Grad Zagreb,rabljeno,599,u savrsenkm stanju nema crtice na sebi baterija traje dan dan i pol kutija mackica i kabal idu uz uredaj,42200198,04.12.2023.,159
32,Zagy-ni-me,oglasivaca,iphone 13 pro 128gb ocuvan,Zagrebačka,rabljeno,600,maksimalno ocuvan sitna crtica na ekranu koja se ne vidi u koristenja. osim toga bez ikakvih tragova koristenja. baterija 87%. poklon kabel i maskica. bez zamjena. moguca dostava zagreb zapad i zapresic. ne saljem postom.,42095972,04.12.2023.,441
