   ,advertiser                                                       ,store_private ,ad_title                                                          ,location               ,condition ,price ,ad_description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,ad_id    ,date_of_publishing ,number_of_showings
14 ,foksioksi                                                        ,oglasivaca    ,iphone 11 promax 256gb                                            ,Grad Zagreb            ,rabljeno  ,  350 ,prodajem iphone 11 promax 256gb memorije tada limitirane boje tamno maslinasto zelena. mobitel je u odlicnom stanju bez ostecenja uvijek je bio u originalnoj maskici i sa zastitnim staklom sto je skinuto. sa mobitelom se dobije original kutija i slusalice. maskicu sam bacila jer je bila dosta stara i izlizana isto tako skinuto je i zastitno staklo. inace mobitel je cuvan ko oko u glavi svaki imam otprilike 4 5 godina i savrseno me sluzio. zdravlje baterije je 98%. za vise info slobodno mi pisite                                                                                                                                                                                                                                                                                                                     ,42194383 ,04.12.2023.        ,               121
15 ,zalagaonice.eu                                                   ,trgovine      ,iphone 11 pro max 64gb                                            ,Požeško-slavonska      ,rabljeno  ,  449 ,sve mreze stanje odlicno zdravlje baterije 80% zalagaonica nova gradiska strossmayerova 4 035 625 999 zalagaonica pozega njemacka 19 034 622 134 pratite nas i na facebooku obratite nam se za dodatne informacije mogucnost slanja mogucnost izdavanja r1 racuna                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,42194377 ,04.12.2023.        ,                30
16 ,lukaaa19m                                                        ,oglasivaca    ,iphone 11 pro max 64gb gold                                       ,Grad Zagreb            ,rabljeno  ,  300 ,iphone 11 pro max 64gb gold uz njega kutija punjac par maskica. ocuvan radi sve osim gornjeg zvucnika dakle poziv se cuje na spikerfonu ili na slusalicama iz nepoznatog razloga ne radi zvuk gore dolje da. sve drugo dobro.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,42190831 ,03.12.2023.        ,               155
17 ,aphr0dite                                                        ,oglasivaca    ,iphone 11 pro max 256gb                                           ,Koprivničko-križevačka ,rabljeno  ,  380 ,mobitel u ocuvanom stanju vidljivo na slikama. zdravlje baterije 82% originalna apple nije mijenjana. resetiran icloud odjavljen. face id i sve ostale funkcije ispravne. na mobitelu je postavljeno novo kaljeno staklo novi kabel i 3 maskice. cijena je fiksna medju najpovoljnijim na oglasima. bilo kakve zamjene su iskljucene. nalazim se u koprivnici. moguce slanje postom. kontakt na 091 309 7591 sms wapp . brzo odgovaram na sve upite.                                                                                                                                                                                                                                                                                                                                                                                     ,42107279 ,03.12.2023.        ,               135
18 ,alabanda                                                         ,oglasivaca    ,iphone 11 pro max 64gb                                            ,Grad Zagreb            ,rabljeno  ,  299 ,iphone u odlicnom stanju sa par znakova koristenja na zaslonu. 77% uz mobitel punjac kabel kutiju slusalice. tvornicki otkljucan icloud                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,40497270 ,01.12.2023.        ,               765
19 ,miha302                                                          ,oglasivaca    ,iphone 11 pro max 256gb                                           ,Grad Zagreb            ,rabljeno  ,  390 ,prodajem iphone 11 pro max space gray. mobitel je u odlicnom stanju i radi kao prvoga dana. kupljen 2019. u istyle u. kapacitet baterije je 86% i kolicina memorije 256gb. nosen sa zastitnom maskom i stakalcem cijelo vrijeme a uz njega poklanjam i novi tempered glass. moze se doci pogledati uzivo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,41789622 ,01.12.2023.        ,              1524
20 ,erikabarth                                                       ,oglasivaca    ,iphone 11 pro max                                                 ,Istarska               ,rabljeno  ,  315 ,11 pro max 64gb crni odlicno ocuvan kutija par maskica i kabel zamjene me ne zanimaju cijena nije fiksna                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,42151564 ,29.11.2023.        ,                88
21 ,mari3707                                                         ,oglasivaca    ,iphone 11 pro max %%%                                             ,Splitsko-dalmatinska   ,rabljeno  ,  350 ,iphone 11 pro max star oko 2 godine prodajem po isteku tarife. u potpunosti je sve ispravno osim face id a otkljucavanje moguce iskljucivo sifrom. sve ostalo na njemu original. koristena je maska i kaljeno staklo od prvog dana. cijena povoljna zbog jedinog nedostatka                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,41673867 ,28.11.2023.        ,               181
22 ,file003                                                          ,oglasivaca    ,iphone 11 pro max                                                 ,Splitsko-dalmatinska   ,rabljeno  ,  350 ,koristen i ocuvan. dolazi sa punjacem i maskicom. na telefonu je novi ekran i baterija. ne radi face id                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,42138884 ,28.11.2023.        ,                67
23 ,imperoauto2                                                      ,oglasivaca    ,iphone 11 pro max 256 gb                                          ,Sisačko-moslavačka     ,rabljeno  ,  320 ,iphone 11 pro max 256 gb mobitel bez vanjskih ostecenja. zdravlje baterije 85% face id ne radi. sve ostalo u funkciji.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,41743012 ,28.11.2023.        ,               325
24 ,mraven18                                                         ,oglasivaca    ,iphone 11 pro max 512gb                                           ,Osječko-baranjska      ,rabljeno  ,  550 ,odlicno ocuvan najjaci model dolazi sa originalnim punjacem i dvije maskice na zmaja cijena nije fiksna                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,42136323 ,28.11.2023.        ,                45
