,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,perica7,oglasivaca,iphone 11 pro,Vukovarsko-srijemska,rabljeno,350,prodajem navedeni mobitel u super stanju uz njega ide punjac. mobitel je kao novi nikada razbijan niti ogreban postotak baterije je 92%. prodaje se jer sam dobio 15 pro. mogucnost slanja na kucnu adresu. cijena po dogovoru.,42214183,07.12.2023.,11
1,Alpha servis,trgovine,apple iphone 11 pro 64gb rabljeno rate zamjena 2181,Osječko-baranjska,rabljeno,380,uredjaj apple iphone 11 pro 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 98% mreze slobodan uredjaj cijena za gotovinu 380 00 cijena za kartice 420 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,34840976,07.12.2023.,2419
2,Dencuga11,oglasivaca,prodajem 2 iphone 11 pro 64gb bijeli i zlatni,Grad Zagreb,rabljeno,330,2 iphone 11 pro uredjaja savrseno ocuvani. cijelo vrijeme u maskicama zastitno staklo i sada na njima. cijena po komadu 330 eura. u drugoj rubrici prodajem i iphone x,42171433,06.12.2023.,202
3,eltrondd,oglasivaca,iphone 11 pro 256gb space gray garan. sve mreze 100% bat dostava,Grad Zagreb,rabljeno,390,iphone 11 pro 256gb gray mobitel ko novi tvornicki odklj na sve mreze kupljen u t comu nova orginal baterija 100% dolazi sa brzim punjacem moguca dostava 0996707567,41523155,06.12.2023.,2088
4,anja1611,oglasivaca,iphone 11 pro 64gb gold..ispravan ocuvan,Osječko-baranjska,rabljeno,330,star 2.5god u ispravnom i ocuvanom stanju sve ispravno. face id radi icloud odjavljen koristen u masci unatoc kapaciteta baterije od 77% mob i dalje radi savrseno i baterija normalnim koristenjem drzi cijeli dan. cijena fixna 330e tel 098 996 3848,42021864,06.12.2023.,276
5,ElektronikOutlet,oglasivaca,apple iphone 11 pro novo 99% zdravlje baterije gratis nova mask,Grad Zagreb,rabljeno,390,apple iphone 11 pro 64gb novo perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze zdravlje baterije 99% gratis 3d prednje zastitno staklo 3d zastitno staklo kamere nova maskica redovita cijena 590 snizena cijena 390 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41465341,06.12.2023.,2533
6,dravskaneman,oglasivaca,iphone 11 pro 256gb zeleni,Koprivničko-križevačka,rabljeno,350,ocuvan bez punjaca i kutije bateriju bi se moglo zamijenit spigen maska bez zamjena,42213708,06.12.2023.,38
7,Novska Zalagaonica,trgovine, jamstvo iphone 11 pro 64gb 93% u trgovini zalagaonica novska,Sisačko-moslavačka,rabljeno,389, www.novskazalagaonica.com jamstvo 3 mj od kupnje zdravlje baterije 93% super stanje kao novi sto dolazi u paketu originalna kutija mogucnost kupnje zastitnog stakla zastitne maske 9 99 kabel 1 0m za punjenje adapter brzi type c racun jamstveni list mogucnost zamjene za staro za novo vrijedi za sve nase oglase opcije placanja pouzecem po predracunu internet bankarstvom ili uplatnicom kartice jednokratno i obrocno do 12 rate visa pbz mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne novska zalagaonica potocna ulica 22 novska email novskazalagaonica gmail.com tel 385 95 5757101 molimo ostavite poruku ako nas ne mozete dobiti telefon ,42056098,06.12.2023.,81
8,anic_vedran,oglasivaca,iphone 11 pro 64gb silver,Splitsko-dalmatinska,rabljeno,275,odlicno ocuvan uredjaj na prodaju kutija itd. vise podataka na upit,42207591,05.12.2023.,49
9,Perhy,oglasivaca,iphone 11 pro 256gb space grey,Grad Zagreb,rabljeno,375,prodajem iphone 11pro 256gb potpuno ispravan u odlicnom stanju. mobitel je star oko 3 godine. dolazi uz originalni punjac 20w fast charger i kutiju mobitel je bez vidljivih tragova koristenja rubovi netaknuti ekran cijelo vrijeme pod zastitnim staklom gratis uz mobitel 4 maskice i 3 kaljena stakla. zamjene me ne interesiraju osim za novce. iskljucivo osobno preuzimanje u zagrebu ili okolici.,42207234,05.12.2023.,69
10,paola_88,oglasivaca,iphone 11 pro gold 64gb,Zadarska,rabljeno,300,prodajem iphone 11 pro gold 64gb. zdravlje baterije je 81%. ekran je zamijenjen tako da je novi bez ogrebotina. u cijenu je ukljucena originalna kutija originalne slusalice i originalni kabel za punjenje lightning to usb c . adapter za struju nije ukljucen. poklanjam i 3 maskice. nisam zainteresirana za zamjene i cijena je fiksna. osobna primopredaja na podrucju zadra.,42206738,05.12.2023.,65
11,Mbolta,oglasivaca,iphone 11 pro,Osječko-baranjska,rabljeno,290,bez ogrebotina baterija 80% cijena nije fiksna viber whatsapp 0911151099,42205091,05.12.2023.,50
12,anitasavuk,oglasivaca,iphone 11 pro 64g,Grad Zagreb,rabljeno,340,prodajem iphone 11 pro. 64g zlatni. uredjaj u potpunosti ispravan bez poteskoca u radu. nema niti jednu ogrebotinu. u maskici od prvog dana. uz mobitel ide originalna kutija mobitela punjac za mobitel i po zelji stara zastitna silikonska maskica na poklon.,39442354,05.12.2023.,4223
13,pamdufk,oglasivaca,prodajem iphone 11 pro 64gb,Grad Zagreb,rabljeno,299,koristen u dobrom stanju radi ispravno.,42198256,04.12.2023.,86
14,Vito_Dicic,oglasivaca,iphone 11 pro,Grad Zagreb,rabljeno,300,rabljeni iphone 11 pro. koristeni mobitel u dobrome stanju. zdravlje baterije je 77%. mobitel ima 256 gigabyta memorije. rad mobitela je besprijekoran. ne dolazi uz punjac. cijena nije fiksna.,42089015,04.12.2023.,491
15,chorba69,oglasivaca,iphone 11 pro 256gb taurine jailbreak jb ios 14.2,Sisačko-moslavačka,rabljeno,399,prodajem navedeni mobitel sa stabilnim jailbreakom. tweaks koje koristim rade bez problema. ima par crtica ali nista strasno. zdravlje baterije je na 82% mob mi i dalje izdrzi do 2 dana ovisno kak ga koristim tak da mislim da ovih 82% ni nije bas realno .,41673831,03.12.2023.,161
16,ABB10,oglasivaca,iphone 11 pro 128 gb,Grad Zagreb,rabljeno,300,mobitel u dobrom stanju zdravlje baterije na 92%. zaslon ima par crta. 0998203787,42192964,03.12.2023.,26
17,Lala0909,oglasivaca,iphone 11 pro 64 gb gold,Grad Zagreb,rabljeno,330,mobitel u odlicnom stanju bez ostecenja i ogrebotina. zdravlje baterije 87%. bez mogucnosti zamjene. primopredaja moguca u zagrebu.,42191048,03.12.2023.,118
18,moskoXD,oglasivaca,iphone 11 pro,Virovitičko-podravska,rabljeno,249,iphone 11 pro originalno stanje sve radi savrseno ekran i baterija originalni baterija na 84% kapaciteta odlicno ocuvan osim laganog ostecenja na straznjoj strani vidljivo na slikama koje uzivo nije jako primjetno. face id i sve ostalo ispravno cijena 280eura bez zamjena virovitica,42188475,03.12.2023.,77
19,aphr0dite,oglasivaca,iphone 11 pro 64gb,Koprivničko-križevačka,rabljeno,300,mobitel u odlicnom stanju vidljivo i na slikama. zdravlje baterije 86% originalna apple nije mijenjana. resetiran icloud odjavljen. face id i sve ostale funkcije ispravne. otvoren na sve mreze. gratis nekoristene apple zicne slusalice. cijena je fiksna medju najpovoljnijim na oglasima. bilo kakve zamjene su iskljucene. nalazim se u koprivnici. moguce slanje postom. kontakt na 091 309 7591 sms wapp . brzo odgovaram na sve upite.,42122656,03.12.2023.,126
20,mark1224,oglasivaca,iphone 11 pro,Grad Zagreb,rabljeno,300,iphone 11 pro 64gb graphite stanje odlicno na kamerama je zastita koja se lako skine ako zelite zdravlje baterije 80% face id i sve ostalo radi dolazi uz kutiju zamjene ne,42118846,03.12.2023.,204
21,nela1106,oglasivaca,iphone 11 pro 64 gb,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro u odlicnom stanju. za vise info inbox ili mail nela7020 gmail.com,42184208,02.12.2023.,160
22,emmetbrown,oglasivaca,iphone 11 pro,Grad Zagreb,rabljeno,325,model od 64gb memorije space gray boja. potpuno ispravan i funkcionalan azuriran na posljednju verziju ios a 17.1.1 . odjavljen s icloud a i spreman za novog korisnika. zdravlje baterije je 81%. mob star oko dvije i pol godine. radi na sve mreze. od opreme s njim ide kutija lighting kabel i zastitna maskica. moguca zamjena za android.,42182832,02.12.2023.,47
23,Filipa0805,oglasivaca,iphone 11 pro 64gb,Grad Zagreb,rabljeno,325,zlatni baterija 74% odlicno ocuvan uvijek u maski moguce preuzimanje u zagrebu ili dubrovniku 0917617465,42182629,02.12.2023.,142
24,FILIP723,oglasivaca,iphone 11 pro 256 gb,Osječko-baranjska,rabljeno,400,prodajem navedeni mobitel razlog prodaje kupnja novog. od prvog dana nosena maskica i kaljeno staklo. za vise inf na broj 0913618571.,42182458,02.12.2023.,35
25,zerj1,oglasivaca,iphone 11 pro 256gb space grey,Zagrebačka,rabljeno,350,iphone 11 pro 256gb boja space grey ocuvan i u izvanrednom stanju. mobitel kupljen prije 18 mjeseci. prodaje se radi kupnje novijeg modela. 0993482749,42181696,02.12.2023.,171
26,Ghostrider234,oglasivaca,iphone 11 pro space gray 64gb,Osječko-baranjska,rabljeno,250,prodajem navedeni mobitel u vrhunskom stanju bez ikakvih tragova koristenja s obzirom da je od pocetka u maskici za kaljenim staklom. zdravlje baterije je 93%. cijena je 250 eura i molim da se javljaju samo ozbiljni kupci jer drugacije nema smisla. molim javiti se prvo porukom jer stalno radim.,42178527,01.12.2023.,91
27,Frcoboy,oglasivaca,iphone 11pro 64gb,Međimurska,rabljeno,300,prodajem iphone 11pro 64gb gold. mobitel maksimalno ocuvan od prvog dana u zastitnoj maskici. uz mobitel ide kutija punjac i slusalice. cijena 300 fiksna,42176399,01.12.2023.,32
