,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,traga,oglasivaca,iphone 13 pro max silver 1tb na sve mreze doslovno kao novi,Grad Zagreb,rabljeno,920, mobitel je u tvornickom stanju original sve10 10 dolazi u original ambalazi s kablom i punjacem radi na sve mreze 091 092 095 097 098 099. koristen stalno u maskici od kojih 1 nova idu u paketu placena 37e na displeju je bila isto zastitna zdravlje originalne baterije je trenutno na 86% drzi jedan dan bez problema moze zamjena za jeftiniji mobitel. boja je silver stanje uredjaja je odlicno 10 10 sve je vidljivo na slikama u prilogu oglasa. osobna primopredaja u zg moguca i moja dostava u gradu zg. 0976524411,42293139,27.12.2023.,435
1,leatoni01,oglasivaca,iphone 13 pro max 128 gb.gold.,Splitsko-dalmatinska,rabljeno,600,prodajem 13 pro max.zlatni.baterija je na 91% ocuvan.nema ni friza stavljena je odmah maska i kaljeno staklo uz mobitel dajem 2 original iphone maske i kabel mobitel je kupljen 18.1.2022 mogu dostavit po splitu i solinu,42295643,27.12.2023.,174
2,Alpha servis,trgovine,apple iphone 13 pro max 256gb rabljeno rate zamjena 2298,Osječko-baranjska,rabljeno,850,uredjaj apple iphone 13 pro max 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 850 00 cijena za kartice 940 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve problema na mobilnim telefonima u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,38810196,27.12.2023.,855
3,smoke9,oglasivaca,iphone 13 pro max 256gb,Grad Zagreb,rabljeno,680,prodajem iphone 13 pro max 256gb sivi. manji znakovi koristenja na prednjem i zadnjem staklu . zdravlje baterije 86%. izvorni dijelovi svi rade. podrzava sve mreze. odjavljen icloud racun. uz mobitel dajem kutiju kabel i apple maskicu. kontakt pozivi sms whatsapp njuskalo.,42383280,27.12.2023.,12
4,mark1224,oglasivaca,iphone 13 pro max 10 10,Grad Zagreb,rabljeno,660,iphone 13 pro max 128gb graphite stanje 10 10 zdravlje baterije 88% face id i sve ostalo radi dolazi uz maskicu 660 ,42382486,27.12.2023.,2
5,hradic,oglasivaca,iphone 13 pro max 128gb baterija 95%,Zagrebačka,rabljeno,700,mobitel u stanju kao nov bez ijedne crtice. uvijek u maskici bio koja dolazi sa mobitelom. kabel nemam jer se koristi a racun izgubljen,42382132,27.12.2023.,26
6,iMOBILE,trgovine, prodajem apple iphone 13 pro max 256gb sve mreze garancija ,Vukovarsko-srijemska,rabljeno,760, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 13 pro max 256gb kupljen kao slobodan uredjaj 88% zdravlje baterije radi na sve mreze zlatna boja max.ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 760 00 5.726 22kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42264060,27.12.2023.,184
7,gavran1987,oglasivaca,iphone 13 pro max 256gb,Varaždinska,rabljeno,800,iphone 13 pro max 256gb zdravlje baterije 93% od 1 dana kaljeno staklo i maska orginal bez ogrebotina uz mobitel dajem orginal maskice i kutiju njegovu mobitel je kupljen 16 studenog 2022g samo osobno preuzimanje postom ne saljem,41677917,27.12.2023.,269
8,goranzujic,trgovine,iphone 13 pro max 128gb,Primorsko-goranska,rabljeno,730,space gray bez crtice sacuvan u originalnoj kutiji sa kabelom za punjenje,41936435,27.12.2023.,188
9,gs2112,oglasivaca,iphone 13 pro max 256gb,Primorsko-goranska,rabljeno,500,prodajem. ekran napuknut ostalo sve radi odlicno. baterija 87%,42377138,27.12.2023.,41
10,Zalagaonica Mesnička,trgovine,iphone 13 pro max,Grad Zagreb,rabljeno,680,pohrana 256 gb boja graphite zdravlje baterije 89% garancija do 02 2024 stanje ocuvan isporuka telefon kutija jamstvo kaljeno staklo. lokacija mesnicka 2 zagreb dodatne slike info 092 5000550 kartice rate 749 00 gotovina 680 00 www.zalagaonice.com,42375814,27.12.2023.,33
11,Iphone456,oglasivaca,iphone 13 pro max 256gb top stanje,Splitsko-dalmatinska,rabljeno,760,prodajem iphone 13 pro max graphite boje u savrsenom stanju. maska i zastitno staklo na njemu od prvog dana. mobitel dolazi u kutiji sa originalnim kavelom za punjenje i tri maske crna maslinasta i modra koje su koristene i crna nova nekoristena. mala ogrebotina vidljiva na zadnjoj slici osim toga ni najmanji friz na njemu. zdravlje baterije 84% vidi se na predzadnjoj slici. zamjene me ne zanimaju.,42223666,27.12.2023.,162
12,smart_8888,oglasivaca,apple iphone 13 pro max 256gb silver odlicno ocuvan 96% bat sve mreze,Primorsko-goranska,rabljeno,680,apple iphone 13 peo max 256 gb silver odlicno ocuvan zdravlje baterije 96% moze se pruzeti u rijeci ili prema dogovoru.,42209853,27.12.2023.,208
13,smart_8888,oglasivaca,apple iphone 13 pro max 128gb silver odlicno stanje oprema sve mreze,Primorsko-goranska,rabljeno,680,apple iphone 13 pro max 128 gb silver u odlicnom stanju bez tragova koristenja zdravlje baterije 89%. moze se pruzeti u rijeci ili saljem dpd om.,41730974,27.12.2023.,290
14,-Riki-,oglasivaca,iphone 13 pro max 256gb 10 10,Primorsko-goranska,rabljeno,650,iphone 13 pro max 256 graphite koristen oko godinu i pol dana dolazi sa kutijom i kabelom. otvoren na sve mreze. stanje je 10 10 cijelo vrijeme u maskici i sa kaljenim staklom. zamjene iskljucene prodajem jer sam kupio 15 pro max. battery health 86% ne saljem postom mobitel se nalazi u ri. molim bez smijesnih ponuda.,42204412,26.12.2023.,231
15,vjurina,oglasivaca,iphone 13 pro max 256gb,Krapinsko-zagorska,rabljeno,650,2 kom stari 18 mjeseci bez ostecenja sivi i svijetlo plavi cijena 650 kom. fiksna cijena,42229692,26.12.2023.,419
16,marko2119,oglasivaca,iphone 13 pro max poklon zamjena,Grad Zagreb,rabljeno,639,prodajem iphone 13 pro max. stanje je 10 10 dolazi s kutijom svom opremom i na poklon dajem maskicu. zdravlje baterije je na 88%. odgovara mi i zamjena za iphone ili samsung. za neka pitanja slobodno mi se javite porukom ili pozivom.,42367518,26.12.2023.,107
17,marko2119,oglasivaca,iphone 13 pro max poklon zamjena,Grad Zagreb,rabljeno,699,prodajem iphone 13 pro max. stanje je 10 10 dolazi s kutijom svom opremom i na poklon dajem maskicu. zdravlje baterije je na 88%. odgovara mi i zamjena za iphone ili samsung. za neka pitanja slobodno mi se javite porukom ili pozivom.,42367497,26.12.2023.,68
