,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,phoenixkraundler,oglasivaca,iphone 13 pro 128 gb space gray dodaci,Koprivničko-križevačka,rabljeno,700,prodajem iphone 13 pro 128 gb space gray boja. mobitel je u odlicnom stanju cuvan od prvoga dana u zastitnoj masci zastitom za ekran i zastitom za lece kamere. mobitel izgleda kao i prvog dana koristenja. uz mobitel poklanjam i dosta dodataka originalna apple kozna maska za mobitel jedno zastitno staklo je instalirano na mobitelu jos jedno dobivate za rezervu i dvije zastite za lece kamere vrijednost tih dodataka je preko 100 eura . posjedujem i svu originalnu ambalazu. moguce je preuzeti u koprivnici ili saljem postom na otkupninu. zamijene me ne zanimaju samo prodaja. cijena 700 upitati putem whatsappa ili vibera na broj 4917631230259,42384056,27.12.2023.,8
1,hotjay,oglasivaca,iphone 13 pro 128gb,Primorsko-goranska,rabljeno,590,iphone 13 pro graphite sa 128gb prodajem stanje top nema ogrebotina ni crtica po ekranu nekoristen kabl orginal kutija i racun. cijena je fiksna zamjena samo za iphone 15 crne boje zapakiran uz moju doplatu. prodaja iskljucivo osobno. kupcu gratis cellular line maskica i besplatna licenca za imazing iphone manager pc ili mac vrijednost 20e ,42166487,27.12.2023.,1001
2,antelukic99,oglasivaca,apple iphone 13pro 256 gig.silver.,Bjelovarsko-bilogorska,rabljeno,690,prodajem iphone 13pro 256gig.jako uscuvan kao novi bez ijednog vidljivog znaka koristenja bez ogrebotina sto se vidi iz slika.mobitel od prvog dana stavljeno kaljeno staklo zastita za kameru i zastitna maska uredjaj je star godinu i 10 mjeseci baterija na 88 posto.uz mobitel poklanjam usb c 20w power adapter brzi punjac maskicu za telefon i zastitu za kameru broj na koji me mozete nazvati 098 418191 ,42285203,27.12.2023.,231
3,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,659,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja plava zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu 659 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41590429,27.12.2023.,1204
4,hradic,oglasivaca,iphone 13 pro 128gb baterija 100%,Zagrebačka,rabljeno,650,mobitel prakticki nov. nije se koristio niti mjesec dana sto se vidi po bateriji ne nije mijenjana . u firmi koristen kao sluzbeni ali djelatnik je otisao iz firme te morao vratiti mobitel. kutiju i sve popratno nije vratio pa je mobitel ovakav otpisan iz firme bez kutije punjaca i racuna. nemojte radi toga zvat i trazit nizu cijenu jer je i ovako spustena a mobitel je prakticki nov. neka se javi tko zna sto zeli,42382262,27.12.2023.,22
5,Vvalic10000,oglasivaca,iphone 13 pro odlican,Grad Zagreb,rabljeno,570,iphone 13 pro u super stanju. sve radi odlicno kao i prvog dana baterija na 86 posto zdravlja drzi kao i kod kupovine. sve originalno nikad servisiran. zvati na 0919433530,38078885,27.12.2023.,622
6,mkralj01,oglasivaca,apple iphone 13 pro graphite 256gb,Zagrebačka,rabljeno,700,prodajem iphone 13 pro 256 gb graphite u savrsenom stanju bez i jedne crtice na telefonu i ekranu. od kupnje telefon u originalnoj maskici i zastitnom staklu. uz telefon dajem svu originalnu ambalazu i kabel za punjenje.,42382023,27.12.2023.,20
7,Zalagaonica Kvatrić,trgovine,iphone 13 pro 128 gb,Grad Zagreb,rabljeno,530,rabljeno u odlicnom stanju opseg isporuke mobitel kutija zdravlje baterije 92% lokacija trg eugena kvaternika 2 zagreb specifikacije rabljeno u odlicnom stanju opseg isporuke mobitel kutija lokacija trg eugena kvaternika 2 zagreb specifikacije 6 1 incni super retina xdr zaslon s promotion tehnologijom filmski nacin rada pro sustav kamere lidar skener raspon optickog zuma od 6x prores video pametni hdr 4 nocni nacin apple proraw 4k dolby vision hdr snimanje a15 bionicki cip do 22 sata video reprodukcije izdrzljiv dizajn s keramickim stitom ip68 vodootpornost 5g povezivost ios 15 podrzava magsafe dodatke mogucnost brzog punjenja adapter za napajanje prodaje se zasebno ,42382021,27.12.2023.,44
8,Tose23,oglasivaca,iphone 13 pro,Sisačko-moslavačka,rabljeno,570,na prodaju iphone 13 pro star 15 mjeseci u savrsenom stanju 10 10 od prvog dana u maskici i kaljenom staklu. mobitel radi savrseno baterija je na 88% uz mobitel ide kutija i kabal za punjenje. bez zamjena jer sam kupio novi mobitel i to je razlog prodaje iphona.,42379178,27.12.2023.,27
9,smart_8888,oglasivaca,apple iphone 13 pro 128gb graphite top stanje oprema sve mreze 87%,Primorsko-goranska,rabljeno,590,apple iphone 13 pro 128 gb graphite top stanje s originalnom opremom radi na sve mreze zdravlje baterije 87% moze se pruzeti u rijeci ili prema dogovoru.,42201783,27.12.2023.,253
10,eltrondd,oglasivaca,iphone 13 pro 128gb plavi rac garan dostava,Grad Zagreb,rabljeno,699,iphone 13 pro 128gb siera blue mobitel prakticki ko novi tvornicki odklj na sve mreze koristen 5mj racun i garancija baterija 100% dolazi sa brzim punjacem usb 20w moguca dostava 0996707567,42342280,27.12.2023.,366
11,Smart Doctor,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,700,uredjaj apple iphone 13 pro 128gb stanje uredjaja rabljeno baterija 87% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 700 00 cijena za kartice 819 50 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41613299,27.12.2023.,430
12,2fastforyou,oglasivaca,apple iphone 13 pro 128gb,Krapinsko-zagorska,rabljeno,599,kutija racun i sva oprema...,42371480,27.12.2023.,15
13,Death_Jr,oglasivaca,iphone 13 pro crni 128gb baterija 86% bez i jedne ogrebotine,Grad Zagreb,rabljeno,550,crni. kupljen 22.11.2021. u a1 centru na sve mreze. uz mobitel poklanjam crnu maskicu i novi original apple punjac.,42370710,26.12.2023.,91
14,antun03,oglasivaca,iphone 13 pro 256 gb baterija 97%,Osječko-baranjska,rabljeno,700,odlicno stanje kao nov zastitno staklo i masku cijelo vrijeme imao nije koristen trebao je biti poklon ali odustao od poklona pa ga sad prodajem,39594416,26.12.2023.,510
15,snjezana555,oglasivaca,iphone 13 pro graphite 128 gb,Zagrebačka,rabljeno,600,prodajem iphone 13 pro boja graphite 128 gb. mobitel je u odlicnom stanju od prvog dana se korisitila maska. 100 % ispravan. kontakt 098 1633 677 098 9932 515,42370448,26.12.2023.,63
16,Tickistik,oglasivaca,iphone 13 pro 128gb siera blue,Osječko-baranjska,rabljeno,650,iphone 13 pro u izvrsnom stanju koristen ima 85% baterije. ima svoju originalnu kutiju kablel i poklanjam punjac.,41921208,26.12.2023.,279
17,sjovic,oglasivaca,iphone 13pro 128gb graphite,Grad Zagreb,rabljeno,650,prodajem iphone 13pro dobro uscuvan kapacitet baterije 88%,41937333,26.12.2023.,1175
18,Lino00481,oglasivaca,apple iphone 13 pro 128gb sierra blue,Grad Zagreb,rabljeno,570,apple iphone 13 pro 128gb sierra blue prvi vlasnik mobitel je bez ogrebotine. od prvog dana ima zastitno kaljeno staklo i maskicu. zdravlje baterije je 84% uz mobitel dolazi orginalna kutija lightening to usb c kabel orginalni i maskica zastitna. mobitel radi besprjekorno. nikakva zamjena ne dolazi u obzir iskljucivo kupnja. za sve upite kontaktirajte putem navedenog telefonskog broja.,42064421,26.12.2023.,1812
19,mark1224,oglasivaca,iphone 13 pro 10 10 91% zdravlje baterije,Grad Zagreb,rabljeno,630,iphone 13 pro 128gb silver stanje 10 10 zdravlje baterije 91% face id i sve ostalo radi kutija maskica zamjene ne,42198240,26.12.2023.,508
