,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,marioblatine,oglasivaca,iphone 11 64,Splitsko-dalmatinska,rabljeno,270,kao nov.bat 82 %,42383699,27.12.2023.,9
1,VanjaW12,oglasivaca,iphone 11,Grad Zagreb,rabljeno,230,u savrsenom stanju nema niti crtice uz njega dolazi kutija i punjac i deset maskica face id radi icloud otkljucan,40888302,27.12.2023.,2440
2,ElektronikOutlet,oglasivaca,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,27.12.2023.,3836
3,Pobij454,oglasivaca,iphone 11 64 gb bijeli 75% kapacitet baterije,Grad Zagreb,rabljeno,220,prodajem iphone 11 64 gb bijeli 75% kapacitet baterije na ekranu par sitnih ogrebotina slika 3 od koristenja dolazi s punjacem i slusalicama slusalice nisu apple adapter,42383121,27.12.2023.,7
4,Malgil,oglasivaca,iphone 11 64 gb bijeli zastitno staklo,Osječko-baranjska,rabljeno,129,rabljeni bijeli iphone 11 64 gb na njemu nema zastitnog stakla ekran je na mjestima izgreban bez punjaca u kutiji je igla za sim karticu uz njega prodajem nekoristeno zastitno staklo,42383033,27.12.2023.,34
5,Karlovacko050,oglasivaca,iphone 11 128gb,Šibensko-kninska,rabljeno,200,prodajem iphone 11 od 128gb. baterija je na 84% kapaciteta. telefon je u vrlo dobrom stanju bez vidljivih ostecenja .,42382871,27.12.2023.,27
6,mark1224,oglasivaca,iphone 11,Grad Zagreb,rabljeno,200,iphone 11 64gb black stanje odlicno okvir i poledjina bez tragova na ekranu par manjih crtica koje se ne osjete niti vide dok je ekran upaljen zdravlje baterije 83% face id i sve ostalo radi kutija maskica 200 ,42382433,27.12.2023.,4
7,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,apple iphone 11 64gb white rabljen kap. bat. 81% ,Istarska,rabljeno,200,apple iphone 11 64gb white rabljen kap. bat. 81% detaljni opis artikla dostupan na nasem webshop u https ab mobiteli.com products apple iphone 11 64gb white rabljen kap bat 81 variant 47488551059799,42382144,27.12.2023.,12
8,TECHNOSTORE,trgovine,apple iphone 11 64gb nov dostava garancija ,Zagrebačka,rabljeno,399,uredjaj je izlozbeni kao nov folija na ekranu dolazi sa svom opremom adapter i kabel original 100% baterija 12mj jamstvo kontakt 091 895 0096. dostupan u vise boja mi smo web trgovina i izdajemo racun na ime moze i r1 uz ovjereno jamstvo od 12 mjeseci u ovlastenom servisu od datuma kupnje. dostava na podrucju cijele rh dostavnom sluzbom dpd izdajemo r 1 racun. narudzbu mozete izvrsiti na sljedece nacine tel 091 895 0096 dominik tel 099 4111 768 mail prodaja technostore.hr web www.technostore.hr tehnicke specifikacije uredjaja pogledajte na www.technostore.hr u nasoj web trgovini mozete platiti... kreditnom karticom amex diners i zaba maestro na do 24 rata jednokratno ili na obroke do 12 obroka ... ... opcom uplatnicom virmanom internet bankarstvom ili gotovinom prilikom dostave paketa. korisnik prilikom kupovine samostalno bira nacin placanja kojim ce izvrsiti placanje. ako kupac odabere placanja na transakcijski racun slanje robe biti ce izvrseno nakon zaprimljene uplate. placanje kreditnim karticama jednokratno diners discover maestro mastercard i visa obrocno diners od 2 do 24 rate zaba do 12 rata pbz do 12 rata mb plus od 2 do 12 rata . u mbnet grupaciji su sljedece banke erste steiermarkische bank d.d. istarska kreditna banka umag d.d. sberbank d.d. kent banka agram banka d.d. slatinska banka d.d na nasoj web trgovini dostupni su i drugi modeli po najpovoljnijim cijenama ostale oglase mozete pogledati klikom na svi oglasi ovog oglasivaca u donjem desnom kutu. unaprijed vam hvala na povjerenju i daljnoj suradnji ,30723566,27.12.2023.,3168
9,andrijanajurakic,oglasivaca,iphone 11 64gb crni,Grad Zagreb,rabljeno,250,prodajem iphone 11 64gb crni. ocuvan otkljucan svi podaci na slikama. baterija 86%.,42382009,27.12.2023.,25
