,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,smoke9,oglasivaca,iphone 11 pro max 256gb nova baterija,Grad Zagreb,rabljeno,310,prodajem iphone 11 pro max 256gb sivi. manji znakovi koristenja na staklu. sve radi. ovaj tjedan stavljena nova baterija. nije orginal. odjavljen icloud racun. uz mobitel dajem kutiju punjac kabel i maskice. kontakt pozivi sms whatsapp njuskalo.,42383274,27.12.2023.,11
1,zalagaonice.eu,trgovine,iphone 11 pro max 64gb,Požeško-slavonska,rabljeno,449,sve mreze stanje odlicno zdravlje baterije 80% zalagaonica nova gradiska strossmayerova 4 035 625 999 zalagaonica pozega njemacka 19 034 622 134 pratite nas i na facebooku obratite nam se za dodatne informacije mogucnost slanja mogucnost izdavanja r1 racuna,42194377,27.12.2023.,85
2,mf01,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro max 64gb stanje 9 10 mobitel kupljen u americi radi bez greske. uvijek koristen sa maskom i kaljenim staklom. uz mobitel dolazi punjac i maska. zdravlje baterije 76% cijena nije fiksna. preuzimanje u zagrebu ili osijeku.,42325810,27.12.2023.,544
3,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Grad Zagreb,rabljeno,320,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42381949,27.12.2023.,20
4,damj98,oglasivaca,iphone 11 pro max 64gb,Osječko-baranjska,rabljeno,370,pozdrav prodajem navedeni uredjaj u odlicnom stanju doslovno bez ogrebotine. uz mobitel dolazi 11 maskica vrijedne preko 150e. uz mobitel jos ide kutija i kabal za punjenje. baterija 83% sve radi odlicno cijena 370e nije fiksno 385957383146 dostupan viber wapp,42370735,26.12.2023.,19
5,miha302,oglasivaca,iphone 11 pro max 256gb,Grad Zagreb,rabljeno,380,prodajem iphone 11 pro max space gray. mobitel je u odlicnom stanju i radi kao prvoga dana. kupljen 2019. u istyle u. kapacitet baterije je 86% i kolicina memorije 256gb. nosen sa zastitnom maskom i stakalcem cijelo vrijeme a uz njega poklanjam i novi tempered glass. moze se doci pogledati uzivo.,41789622,26.12.2023.,2377
6,Bushido1608,oglasivaca,apple iphone 11 pro max 256 gb,Splitsko-dalmatinska,rabljeno,450,prodajem iphone 11 pro max 256 gb.mobitel u top stanju bez ijedne ogrebotine.zdravlje baterije 84 posto.mobitel dolazi sa punjacem kutijom maskicama i zastitnim staklom.,42293863,25.12.2023.,73
7,dstipic,oglasivaca,iphone 11 pro max 256gb silver,Virovitičko-podravska,rabljeno,370,telefon u stanju 9 10 gotovo bez ikakvih tragova koristenja. kutija. sve u tvornickom stanju i ispravno nista nije mijenjano zdravlje baterije na 76%.,42363874,25.12.2023.,45
8,XEROS,oglasivaca,iphone 11 pro max 64 gb zlatni,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro max 64gb boja gold kupljen u 11 2019. mobitel je u super stanju bez ostecenja. uz njega dolazi kutija punjac adapter i kabel maskica novo zastitko staklo te racun. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41326868,25.12.2023.,2742
9,jzitkovic,oglasivaca,iphone 11 pro max baterija 85%,Zagrebačka,rabljeno,320,prodajem iphone 11 pro max 64gb space gray. mobitel je u odlicnom stanju sa vrlo malo znakova koristenja. cijelo vrijeme je bio u maski i sa zastitnim staklom. baterija je u vrlo dobrom stanju moze izdrzati 2 dana normalnog koristenja.,42360110,24.12.2023.,159
10,lukaaa19m,oglasivaca,iphone 11 pro max 64gb gold,Grad Zagreb,rabljeno,270,iphone 11 pro max 64gb gold uz njega kutija punjac par maskica. ocuvan radi sve osim gornjeg zvucnika dakle poziv se cuje na spikerfonu ili na slusalicama iz nepoznatog razloga ne radi zvuk gore dolje da. sve drugo dobro.,42359977,24.12.2023.,201
11,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Međimurska,rabljeno,320,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42359830,24.12.2023.,42
12,Krampus_os,oglasivaca,iphone 11 pro max,Osječko-baranjska,rabljeno,270,prodajem navedeni mobitel. ostecena zadnja strana. ostalo u perfektnom stanju. uz mobitel ide kutija kabal za punjenje i slusalice.,42359325,24.12.2023.,46
13,file003,oglasivaca,iphone 11 pro max,Splitsko-dalmatinska,rabljeno,330,koristen i ocuvan. dolazi sa punjacem i maskicom. na telefonu je novi ekran i baterija. slobodan cloud sve mreze 64gb,42138884,23.12.2023.,147
14,slonic_tonic,oglasivaca,iphone 11 pro max space green 64gb u odlicnom stanju,Osječko-baranjska,rabljeno,280,zbog kupovine novog teska srca prodajem iphone 11 pro max 64gb. mali tragovi koristenja. od 1. dana u maskici i sa zastitnim staklom. zdravlje baterije 82%. u paketu nekoristene slusalice i punjac bez adaptera.,42354899,23.12.2023.,71
15,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2011,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 82% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149662,23.12.2023.,939
