,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
14,Win1s3,oglasivaca,iphone 14 pro max 256 gb space black kao novo garancija,Splitsko-dalmatinska,rabljeno,900,kao nov stanje 10 10. od prvog dana zastitno staklo i maskica. koristen 9 mj. garancija do 2 mj 2024. bez zamjena . cijena 900 kutija i sva oprema. poklanjam original punjac ,42298286,26.12.2023.,198
15,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 1tb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1375, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 1tb 1000gb mobiteli 1000 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40478285,26.12.2023.,276
16,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 256gb mobiteli 256 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40396440,26.12.2023.,320
17,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb zlatni top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386389,26.12.2023.,125
18,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb black top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386363,26.12.2023.,120
19,SOLLY,oglasivaca,iphone 14 pro max 128 gb deep purple baterija 98% ,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max 128gb ljubicaste boje star 12 mjeseci 10 2022 . koristen poslovno te ne svaki dan tako da je zdravlje baterije na odlicnih 98%. mobitel je u super stanju zastitno staklo od prvog dana. uz mobitel dolazi kutija punjac adapter i kabel te crna maskica. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41701968,25.12.2023.,1099
20,ina15,oglasivaca,iphone 14pro max,Šibensko-kninska,rabljeno,1650,prodajem iphone koristen nepunih mjesec dana. prodaje se iskljucivo zbog teske prilagodbe prelaska s androida na iphone. slike saljem na upit. dobiju se i maske te zastitna stakla i adapter s punajacem sve je kupljeno posebno .,42361880,24.12.2023.,29
21,Frigoterma d.o.o.,trgovine,iphone 14 pro max 128gb deep purple,Vukovarsko-srijemska,rabljeno,950,prodaje se iphone 14 pro max 128gb rabljeno deep purple cijena za gotovinu 950 00 cijena za kartice na rate 1.045 00 jamstvo 20.04.2024. mogucnost obrocne otplate diners mogucnost placnja do 36rate erste mogucnost placanja do 12 rate slatinska mogucnost do 12 rata agram mogucnost do 12 rata nova hrvatska mogucnost do 12 rata kent banka mogucnost do 12 rata istarska kreditna banka umag d.d. sve ostale informacije na 097 777 0 333,42208003,24.12.2023.,205
22,aldin11199,oglasivaca,iphone 14 pro max 256 gb,Grad Zagreb,rabljeno,999,iphone 14 pro max 256 gb boja crna dolazi sa 1 mat crnom maskicom i 1 originalnom prozirnom maskicom sa magsafe,42358107,23.12.2023.,205
23,Domba9493,oglasivaca,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,750,prodajem ocuvan iphone 14 pro max koji dolazi s prozirnom maskicom ne otvorenim kablom zastitnim staklom dodatno zastitno staklo. za vise informacija poslati poruku.,41989706,23.12.2023.,1553
24,TajanaHaley,oglasivaca,iphone 14 pro max space black 128gb,Zagrebačka,rabljeno,980,prodajem navedeni model apple iphone. bez tragova koristenja.,42356681,23.12.2023.,198
25,tomo0910,oglasivaca,iphone 14 max pro,Zadarska,rabljeno,900,128 gb. koristen godinu dana. boja crna. baterija 100%. poklon adapter.,42356535,23.12.2023.,49
26,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2086,Osječko-baranjska,rabljeno,1000,naziv uredjaja apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 1.000 00 cijena za kartice 1.100 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41651047,23.12.2023.,642
27,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2195,Osječko-baranjska,rabljeno,1000,naziv uredjaja apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj 20.01.2024 originalni datum kupnje 20.01.2023 pisana garancija uz svaki uredjaj zdravlje baterije 97% mreze slobodan uredjaj cijena za gotovinu 1.000 00 cijena za kartice 1.100 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,40196081,23.12.2023.,1202
28,Stole50,oglasivaca,prodajem iphone 14 pro max silver 128 gb,Varaždinska,rabljeno,1050,prodajem iphone 14 pro max silver 128gb sa punjacem adapterom i jednom maskicom.stanje 10 10 samo osobno preuzimanje zamjene me ne za imaju..garancija do 3mj vidljivo na slikama ,42353974,23.12.2023.,130
29,parislondon,oglasivaca,iphone 14 pro max 256gb bijeli,Primorsko-goranska,rabljeno,1050,prodajem iphone 14 pro max 256gb stanje uredaja 9.9 10 cijelo vrijeme sa zastitnim staklom i maskicom uz mob idu kutija racun punjac 3 maskice jedna maskica oem apple placena 70 prednja folija od mobiloutfitters fusion 40 ,42351574,22.12.2023.,36
30,OpgMiron,oglasivaca,iphone 14 pro max 128gb,Sisačko-moslavačka,rabljeno,890,prodajem iphone 14 pro max 128gb kao nov kutija papiri i ostala oprema,42351026,22.12.2023.,56
31,OpgMiron,oglasivaca,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,999,prodajem iphone 14 pro max 256 gb kao nov kutija papiri i ostala oprema,42351002,22.12.2023.,36
32,trgovacc,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,800,prodajem rabljeni crni iphone 14 pro max 128gb u stanju kao novo. mobitel je kupljen u 10. mjesecu 2022. baterija je na 94% kapaciteta na zaslonu je zastitno kaljeno staklo od prvog dana na kameri je takodjer zastitno staklo nosen u masci od prvog dana. uz mobitel poklanjam spigen masku. mobitel je potpuno ispravan i neostecen. bez zamjena. osobna primopredaja. cijena fixna 800 099 7998342,42331293,22.12.2023.,694
33,onestopshop,oglasivaca,apple iphone 14 pro max 128gb black 10 10 sve mreze zamjena ,Varaždinska,rabljeno,799,prodajem apple iphone 14 pro max u crnoj boji sa 128 gb memorije. uredaj je u odlicnom stanju. zdravlje baterije 93%. cijena 800 fixno mogucnost osobnog preuzimanja u varazdinu zagrebu ili saljem hp expressom overseas expresom po cijeloj hrvatskoj. kontakt vito.reviews gmail.com kontaktiraj oglasivaca zvati ili sms imessage u bilo koje doba 0953747184 broj prilozen na njuskalo profilu. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. na taj nacin preskacemo bespotrebnu komunikaciju koja oduzima vrijeme sto meni sto vama,42348954,22.12.2023.,157
34,nordashi,oglasivaca,iphone 14 pro max crni 128gb ocuvan,Osječko-baranjska,rabljeno,950,prodajem iphone 14 pro max 128 gb u odlicnom stanju bez ijedne ogrebotine ocuvan i koristen u poslovne svrhe. baterija je na 99%. uredjaj nije resetiran tako da mozete na licu mjesta testirati dostava na podrucju osijeka ili relacija osijek nasice. uz uredjaj dolazi originalni kabel za punjenje i kutija. razlog prodaje upgrade na iphone 15... ne primam manje ponude niti zamjene.,42348497,22.12.2023.,41
35,Zalagaonica Dubrovnik,trgovine,iphone 14 pro max 128gb garancija,Dubrovačko-neretvanska,rabljeno,929,iphone 14 pro max stanje odlicno bez ostecenja nema crtica garancija do 08 2024 memorija 128 gb boja deep purple baterija 97% kartica rate 1.030 00 gotovina 929 00 opseg isporuke mobitel kutija kabel i racun slanje gls ili osobno preuzimanje u poslovnici.,42347555,22.12.2023.,51
36,Maremed,oglasivaca,iphone 14 pro max 128gb space black baterija 100%,Splitsko-dalmatinska,rabljeno,900,iphone 14 pro max 128gb crne boje zdravlje baterije 100% koristen samo split trogir i omis ne saljem postom bez zamjena odgovaram samo na poziv ,39010357,22.12.2023.,1237
37,9999vp,oglasivaca,prodajem iphone 14 pro max gold racun garancija bat 99%,Virovitičko-podravska,rabljeno,950,prodajem iphone 14 pro max gold kao nov racun garancija kutija,42345840,21.12.2023.,48
38,Zalagaonica Dubrovnik,trgovine,iphone 14 pro max 128gb garancija,Dubrovačko-neretvanska,rabljeno,855,phone 14 pro max 128gb uredjaj je koristen. ima crtu vidljivu na ekranu koja ne smeta pri koristenju uredjaja. apple garancija je od 7 23. uredjaj dolazi bez kutije i punjaca. baterija 100% memorija 128gb boja crna kartica rate 950 00 gotovina. 855 00 slanje gls ili osobno preuzimanje u poslovnici.,41740273,21.12.2023.,429
39,Tomi11137,oglasivaca,iphone 14 pro max garancija,Grad Zagreb,rabljeno,840,garancija 18.1.2024. baterija 91% 5 maskica gratis,42163556,21.12.2023.,840
40,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb gold top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386401,21.12.2023.,101
41,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb silver top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386362,21.12.2023.,121
42,Alpha servis,trgovine,apple iphone 14 pro max 256gb rabljeno rate zamjena 2183,Osječko-baranjska,rabljeno,1050,uredjaj apple iphone 14 pro max 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje 14.03.2023 pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 1.050 00 cijena za kartice 1.150 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41047064,21.12.2023.,637
43,Prodaja5245,oglasivaca,apple iphone 14 pro max garancija 10 10,Grad Zagreb,rabljeno,950,prodaje se apple iphone 14 pro max. garancija do 13.02.2024. mobitel nema niti jednu crticu ni ogrebotinu uvijek u masci i sa zastitnim staklom. uredjaj 100% ispravan. stanje baterije 94%. baterija i dalje odlicno drzi 3h screen on time potrosi oko 35% baterije. kabal za punjenje nekoristen. dajem dvije maskice uz mobitel. primopredaja zagreb moguce slanje dostavom ali ne preferiram. moguce zamjene za uredjaje koji su u novom i odlicnom stanju. za sve ostalo molim kontaktirati,42341190,21.12.2023.,94
44,paki182,oglasivaca,iphone 14 pro max 128 gb,Grad Zagreb,rabljeno,950,prodajem iphone 14 pro max 128gb u odlicnom stanju sa zdravljem baterije 99%. uz telefon dolazi i originalna mag safe maska. za vise slika i detalja kontakt na 0989479712. telefon je moguce pogledati u zagrebu.,42146858,21.12.2023.,723
45,lepusko,oglasivaca,iphone 14 pro max black,Virovitičko-podravska,rabljeno,1000,prodajem iphone 14 pro max 128 gb crni kupljen u a1 racun garancija. mobitel u odlicnom stanju bez ikakvih ostecenja koristen cijelo vrijeme sa kaljenim staklom na mobitelu spigenovo kaljeno staklo i maskicom. uz mobitel 7 maskica i dodatno novo spigenovo kaljeno staklo spigen glastr ez fit .,42336883,20.12.2023.,44
46,Horvat14,oglasivaca,iphone 14 pro max 128gb,Osječko-baranjska,rabljeno,920,mobitel je kupljen 26.04.2023 te je pod garancijom do 26.04.2024. zdravlje baterije je na 96%. mobitel je jako dobro ocuvan bez ikakvih tragova koristenja. uz njega poklanjam dvije maskice i kaljeno staklo.,42222270,20.12.2023.,113
47,Greensideffect,oglasivaca,iphone 14 pro max 128gb silver zamjena,Varaždinska,rabljeno,889,prodajem iphone 14 pro max 128gb silver. mobitel je bez najmanjeg traga koristenja kao nov. zamjena moguca iskljucivo za samsung iphone uredaje koji su bez znakova koristenja sa svom opremom i pripadajucom dokumentacijom. garancija i racun 8 24 zdravlje baterije 100% cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42334227,20.12.2023.,90
48,Hrvoje_K,oglasivaca,iphone 14 pro max 1tb space black odlicno stanje,Grad Zagreb,rabljeno,1000,prodajem top verziju mobitela iphone 14 pro max kapaciteta 1tb boja space black u odlicnom stanju. telefon je kupljen u ovlastenom apple store ducanu u zagrebu u rujnu 2022 za 2500 eur. sa telefonom dolazi originalna kutija sa originalnim kablom nekoristen te skenirani racun. telefon je kupljen otkljucan tj. radi na svim mrezama a na njemu je zadnji ios verzije 17. stanje baterije je 93%. cijena je fiksna a zamjene iskljucene. lokacija zagreb trg francuske republike .,41796165,20.12.2023.,175
49,barabarabara,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,1030,prodajem mobitel u izvrsnom stanju star godinu dana. ostecenja nema niti u najmanjoj mjeri a baterija je na 100%.,42333689,20.12.2023.,365
50,Lucija-Eleonora,oglasivaca,black space iphone 14 pro max 256gb,Grad Zagreb,rabljeno,1100,prodajem iphone 14 pro max 256gb. mobitel je star 10mjeseci ima garanciju jos 2 mjeseca. kupljen je u istyle u. kapacitet baterije je 97%. od kad je kupljen zasticen je kaljenjim staklom. nema nikakva ostecenja i radi savrseno. uz njega se dobije kutija originalni kabel i apple ov adapter kupljen u istyle u. na poklon 7 maskica i novo kaljeno staklo.,42331650,19.12.2023.,385
51,sinco99ish,oglasivaca,iphone 14 pro max 10 10 bez ijedne crtice bat.99% garancija 900 ,Grad Zagreb,rabljeno,920,iphone 14 pro max bijeli savrseno stanje 10 10 bez ijedne crtice uvijek uz zastitno staklo i case 128gb baterija na 99% racun garancija do 24.01.24 920 091 7662702,42331606,19.12.2023.,433
52,samsungSTENJEVEC,oglasivaca,iphone 14 pro max space black 128 gb,Grad Zagreb,rabljeno,850,baterija 97% kupljen u htu 128 gb kontakt preko whatsappa ili sms 385 95 377 8876 ili 385 91 4747 037,42320173,18.12.2023.,575
53,Wollf,oglasivaca,iphone 14 pro max 256 gb silver,Vukovarsko-srijemska,rabljeno,1100,kao nov pod jamstvom do 22.05.2024. zastitno staklo maskica kutija papiri sve zdravlje baterije 99%,42302478,17.12.2023.,33
54,evergever,oglasivaca,iphone 14 pro max 128gb space black,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro max 128gb crne boje koristen doslovno nov aktiviran 18.08.2023 racun iz t mobile.baterija je na 100%.samo prodaja bez zamijene.,41777150,17.12.2023.,339
55,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,trgovine,iphone 14 pro max 256gb bat.100% space black r1 rate ,Grad Zagreb,rabljeno,970,prodajemo iphone 14 pro max 256gb. uredjaj je u odlicnom stanju sa sitnom ogrebotinom na na bocnoj desnoj strani. uz uredjaj dolazi ovjereni garantni list 21.06.2023. uredjaj je aktiviran 17.08.2023. uredjaj posjeduje garanciju 12 mjeseci od datuma aktivacije zdravlje baterije 100% uz uredjaj dolazi kabel za punjenje boja space black predmet mozete pogledati u nasoj trgovini u ilici 78. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja sifra artikla b25251,42287845,15.12.2023.,358
