,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,markojurkovic1,oglasivaca,iphone 14 pro 128 gb,Šibensko-kninska,rabljeno,890,uredjaj kao nov. 2 mjesec 2023 kupljen 92% baterija zdravlje bez zamjena samo prodaja,42384172,27.12.2023.,5
1,Zalagaonica Karlovac,trgovine,iphone 14 pro 128 gb,Karlovačka,rabljeno,800,stanje ocuvano jamstvo do 14.01.2024 memorija 128gb boja purple,42383237,27.12.2023.,24
2,marabuba007,oglasivaca,iphone 14pro 256gb gold,Osječko-baranjska,rabljeno,940,prodajem iphone 14 pro 256gb gold star godinu dana stanje je kao novo od prvog dana zastitno staklo i maska zdravlje baterije 88% uz njega dajem maske na slici i punjac nisam za zamjenu.,42357242,27.12.2023.,62
3,iconnectservis,trgovine,apple iphone 14 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,889,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 91% boja crni mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 889 00 cijena za kartice na rate 980 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41704002,27.12.2023.,703
4,Zalagaonica sesvete,trgovine,iphone 14 pro 256 gb u trgovini,Grad Zagreb,rabljeno,799,iphone 14 pro 256 gb boja space black baterija 88 % mogucnost izdavanja r1 racuna nalazimo se u sesvetama na adresi bjelovarska 29 radno vrijeme pon pet 09 20 sati subota 09 15 sati mogucnost slanja hp expressom po cijeloj hr pogledajte nase ostale oglase kupionica,42211134,27.12.2023.,1324
5,iconnectservis,trgovine,apple iphone 14 pro 128gb crni rabljeni do 36 rata zamjena,Osječko-baranjska,rabljeno,869,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro 128gb jamstvo na uredjaj 05.04.2024 stanje uredjaja rabljeno boja crni mreze otkljucan na sve mreze zdravlje baterije 91% cijena za gotovinu kartica jednokratno 869 00 cijena za kartice na rate 980 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40639397,27.12.2023.,1741
6,mark1224,oglasivaca,iphone 14 pro 256gb 10 10,Grad Zagreb,rabljeno,850,iphone 14 pro 256gb space black stanje 10 10 privacy kaljeno staklo na ekranu zdravlje baterije 91% face id i sve ostalo radi kutija i maskica 850 ,42380255,27.12.2023.,3
7,kapibara,oglasivaca,iphone 14 pro,Zagrebačka,rabljeno,850,128 gb. kupljen u 3.mjesecu bez ikakvih tragova koristenja doslovno kao nov. racun kutija... zdravlje baterije na 98%. na ekranu kaljeno staklo od prvog dana. kupcu poklon 4 zastine maske 2 dodatna kaljena stakla.,42238431,26.12.2023.,1008
8,Tomas1006,oglasivaca,iphone 14 pro apple watch 8 prilika,Osječko-baranjska,rabljeno,1000,prodajem iphone 14 pro u izvrsnom stanju. baterija je 88% a sto se tice izgleda mobitel je 10 10 kupujem mobitel svake godine tkd ovaj mi je sada visak. uz mobitel prodajem i apple watch sat koji nije nosen vise od 10 puta mislim da se to moze provjerit no na ekranu su vidljive sitne ogrebotinice samo pod jakim svjetlom. sve slike saljem u poruci. iphone 14 pro 800 apple watch 8 250 komplet 1000 ,42369536,26.12.2023.,68
9,bornacavlek,oglasivaca,iphone 14 pro 128gb deep purple,Međimurska,rabljeno,870,prodajem iphone 14 pro deep purple 128gb bez ikakve ogrebotine ili ostecenja zdravlje baterije je 94% mobitel posjeduje racun i garanciju do 2. mjeseca uz mobitel se dobija original apple kabel 4 maskice s magsafe tehnologijom 3 kaljena stakla i 3 zastitna stakla za kameru. moze zamjena cijena 870 i nije fiksna. 091 902 3173,42285126,26.12.2023.,103
10,ivan-perkovic,oglasivaca,iphone 14 pro od 128gb 2 godine garancija gratis punjac i maskica,Splitsko-dalmatinska,rabljeno,900,mob je star 11 mjeseci te ima garanciju jos 25 mjeseci placeno produzeno jamstvo u hgspot split uz mob dajem gratis punjac maskicu i na ekranu je nedavno stavljeno novo kaljeno staklo. zdravlje baterije je 92%. preuzimanje je moguce split solin kastela i okolica. moguca zamjena za s23 s23 ultra. doplata dogovor. sve inf inbox cijena 900 ne odgovaram na njuskalo poruke,42366529,26.12.2023.,30
11,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 128gb gold top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1060, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386454,26.12.2023.,96
12,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 256gb purple top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1185, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 256gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386446,26.12.2023.,95
13,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro 512gb crni top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1320, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 512gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386442,26.12.2023.,81
14,Jaha84,oglasivaca,iphone 14 pro 128gb crna boja baterija 100% garancija punjac ,Splitsko-dalmatinska,rabljeno,799,prodaje se iphone 14 pro od 128gb. crna boja. nije puno koristen. aktiviran sredinom 08.2023 god. stanje 9 10 sitni tragovi koristenja po ekranu na kojem je i kaljeno staklo. garancija do 15.08.2024 god. radi na sve mreze. pokalanjam punjac ,42270176,25.12.2023.,427
15,mark1224,oglasivaca,iphone 14 pro 512gb,Grad Zagreb,rabljeno,880,iphone 14 pro 512gb deep purple stanje odlicno na ekranu nema crtice zdravlje baterije 92% face id i sve ostalo radi kutija i maskica 880 zamjene ne,42246170,25.12.2023.,503
16,Ivek213,oglasivaca,iphone 14 pro,Krapinsko-zagorska,rabljeno,900,prodajem navedeni telefon kupljen u travnju 2023 godine. u besprijekornom je stanju i od prvog dana je u maskici na ekranu kaljeno staklo. uz uredjaj dolazi pet maskica magsafe 3u1 stalak i paket kaljenih stakala kao i airtag. prodajem sve u kompletu jer prelazim natrag na android. moguce zamjene za uredjaj iste vrijednosti preuzimanje u zaboku i okolici westgate ili kingcross. kontakt 491726747404. whatsapp poruka ili poziv. sretan bozic i vesele praznike zelim.,42363538,25.12.2023.,56
17,Aleksprp,oglasivaca,iphone 14 pro 256 gb,Primorsko-goranska,rabljeno,900,prodajem navedeni mobitel. garancija jos godinu dana. za vise info nazvati ,42363455,25.12.2023.,47
18,karlot29,oglasivaca,iphone 14 pro 128gb space black,Šibensko-kninska,rabljeno,850,prodajem iphone 14 pro 128gb space black star 4 mj. od prvog dana maska i zastitno staklo na njemu. stanje 10 10 baterija 100% u paketu idu 3 maske i apple punjac od 20w kutija i racun bez zamjena cijena nije fiksna ,42356800,23.12.2023.,107
19,Aplikacija_Vinkovci,trgovine,apple iphone 14 pro 128gb 93%,Vukovarsko-srijemska,rabljeno,850,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,40150558,23.12.2023.,1517
