,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,puckodj,oglasivaca,apple iphone 11 pro,Požeško-slavonska,rabljeno,290,mob sa svom pripadajucom opremom potpuno ispravan star malo preko dvije godine.,42383837,27.12.2023.,8
1,emmetbrown,oglasivaca,iphone 11 pro,Grad Zagreb,rabljeno,300,model od 64gb memorije space gray boja. potpuno ispravan i funkcionalan azuriran na posljednju verziju ios a 17.2.1 . odjavljen s icloud a i spreman za novog korisnika. zdravlje baterije je 81% drzi cijeli dan normalne upotrebe. mob star oko dvije i pol godine. radi na sve mreze. od opreme s njim ide kutija lighting kabel i zastitna maskica. moguca zamjena 1 za 1 samsung a54 samsung s22 motorola edge 40 ili uz vasu nadoplatu za honor magic 5 lite samsung a52s ili nesto slicno slobodno ponudite pa se lako dogovorimo.,42383796,27.12.2023.,11
2,06111987,oglasivaca,iphone 11pro,Splitsko-dalmatinska,rabljeno,350,stanje 10 10 na sve mreze samo mob i punjac 64g bat 80%,42383348,27.12.2023.,8
3,Dencuga11,oglasivaca,prodajem 2 iphone 11 pro 64gb bijeli i zlatni,Grad Zagreb,rabljeno,275,2 iphone 11 pro uredjaja savrseno ocuvani. cijelo vrijeme u maskicama zastitno staklo i sada na njima. cijena po komadu 275 eura. u drugoj rubrici prodajem i iphone x,42171433,27.12.2023.,848
4,Koljo91,oglasivaca,iphone 11 pro 64gb,Splitsko-dalmatinska,rabljeno,230,prodajem iphone 11 pro 64gb. uz mobitel dolazi kabel i maskica. stanje 9 10.,42323757,27.12.2023.,900
5,ElektronikOutlet,oglasivaca,apple iphone 11 pro novo 99% zdravlje baterije gratis nova mask,Grad Zagreb,rabljeno,390,apple iphone 11 pro 64gb novo perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze zdravlje baterije 99% gratis 3d prednje zastitno staklo 3d zastitno staklo kamere nova maskica redovita cijena 590 snizena cijena 390 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41465341,27.12.2023.,3881
6,anja1611,oglasivaca,iphone 11 pro 64gb gold..ispravan ocuvan,Osječko-baranjska,rabljeno,299,star 2.5god u ispravnom i ocuvanom stanju sve ispravno. face id radi icloud odjavljen koristen u masci unatoc kapaciteta baterije od 77% mob i dalje radi savrseno i baterija normalnim koristenjem drzi cijeli dan. cijena fixna 300e tel 098 996 3848,42238585,27.12.2023.,219
7,josipdelijazg,oglasivaca,iphone 11pro 256gb,Grad Zagreb,rabljeno,380,prodajem iphone 11pro 256gb space gray 10 10. telefon je od prvog dana u masci i kaljenom staklu nema niti jedne ogrebotine. baterija bez problema drzi dan i pol u normalnom koritenju nikad nista nije mjenjano sve na telefonu je original. iskljucivo prodaja bez zamjena prodaje se jer je kupljen novi iphone uz telefon ide sve sto je na slikama za sve druge info sto vas zanima na 0994230423 cijena 380 ne saljem postom samo osobna primopredaja zagreb i okolica uz predhodan dogovor pri kupnji obavezna provjera telefona za ozbiljnog kupca moguca korekcija cijene ,42292507,27.12.2023.,703
8,pipi88,oglasivaca,prilika iphone 11 pro midnight green 64 gb,Splitsko-dalmatinska,rabljeno,400,prodajem izvrsno ocuvan iphone 11 pro s 64 gb interne memorije. na mobitelu nema niti jedne ogrebotine sto je vidljivo iz slika.,41964811,27.12.2023.,202
9,eltrondd,oglasivaca,iphone 11 pro 256gb space gray garan. sve mreze 100% bat dostava,Grad Zagreb,rabljeno,370,iphone 11 pro 256gb gray mobitel ko novi tvornicki odklj na sve mreze kupljen u t comu nova orginal baterija 100% dolazi sa brzim punjacem moguca dostava 0996707567,41523155,27.12.2023.,3298
