,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,iMOBILE,trgovine,prodajem apple iphone 14 128gb sve mreze garancija,Vukovarsko-srijemska,rabljeno,650, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 128gb 96% zdravlje baterije kupljen kao slobodan uredjaj radi na sve mreze ocuvan boja starlight uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun cijena 650 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41997389,27.12.2023.,467
1,iMOBILE,trgovine,prodajem apple iphone 14 sve mreze garancija 6mj.,Vukovarsko-srijemska,rabljeno,670, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 128gb 97% zdravlje baterije kupljen kao slobodan uredjaj radi na sve mreze ocuvan boja midnight uz mobitel ide kutija usb kabal sim iglica garancija 6mj. racun cijena 670 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42348804,27.12.2023.,68
2,aphr0dite,oglasivaca,iphone 14 128gb jamstvo ,Koprivničko-križevačka,rabljeno,650,mobitel star 3 mjeseca racun i garancija. u perfektnom stanju face id i sve ostale funkcije ispravne. zdravlje baterije na 98%. resetiran icloud odjavljen. uz sam uredjaj ide kutija kabel i 2 maskice gratis strujni adapter. cijena je fiksna zamjene me ne zanimaju. dostupno odmah nalazim se u koprivnici. molim za prvi kontakt preko sms poruke ili whatsappa brzo odgovaram ,42383613,27.12.2023.,10
3,danijela888,oglasivaca,apple iphone 14 128gb crni midnight 5g,Grad Zagreb,rabljeno,620,prodajem iphone 14 128gb crna boja 5g u odlicnom stanju bez ogrebotine pod garancijom do 05.01.2024. uz uredjaj ide originalna kutija kabel za punjenje zastitno staklo maska i racun. zdravlje baterije je 87% moguca dostava podrucje zagreba u ostale djelove hr saljem postom za ozbiljne kupce moguca lagana korekcija cijene.,42335505,27.12.2023.,238
4,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,570,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja zdravlje baterije 92% mreze otkljucan na sve mreze cijena za gotovinu 570 00 cijena za kartice na rate 630 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42295240,27.12.2023.,318
5,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,639,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 89% mreze otkljucan na sve mreze cijena za gotovinu 639 00 cijena za kartice na rate 710 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41996713,27.12.2023.,555
6,Potrci,oglasivaca,iphone 14 midnight 128gb radi na sve mreze racun garancija 3mj,Grad Zagreb,rabljeno,590,mobitel kupljen 07.02.2023. koristen uglavnom za razgovore sve radi uredno radi na sve mreze 091 092 095 097 098 099. dolazi u ambalazi sa komplet opremom garancijom koja vrijedi do 07.02.2024. mobitel je kao novi stanje 100 100 zdravlje baterije na 90 %. na displeju je zastitno kaljeno staklo i koristen je u maskici original koja ide u paketu. moze se pogledati i preuzeti u zg a sve po dogovoru pozivom na broj iz oglasa.,42214475,27.12.2023.,1370
7,marioblatine,oglasivaca,iphone 14 bat 89 %,Splitsko-dalmatinska,rabljeno,550,kao nov.,42381997,27.12.2023.,18
8,smart_8888,oglasivaca,apple iphone 14 256gb starlight kao novi racun oprema sve mreze,Primorsko-goranska,rabljeno,640,apple iphone 14 256 gb starlight kao novi s racuno radi na sve mreze zdravlje baterije 89%. moze se preuzeti u rijeci ili saljemo dpd om.,41557832,27.12.2023.,862
9,smart_8888,oglasivaca,apple iphone 14 128gb starlight midnight kao novi sve mreze 90%bat,Primorsko-goranska,rabljeno,580,apple iphone 14 128 gb starlight i mirnight odlicno ocuvani kao novi. cijena za jedan uredjaj zdravlje baterije starlight 90% midnight 91% rade na sve mreze. moze se pruzeti u rijeci ili prema dogovoru.,42023117,27.12.2023.,376
