,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,sxpf1,oglasivaca,iphone 12 pro 256 gb gold,Grad Zagreb,rabljeno,600,iphone 12 pro 256 gb zlatna boja sa kutijom i kabelom c na lightning 3 maske. od prvog dana u maski i kaljeno staklo. baterija na 84%.,42486009,10.01.2024.,17
1,ivi-zg,oglasivaca,iphone 12 pro 128gb graphite u perfektnom stanju ,Grad Zagreb,rabljeno,399,prodajem apple iphone 12 pro 128gb graphite u perfektnom stanju 10 10 baterija 84% kutija.,42485719,10.01.2024.,18
2,zeewoin,oglasivaca,iphone 12 pro 256 gb pacific blue odlicno ocuvan ,Grad Zagreb,rabljeno,469,prodajem iphone 12 pro 256 gb pacific blue. mobitel kupljen u ducanu prije godinu i pol. ocuvan maksimalno i u odlicnom stanju. uz mobitel poklanjam originalnu maskicu kupljenu u istoru koja nije koristena a placena 66 eur. mobitel prodajem iskljucivo jer sam kao poklon dobio novi. 098 76 79 76 luka,41961757,10.01.2024.,2355
3,smart_8888,oglasivaca,apple iphone 12 pro 256gb blue kao novi nova baterija sve mreze,Primorsko-goranska,rabljeno,450,apple iphone 12 pro 256 gb pacific blue kao novi nova baterija radi na sve mreze. moze se pruzeti u rijeci ili saljemo dpd om.,42263585,10.01.2024.,194
4,smart_8888,oglasivaca,apple iphone 12 pro 256gb graphite kao novi oprema sve mreze,Primorsko-goranska,rabljeno,420,apple iphone 12 pro 256gb graphite kao novi s opremom radi na sve mreze zdravlje baterije 85%. moze se preuzeti u rijeci ili saljemo dpd om.,42449070,10.01.2024.,87
5,elsavior,oglasivaca,apple iphone 12pro 128gb crni 450 00 eur,Grad Zagreb,rabljeno,450,prodajem iphone 12 pro 128 gb graphite sa fast charger punjacem lighting kablom i maskicom odlicno ocuvan. zdravlje baterije 89% od prvog dana u maskici odlicno ocuvan molim iskljucivo prodaja bez zamjena ,42105721,10.01.2024.,1400
6,sara13298,oglasivaca,iphone 12 pro 128 gb u odlicnom stanju gratis maskica,Grad Zagreb,rabljeno,490,prodajem iphone 12 pro 128 gb u odlicnom stanju neostecen sve radi. baterija je u odlicnom stanju na 90% kao sto je vidljivo sa slike. uz mobitel dolazi gratis maskica. mobitel je kupljen u ducanu istyle a prodaje se radi kupovine novog uredjaja. moguca dostava.,42484739,10.01.2024.,46
7,anteh24,oglasivaca,iphone 12 pro 256gb,Zagrebačka,rabljeno,450,prodajem iphone 12 pro 256gb ocuvan stanje 10 10 baterija na 85%,42484668,10.01.2024.,14
8,Sanjin707,oglasivaca, iphone 12 pro 256gb odlicno stanje moguca zamjena ,Primorsko-goranska,rabljeno,399,iphone 12 pro 256gb stanje je 9.5 10 jer je rabljen.. tvornicki na sve mreze.. zdravlje baterije 87% kutija kabel mob maskica.. cijena 400 eura fixno moguca je zamjena za samsung uredjaj s22 s23 s23 plus ultra.. moja vasa doplata 0995602277 sami uredjaj saljem po dogovoru ,42241353,10.01.2024.,454
9,dada500,oglasivaca,iphone 12 pro,Grad Zagreb,rabljeno,400,prodajem iphone 12 pro graphite 256 gb. bez ostecenja zdravlje baterije 83%. mobitel koristen uvijek s zastitnim staklom i naslovom. uz mobitel poklanjam zastitno staklo i maskicu ,42252872,10.01.2024.,170
