,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,iMOBILE,trgovine, prodajem apple iphone 13 pro max 256gb sve mreze garancija ,Vukovarsko-srijemska,rabljeno,760, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 13 pro max 256gb kupljen kao slobodan uredjaj 88% zdravlje baterije radi na sve mreze zlatna boja max.ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 760 00 5.726 22kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42264060,10.01.2024.,335
1,stankoslav95,oglasivaca,iphone 13 pro max 128gb,Splitsko-dalmatinska,rabljeno,600,star 2 godine baterija na 87%,42485553,10.01.2024.,14
2,Alpha servis,trgovine,apple iphone 13 pro max 128gb rabljeno rate zamjena 2304,Osječko-baranjska,rabljeno,800,uredjaj apple iphone 13 pro max 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 800 00 cijena za kartice 880 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,36863663,10.01.2024.,2083
3,Alpha servis,trgovine,apple iphone 13 pro max 128gb rabljeno rate zamjena 2283,Osječko-baranjska,rabljeno,800,uredjaj apple iphone 13 pro max 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 800.00 cijena za kartice 880.00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,39176396,10.01.2024.,1125
4,Alpha servis,trgovine,apple iphone 13 pro max 128gb rabljeno rate zamjena 2316,Osječko-baranjska,rabljeno,800,uredjaj apple iphone 13 pro max 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 800 00 cijena za kartice 880 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,38967575,10.01.2024.,1346
5,Alpha servis,trgovine,apple iphone 13 pro max 256gb rabljeno rate zamjena 2298,Osječko-baranjska,rabljeno,850,uredjaj apple iphone 13 pro max 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 850 00 cijena za kartice 940 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve problema na mobilnim telefonima u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,38810196,10.01.2024.,995
6,Zanimljivohr777,oglasivaca,iphone 13 pro max 256gb savrseno ocuvan 10 10,Splitsko-dalmatinska,rabljeno,755,prodajem 13 pro max 256gb memorije u graphite boji . jako malo koristen . stanje kao novo. radi na sve mreze. zdravlje baterije na 92% . jamstvo je isteklo prije 20 dana. samo prodajem ne uzimam zamjene . sve info na broj 098 570 365,42469350,10.01.2024.,53
7,smart_8888,oglasivaca,apple iphone 13 pro max 256gb silver odlicno ocuvan 96% bat sve mreze,Primorsko-goranska,rabljeno,660,apple iphone 13 peo max 256 gb silver odlicno ocuvan zdravlje baterije 96% moze se pruzeti u rijeci ili prema dogovoru.,42209853,10.01.2024.,411
8,smart_8888,oglasivaca,apple iphone 13 pro max 512gb sierra blue kao novi oprema sve mreze,Primorsko-goranska,rabljeno,670,apple iphone 13 pro max 512 gb sierra blue kao novi s opremom radi na sve mreze zdravlje baterije 85%. moze se pruzeti u rijeci.,42471246,10.01.2024.,60
9,Boss496,oglasivaca,apple iphone 13 pro max 256gb graphite baterija 100%,Virovitičko-podravska,rabljeno,849,prodajem iphone 13 pro max u boji graphite s 256gb memorije. star je 13 mjeseci kao nov nema tragova koristenja baterija je i dalje na 100%. uz mobitel dolaze dvije dodatne maske. moguce osobno pogledati.,41394143,10.01.2024.,158
