,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,ivan_josipa,oglasivaca,iphone 14 baterija 98% ,Grad Zagreb,rabljeno,599,prodajem iphone 14 128gb boja midnight kupljen u 2. mjesecu 2023. godine. koristen svega par mjeseci. kupljen u smartlab ducanu posjedujem i racun. od prvog dana koristen sa kaljenim staklom na zaslonu te u silikonskoj maskici. stanje kao i na slikama. prodaje se jer je visak. dostava na podrucju zagreba. ne saljem postom.,42294197,10.01.2024.,1065
1,iMOBILE,trgovine,prodajem apple iphone 14 128gb sve mreze garancija,Vukovarsko-srijemska,rabljeno,650, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 128gb 96% zdravlje baterije kupljen kao slobodan uredjaj radi na sve mreze ocuvan boja starlight uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun cijena 650 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41997389,10.01.2024.,672
2,danijela888,oglasivaca,apple iphone 14 128gb crni 5g,Grad Zagreb,rabljeno,570,prodajem iphone 14 128gb crna boja 5g iznimno ocuvan u odlicnom stanju bez ogrebotine uz uredjaj ide originalna kutija kabel za punjenje zastitno staklo zastitna maska i racun. baterija 87% moguca dostava podrucje zagreba u ostale djelove hr saljem pouzecem za ozbiljne kupce moguca lagana korekcija cijene. kontakt 091 5050603,42335505,10.01.2024.,820
3,Alpha servis,trgovine,apple iphone 14 128gb rabljeno rate zamjena 2353,Osječko-baranjska,rabljeno,620,uredjaj apple iphone 14 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 88% mreze slobodan uredjaj cijena za gotovinu 620.00 cijena za kartice 690.00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,42112381,10.01.2024.,293
4,Alpha servis,trgovine,apple iphone 14 128gb rabljeno rate zamjena 2328,Osječko-baranjska,rabljeno,620,uredjaj apple iphone 14 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 88% mreze slobodan uredjaj cijena za gotovinu 620 00 cijena za kartice 690 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,42438853,10.01.2024.,101
5,smart_8888,oglasivaca,apple iphone 14 128gb starlight midnight kao novi sve mreze 90%bat,Primorsko-goranska,rabljeno,580,apple iphone 14 128 gb starlight i mirnight odlicno ocuvani kao novi. cijena za jedan uredjaj zdravlje baterije starlight 90% midnight 91% rade na sve mreze. moze se pruzeti u rijeci ili prema dogovoru.,42023117,10.01.2024.,501
6,smart_8888,oglasivaca,apple iphone 14 256gb starlight kao novi racun oprema sve mreze,Primorsko-goranska,rabljeno,640,apple iphone 14 256 gb starlight kao novi s racuno radi na sve mreze zdravlje baterije 89%. moze se preuzeti u rijeci ili saljemo dpd om.,41557832,10.01.2024.,960
7,Boss496,oglasivaca,apple iphone 14 256gb midnight batterija 100%,Virovitičko-podravska,rabljeno,699,prodajem navedeni uredjaj u izvrsnom stanju star 11 mjeseci kupljen na pretplatu u hrvatskom telekomu. uz njega dolazi sve original i dvije maskice. moguce pogledati osobno u novalji pag .,41492415,10.01.2024.,78
8,Damiszagar,oglasivaca,iphone 14 128gb,Primorsko-goranska,rabljeno,600,telefon je star godinu dana bez ogrebotina. zdravlje baterije 92%,42484339,10.01.2024.,18
9,Smart Doctor,trgovine,apple iphone 14 128 gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,655,uredjaj apple iphone 14 128 gb stanje uredjaja rabljeno baterija 98% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 655 00 cijena za kartice 825 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41487193,10.01.2024.,581
10,Kostobran1,oglasivaca,iphone 14 128gb,Splitsko-dalmatinska,rabljeno,570,prodajem iphone 14 128gb crne boje maksimalni kapacitet baterije 88% malo ostecen na gornjem desnom rubu slika 3 crna maskica za mobitel prgavi mobitel opcionalno ne placa se dodatno ,42410806,10.01.2024.,169
11,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena akcija,Osječko-baranjska,rabljeno,619,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo do 19.04.2024 stanje uredjaja rabljeno zdravlje baterije 95% boja midnight mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 619 00 cijena za kartice na rate 710 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40537208,10.01.2024.,1694
