,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,ivanderk,oglasivaca,iphone 14 pro 256gb,Grad Zagreb,rabljeno,780,garancija do 9. mj 2024 kupljen u t com 256gb osiguranje na lom ekrana ako vam pukne staklo ili se polomi kompletan ekran dobivate novi ekran u ovlastenom servisu besplatno otvoren na sve mreze poklon 2 zastitne maskice punjac na poklon zdravlje baterije 87%,42480419,10.01.2024.,292
1,moodchaser,oglasivaca,iphone 14 pro gold 128 gb garancija,Grad Zagreb,rabljeno,780,prodajem iphone 14 pro 128 gb. navedeni uredjaj je pod garancijom do 11. mjeseca 2024. godine. zdravlje baterije je 93% uredjaj nema ogrebotina niti vidljivih tragova koristenja. od prvog dana je pod zastitnom maskicom te s apliciranim kaljenim staklom. uz uredjaj dolazi original kabel za punjenje spigen ultra hybrid zero one magsafe maska u vrijednosti 45 eura spigen ultra hybrid crna maska ringke fusion bumper dodatno kaljeno staklo i nikad otvorene usb c earpods. zamjene me ne zanimaju. kontaktirati porukom zbog posla na ozbiljne upite cu odgovoriti u najkracem roku.,42483787,10.01.2024.,109
2,Samanta10,oglasivaca,iphone 14 pro 1tb stanje top garancija jos 11 mjeseci,Zadarska,rabljeno,949,iphone 14 pro 1tb stanje top racun sva pripradajuca oprema i maska u kojoj je od prvog dana bez zamjena. zvati na broj 098 1778 122,42291487,10.01.2024.,324
3,iconnectservis,trgovine,apple iphone 14 pro 128gb crni rabljeni do 36 rata zamjena,Osječko-baranjska,rabljeno,869,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro 128gb jamstvo na uredjaj 05.04.2024 stanje uredjaja rabljeno boja crni mreze otkljucan na sve mreze zdravlje baterije 91% cijena za gotovinu kartica jednokratno 869 00 cijena za kartice na rate 980 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40639397,10.01.2024.,1946
4,iconnectservis,trgovine,apple iphone 14 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,869,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 91% boja crni mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 869 00 cijena za kartice na rate 970 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41704002,10.01.2024.,912
5,DarioDM7,oglasivaca,prodajem iphone 14 pro star 7 mjeseci,Grad Zagreb,rabljeno,850,stanje 10 10 doslovno kao kutije 128 gb crna boja kapacitet baterije 96% racun i garancija poklon original clear mag case. email dariomatic7 gmail.com,42475672,10.01.2024.,528
6,peeero8,oglasivaca,iphone 14 pro 128gb deep purple,Vukovarsko-srijemska,rabljeno,900,prodajem iphone 14 pro 128gb. mobitel je star 4 mjeseca stanje 10 10 zdravlje baterije 100%. uredaj se ne koristi vec mjesec zbog kupnje novog mobitela. stanje gotovo kao tvornicko od prvoga dana u maskici i s kaljenim staklom. uz njega poklanjam original apple koznu maskicu placenu 70 . uz uredaj dolazi racun i tvornicka garancija. uredaj nema utor za fizicku sim karticu nego podrzava samo esim. zvati na 099 8756978,42481093,10.01.2024.,28
7,njuska222,oglasivaca,iphone 14pro purple,Međimurska,rabljeno,850,jamstvo do 5mj na sve mreze zastitno staklo i maskica racun stanje 9 10 nikad otvaran ili popravljan,42479287,09.01.2024.,43
8,Drevo22,oglasivaca,iphone 14 pro 512gb,Istarska,rabljeno,920,top stanje. zdravlje baterije 90%. otkljucan na sve mreze. kabel za punjenje i maskica. garancija do 06.02.2024. moguca zamjena za ps4 ps5 samsung iphone xiaomi huawei mobitel lcd ili led televizor. nadoplata po dogovoru.,42479207,09.01.2024.,32
9,vopi23,oglasivaca,iphone 14 pro 128 gb,Grad Zagreb,rabljeno,750,prodajem iphone 14 pro star godinu dana s kutijom. memorija 128gb sve uredno nikad pao ili popravljan baterija 92%. jamstvo je upravo isteklo 1g .,42478567,09.01.2024.,381
