,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,ElektronikOutlet,oglasivaca,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,10.01.2024.,4335
1,Tomominirent,oglasivaca,iphone 11 64b top stanje,Grad Zagreb,rabljeno,250,iphone 11 u super stanju sve radi fantasticno zdravlje baterije na 92 posto. kutija punjac uz njega. zvati na 0919433530,40022374,10.01.2024.,4065
2,Alpha servis,trgovine,apple iphone 11 64gb rabljeno rate zamjena 2318,Osječko-baranjska,rabljeno,300,uredjaj apple iphone 11 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 84% mreze slobodan uredjaj cijena za gotovinu 300 00 cijena za kartice 330 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata i diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37124256,10.01.2024.,1190
3,Alpha servis,trgovine,apple iphone 11 64gb rabljeno rate zamjena 2338,Osječko-baranjska,rabljeno,300,uredjaj apple iphone 11 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo 3 mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 300 00 cijena za kartice 330 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,36959614,10.01.2024.,1760
4,Alpha servis,trgovine,apple iphone 11 64gb rabljeno rate zamjena 2329,Osječko-baranjska,rabljeno,300,uredjaj apple iphone 11 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 86% mreze slobodan uredjaj cijena za gotovinu 300 00 cijena za kartice 330 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,36907938,10.01.2024.,1583
5,smart_8888,oglasivaca,apple iphone 11 64gb black kao novi sve mreze racun garancija,Primorsko-goranska,rabljeno,290,apple iphone 11 64 gb black kao novi s originalnom opremom zdravlje baterije 92% racun garancija do 31.12.23. radi na sve mreze moze se preuzeti u rijeci ili saljemo dpd om.,42051891,10.01.2024.,227
6,jurandrija645,oglasivaca,iphone 11,Istarska,rabljeno,200,prodajem iphone 11 u super stanju.,42484865,10.01.2024.,14
7,VesnaMare,oglasivaca,iphone 11 64 gb,Grad Zagreb,rabljeno,300,prodajem iphone 11 64gb ocuvan bez nedostataka kupljen od a1 i jedina sam vlasnica. u originalnoj kutiji uz novu zelenu maskicu.,42249761,10.01.2024.,682
8,arllenn,oglasivaca,iphone 11 sa 128gb pohrane kao novo vz zg,Varaždinska,rabljeno,320,prodajem iphone 11 128 gb kao novi nema ni jedne tockice ni crtice koristila zenska osoba pa ja max sacuvan.. nikad razbijan niti popravljan sve originalno. dolazi sa dvije maskice prozirna i crna... varazdin zagreb cijena 320 ,42484275,10.01.2024.,13
9,egrgi2,oglasivaca,iphone 11 64gb,Grad Zagreb,rabljeno,100,iphone 11 64gb star oko 2.5 godine prije godinu dana promijenjena baterija i zvucnik. jedino steka touch na slova m k ostalo sve ispravno.,42483891,10.01.2024.,89
