,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,mark1224,oglasivaca,iphone 13 pro 256gb 10 10,Grad Zagreb,rabljeno,680,iphone 13 pro 256gb gold stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 85% face id i sve ostalo radi kutija iglica apple maskica i racun zamjene ne,41965879,29.11.2023.,481
1,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,699,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja plava zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu 699 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41590429,29.11.2023.,705
2,toninanjush,oglasivaca,iphone 13pro 128gb prodajem. savrseno ocuvan. racun,Grad Zagreb,rabljeno,630,prodajem iphone 13pro. savrseno ocuvan. sa odgovarajucom maskom. kupljen u rujnu 2022. u istore u u cvjetnom. prilazem racun. ne prilazem punjac. zdravlje baterije 89%. osobno preuzimanje u zagrebu zamjene nisu opcija.,42130667,29.11.2023.,181
3,Toothfairy95,oglasivaca,iphone 13 pro 256gb,Grad Zagreb,rabljeno,700,prodajem navedeni mobitel stanje baterije 92% bez problema izdrzi cijeli dan uz aktivno koristenje. nikakve ogrebotine nikad pao i sve funkcionira savrseno. kutiju i racun ne mogu naci trenutno selio se dvaput otkako ga imam... moguce pogledati u zagrebu vikendima eventualno u splitu nekad vikendom.,42145930,29.11.2023.,32
4,chokic,oglasivaca,prodajem iphone 13 pro zeleni ,Splitsko-dalmatinska,rabljeno,600,iphone 13 pro tamno zeleni 128gb u odlicnom stanju. slike saljem na upit. molim kontakt porukom ili mailom.,42143790,28.11.2023.,30
5,Tickistik,oglasivaca,iphone 13 pro 128gb siera blue,Osječko-baranjska,rabljeno,699,iphone 13 pro u izvrsnom stanju koristen ima 85% baterije. ima svoju originalnu kutiju kablel i poklanjam punjac.,41921208,28.11.2023.,155
6,dalibor3004983,oglasivaca,iphone 13 pro 256gb,Grad Zagreb,rabljeno,750,telefon je kupljen prije 18 mjeseci stanje 10 10 od prvog dana u maskicama i zastitnim staklima zdravlje baterije na 90% uz njega dobijete 4 atraktivne maskice i dva dodatna zastitna stakla koji vrijede minimalno 150 . prodaja zbog dobivanja novog 14 pro.,40717483,28.11.2023.,2490
7,ToMyDU,oglasivaca,iphone 13pro 128gb,Dubrovačko-neretvanska,rabljeno,800,u odlicnom stanju bez ogrebotina star 22mjeseca zdravlje baterije 88% za vise informacija nazovite,42142882,28.11.2023.,12
8,mcindric444,oglasivaca,iphone 13 pro 256 gb graphite,Osječko-baranjska,rabljeno,750,iphone 13 pro 256 gb graphite stanje savrseno bez crtice igdje. zdravlje baterije 92%,42142515,28.11.2023.,24
9,rango12,oglasivaca,iphone 13 pro 128gb graphite boja top stanje sve mreze punjac,Splitsko-dalmatinska,rabljeno,750,top stanje max ocuvan zdravlje baterije 87%. garancija istekla. star cca 1.5 god. graphite boja. radi na sve mreze. poklanjam punjac ,41735172,28.11.2023.,301
10,MA000R,oglasivaca,iphone 13 pro 256 gb,Splitsko-dalmatinska,rabljeno,700,prodajem navedeni mobitel u savrsenom stanju. bez tragova koristenja. zdravlje baterije je na 87% iskljucivo osobno preuzimanje,41577943,28.11.2023.,597
11,Prodajahit,oglasivaca,apple iphone 13 pro 128 gb ispravan odlican 128 gb bat 86%,Osječko-baranjska,rabljeno,670,uredjaj koristen godinu dana i sad visak dobiven sluzbeni drugi 14 pa je ovaj na prodaju. uredjaj jako ocuvan i ispravan. baterija na 86% 091 734 8809,41681366,28.11.2023.,394
12,Warehouse233,oglasivaca,iphone 13 pro 128gb graphite,Varaždinska,rabljeno,519,prodajem iphone 13 pro 128gb graphite. mobitel je bez najmanjeg traga koristenja kao nov. na mobitelu u desnom doljnjem kutu se nalazi jedna manja crna tocka prikazano na zadnjoj slici .ne utjece na rad mobitela sve funkcionalno samo osobna primopredaja kako bi se uvjerili u ispravnost uredjaja. zdravlje baterije 87% cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42139618,28.11.2023.,81
13,mikulic_tina,oglasivaca,iphone 13 pro 256 gb alpine green,Grad Zagreb,rabljeno,690,prodajem iphone 13 pro 256 gb u alpine green boji. mobitel nema apsolutno nikakvih ostecenja ni ogrebotina jer su od prvog dana koristeni maska i kaljeno staklo. uz mobitel dolazi kabel punjaca maskica i dva kaljena stakla. stanje 10 10. iskljucivo prodaja dolazi u obzir.,42139343,28.11.2023.,62
14,mark1224,oglasivaca,iphone 13 pro 90% zdravlje baterije,Grad Zagreb,rabljeno,670,iphone 13 pro 128gb graphite stanje 10 10 zdravlje baterije 90% face id i sve ostalo radi uz mobitel dolazi kutija i maskica zamjene ne,42139181,28.11.2023.,5
15,josipa123j,oglasivaca,iphone 13 pro 128gb sierra blue,Splitsko-dalmatinska,rabljeno,700,prodajem iphone 13pro. mobitel je u odlicnom stanju bez ostecenja. zdravlje baterije je na 87%. razlog prodaje je kupnja novog uredjaja. cijena 700e te nije fiksna.,42138975,28.11.2023.,33
16,dinopoplatnik,oglasivaca,iphone 13 pro 128 mb sierra blue,Varaždinska,rabljeno,700,iphone 13 pro sierra blue 2 godine star bez ogrebotine. ocuvan kao nov. dolazi sa punjacem i kablom za auto punjac.,42138383,28.11.2023.,23
17,_iNikeC,oglasivaca,iphone 13 pro 128 gb space gray,Šibensko-kninska,rabljeno,590,iphone 13 pro 128 gb space gray kupljen 03 2022 zdravlje baterije 87% sve funkcionira bez problema. jedina mana puknuto zadnje staklo koje ne ometa rad mobitela. puklo iako je bio u maskici . prednje staklo uvijek sa kaljeno staklom bez ogrebotine. cijena reducirana za popravak zadnjeg stakla koje kosta 100 130 . nisam radio zbog toga sto koristim mobitel svakodnevno a za popravak je potrebno 2 3 dana.,41700184,28.11.2023.,546
18,ikiter14,oglasivaca,iphone 13 pro 128 gb,Brodsko-posavska,rabljeno,650,iphone 13 pro 128 gb boja alpine green zdravlje baterije 87% stanje 10 10 uz mobitel dodatno kaljeno staklo na njemu i maskica.,42134770,27.11.2023.,73
19,ProdajaMobitelaKastela,oglasivaca,iphone 13 pro 128gb plava boja extra stanje sve mreze punjac ,Splitsko-dalmatinska,rabljeno,750,prodaje se iphone 13 pro 128gb. top stanje max ocuvan. stalno nosen u maskici. plava top boja. 87% zdravlje baterije. radi na sve mreze. poklon punjac ,41735225,27.11.2023.,245
20,atestbiro,oglasivaca,iphone 13 pro 128gb,Sisačko-moslavačka,rabljeno,690,jako ocuvan mobitel kupljen 01 2022. plavi.,42132501,27.11.2023.,44
21,emakc,oglasivaca,prodajem iphone 13 pro gold 128gb radi na sve mreze koprivnica,Koprivničko-križevačka,rabljeno,415,na iphone u je razbijena zadnja strana. od pada ne radi face id. prva sam vlasnica zdravlje baterije 89% ne odgovaram na njuskalo poruke odgovaram samo na pozive,41515081,27.11.2023.,2181
22,srebacic-ivan,oglasivaca,iphone 13pro 128giga,Krapinsko-zagorska,rabljeno,760,mobitel od prvog dana u maskici bez ostecenja 10 10 kutija kabel za punjenje baterija na 88% moguca zamijena za iphone 15pro,42131593,27.11.2023.,36
23,Aplikacija_Vinkovci,trgovine,apple iphone 13 pro 128gb 88%,Vukovarsko-srijemska,rabljeno,650,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,36472752,27.11.2023.,3919
24,medeni20,oglasivaca,iphone 13 pro 128gb gratis punjac i 2 maskice,Splitsko-dalmatinska,rabljeno,749,750 kao nov zdravlje baterije 93% sve mreze gratis punjac i 2 maskice zastitno staklo na ekranu preuzimanje split solin kastela sinj i okolica info 0912754444 ne odg na njuskalo poruke,41649252,27.11.2023.,264
25,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 13 pro 128gb razne boje garancija zamjena da 128 gb ,Splitsko-dalmatinska,rabljeno,1005, sve na jednom mjestu mixshop prodaju se apple iphone 13 pro 128gb mobiteli kratko koristeni i gotovo ne koristeni mobiteli perfektno stanje kao novo novoo bez i najmanjeg traga koristenja sva originalna oprema nova ne koristena kutija i sve ostalo uvijek na stanju razne boje tvornicki otkljucani na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,39053546,27.11.2023.,708
26,mark1224,oglasivaca,iphone 13 pro 10 10 gold,Grad Zagreb,rabljeno,650,iphone 13 pro 128gb gold stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 88% face id i sve ostalo radi kutija iglica i maskica zamjene ne,41996757,27.11.2023.,272
27,mark1224,oglasivaca,iphone 13 pro 10 10,Grad Zagreb,rabljeno,660,iphone 13 pro 128gb graphite stanje 10 10 kaljeno staklo na ekranu zdravlje baterije 87% face id i sve ostalo radi kutija iglica i maskica zamjene ne,41981209,27.11.2023.,392
