,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,MarioGiunio,oglašivača,iphone 11 64gb crni,Grad Zagreb,rabljeno,200,iphone 11 u savrsenom stanju. zdravlje baterije 85% preferirano placanje je uplata na racun.,42147646,29.11.2023.,9
1,ElektronikOutlet,oglašivača,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,29.11.2023.,2524
2,sanjkalo,oglašivača,iphone 11 64 gb zeleni,Splitsko-dalmatinska,rabljeno,270,prodajem iphone 11 koristen 24 mj koliko je trajala pretplata.jako dobro ocuvan baterija u super stanju.dolazi bez punjaca jer ga ni ja nisam dobila.zelene boje.cijena jako povoljna. uz mobitel poklanjam 6 maskica koje sam koristila s tim da su dvije original apple.zdravlje baterije 80% uplate primam na moj osobni racun jer nemam dobro iskustvo sa pay protectom.,41938781,29.11.2023.,117
3,grga1987,oglašivača,iphone 11 128gb,Zagrebačka,rabljeno,280,prodajem iphone 11 128gb mobitel je u naboljem izdanju nije nigdje ostecen nema ogrebotinu niti jednu znaci nov nov.,42122376,29.11.2023.,125
4,TTC4,oglašivača,iphone 11 64 gb,Grad Zagreb,rabljeno,225,mobitel ispravan u vrlo dobrom stanju i originalnom pakiranju.koristen 2 god. baterija odlicna. uz mobitel i maskica.,42133102,29.11.2023.,90
5,bradanovic,oglašivača,iphone 11 64gb,Grad Zagreb,rabljeno,250,prodajem iphone 11 tirkizne boje u vrlo dobrom stanju.,40793201,29.11.2023.,277
6,canca,oglašivača,iphone 11 64gb kao nov,Grad Zagreb,rabljeno,250,iphone 11 64gb bez ostecenja kao nov kutija moguca dostava,42145100,28.11.2023.,38
7,eltrondd,oglašivača,iphone 11 128gb crni rac garan. sve mreze bat 100% dostava,Grad Zagreb,rabljeno,350,iphone 11 128gb mobitel doslovce ko novi tvornicki odklj na sve mreze racun i garancija baterija 100% dolazi sa brzim punjacem moguca osobna dostava zg ostatak hr hpexpress ili gls 0996707567,37101234,28.11.2023.,6917
8,Astrodat2,oglašivača,apple iphone 11 128gb space grey,Grad Zagreb,rabljeno,270,prodajem rabljeni smartphone uredjaj apple iphone 11 128gb space grey. uredjaj je u maksimalno ocuvanom stanju bez vidljivih ostecenja i sa svom pripadajucom opremom kao sto se i vidi na video snimci. od prvog dana uredjaj ima zastitno prednje staklo i silikonsko kuciste. novo staklo i novo kuciste dobivate na poklon. baterija je na 87% battery health a uredjaj je star tri godine i potpuno ispravan. liquid retina hd display 6.1 inch diagonal all screen lcd multi touch display with ips technology 1792 by 828 pixel resolution at 326 ppi 1400 1 contrast ratio typical true tone display wide color display p3 haptic touch 625 nits max brightness typical fingerprint resistant oleophobic coating support for display of multiple languages and characters simultaneously a13 bionic chip 6 core cpu with 2 performance and 4 efficiency cores 4 core gpu 8 core neural engine dual 12mp ultra wide and wide cameras ultra wide 2.4 aperture and 120 field of view wide 1.8 aperture 2x optical zoom out digital zoom up to 5x portrait mode with advanced bokeh and depth control portrait lighting with six effects natural studio contour stage stage mono high key mono optical image stabilization wide five element lens ultra wide six element lens wide true tone flash with slow sync panorama up to 63mp sapphire crystal lens cover 100% focus pixels wide night mode wide deep fusion wide next generation smart hdr for photos wide color capture for photos and live photos advanced red eye correction auto image stabilization burst mode photo geotagging image formats captured heif and jpeg 4k video recording at 24 fps 25 fps 30 fps or 60 fps 1080p hd video recording at 25 fps 30 fps or 60 fps 720p hd video recording at 30 fps extended dynamic range for video up to 60 fps optical image stabilization for video wide 2x optical zoom out digital zoom up to 3x audio zoom true tone flash quicktake video slo mo video support for 1080p at 120 fps or 240 fps time lapse video with stabilization cinematic video stabilization 4k 1080p and 720p continuous autofocus video take 8mp still photos while recording 4k video playback zoom video formats recorded hevc and h.264 stereo recording video formats supported hevc h.264 mpeg 4 part 2 and motion jpeg supports dolby vision hdr10 and hlg airplay mirroring photos and video out to apple tv 2nd generation or later 7 video mirroring and video out support up to 1080p through lightning digital av adapter and lightning to vga adapter adapters sold separately ,42143359,28.11.2023.,50
9,Vvalic10000,oglašivača,iphone 11 top stanje,Grad Zagreb,rabljeno,250,iphone 11 u izvrsnom stanju. kutija papiri punjac uz njega. zdravlje baterije 91 posto. koristen kao sluzbeni. zvati na 0919035243,36840752,28.11.2023.,2020
