,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,iPhonezg55,oglasivaca,iphone 14 128gb,Grad Zagreb,rabljeno,560,128gb memorije radi na sve mreze zdravlje baterije 93% originalna prodajem zbog kupnje novog iphonea,42047170,29.11.2023.,608
1,Rijeka-R9,oglasivaca,iphone 14 starlight 128gb stanje novo garancija ,Primorsko-goranska,rabljeno,650,kupljen pred 5 mj koristen svega 2 3 mj i to slabo baterija je zato 99% garancija je do 09.06.2024. uz njega poklanjam maskicu placenu 25 kvalitetnu te adapter za punjenje koji se ne dobije u originalu. stanje je novo.,42147121,29.11.2023.,6
2,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena akcija,Osječko-baranjska,rabljeno,699,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo do 04.07.2024 stanje uredjaja rabljeno zdravlje baterije 100% boja midnight mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 719 00 akcija na gotovinu 699 00 cijena za kartice na rate 790 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40537208,29.11.2023.,1331
3,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,659,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 89% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 679 00 akcija na gotovinu 659 00 cijena za kartice na rate 730 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41996713,29.11.2023.,205
4,Mobi Arena,trgovine,apple pametni telefon iphone 14 6gb 128gb midnight koristen,Slovenija,rabljeno,599,koristen apple pametni telefon iphone 14 6gb 128gb midnight sa svom dokumentacijom battery health 90% ocuvanje telefona 7 10 garancija vrijedi do 13.12.2023 iphone 14. snimite nevjerojatne detalje glavnom kamerom od 12 mp. dozivite iphone na potpuno novi nacin uz always on zaslon i novu sigurnosnu znacajku crash detection koja poziva u pomoc kada vi to ne mozete. kljucne znacajke 6 1 incni super retina xdr zaslon s funkcijom always on glavna kamera s 12 mp cinema mod sada u 4k dolby vision do 30 slicica u sekundi akcijski nacin rada za glatke stabilne video zapise iz ruke osnovna sigurnosna tehnologija otkrivanje sudara pozivi za pomoc kada ne mozete cjelodnevno trajanje baterije i do 26 sati reprodukcije videa a15 bionic ultimativni cip za pametni telefon. podrska za ultrabrzu 5g mrezu vodece znacajke izdrzljivosti s keramickim stitom i otpornoscu na vodu ios 16 nudi jos vise nacina za prilagodbu komunikaciju i dijeljenje sustav kamera bez presedana najnoviji iphone 14 odusevit ce vas poboljsanom dvostrukom straznjom kamerom i prednjom kamerom ultra visoke razlucivosti koje ce vam omoguciti snimanje svakog trenutka vaseg zivota u savrsenoj kvaliteti. bilo da je svijetlo mracno stojite ili se krecete uvijek cete dobiti savrsen snimak. napredni smart hdr 4 deep fusion tehnologija i dolby vision kvalitetno snimanje filmova zadovoljit ce i najzahtjevnije korisnike. potpuno nova znacajka je movie mode koji vam omogucuje snimanje nevjerojatnih kadrova kao iz vasih omiljenih akcijskih filmova zahvaljujuci pametnoj umjetnoj inteligenciji. prekrasan oled super retina xdr zaslon pripremite se za nevidjeni spektakl. novi oled super retina xdr ekran donosi dosad dosad nevidjenu gustocu piksela od 460 ppi na iphone uredjajima zahvaljujuci cemu dobivate znacajno ostriju i detaljniju sliku. osim toga zahvaljujuci oled tehnologiji mozete se veseliti realisticnom prikazu boja cijelog spektra boja kao i savrsenoj crnoj i svjetlijoj bijeloj boji. zaslon ima maksimalnu vanjsku svjetlinu do 2000 nita za sve detalje hdr sadrzaja reprodukcije. pouzdan ultrabrzi 5g internet s podrskom za 5g iphone 14 ce vas impresionirati svojom nevjerojatnom brzinom interneta koja ce vam omoguciti preuzimanje prijenos streamanje i gledanje sadrzaja u najvisoj kvaliteti bez dosadnog kasnjenja. omogucuje gotovo trenutacni pristup vasem omiljenom sadrzaju na primjer mozete preuzeti cijeli film u nekoliko sekundi. zahvaljujuci pametnom postavljanju prijemnika signala u kuciste iphonea 5g ce biti pouzdaniji od konkurentskih telefona. vrhunska izvedba apsolutni vrh medju mobilnim procesorima. ne mozete pogrijesiti s brzim i iznimno snaznim procesorom a15 bionic jer je to najsnazniji procesor na trzistu. 6 jezgrena arhitektura 5 jezgrena grafika niska potrosnja energije i poboljsano strojno ucenje cine ovaj procesor najboljim izborom.,42145601,29.11.2023.,10
5,marijan56789,oglasivaca,iphone 14 starlight 128gb stanje 10 10 garancija do 30.1.2025,Grad Zagreb,rabljeno,640,iphone 14 starlight 128gb stanje 10 10.stavljeno kaljeno staklo prvi dan.nigdje nije ostecen niti slicno.uz mobitel dolazi kutija kabel garancija.zdravlje baterije 93%.otkljucan na sve mreze.resetiran na tvornicke postavke.moze payprotect.moze poziv ili sms.,42135753,28.11.2023.,83
6,audi7,oglasivaca,iphone 14 128gb racun garancija punjac,Bjelovarsko-bilogorska,rabljeno,600,prodajem iphone 14 128gb boja midnaight stanje 10 od 10 baterija 89% radi na sve mreze..racun garancij jos 5 mjeseci bjelovar zagreb osobno preuzimanje a moze i slanje hp ekspresom placanje pouzecem nakon sto pregledate paket ,42109163,28.11.2023.,132
7,sara447,oglasivaca,iphone 14,Brodsko-posavska,rabljeno,750,mobitel u odlicnom stanju koristen kratko ima kaljeno staklo nema nikakvih ostecenja uz njega dolazi garancija maskica kutija i punjac garancija traje dvije godine,42143938,28.11.2023.,16
8,Sanmarko1991,oglasivaca,apple iphone 14 128 gb top stanje 10 od 10 jamstvo na sve mreze radi,Osječko-baranjska,rabljeno,650,top stanje 10 od 10. mode 128 gb. na sve mreze radi. star 5 mjeseci racun i jamstvo telemach. baterija 97%.,42066756,28.11.2023.,114
9,zalog.hr - PRODAJA/OTKUP/ZALAGAONICA,trgovine,iphone 14 128gb crni do 24 rate r1 kao novo ,Grad Zagreb,rabljeno,680,prodajemo iphone 14 128gb crni stanje baterije 98% aktiviran 12.07.2023. mobitel je u izvrsbin stanju sa minimalnim tragovima koristenja uz mobitel dolazi originalna ambalaza uz mobitel ne dolazi originalni racun garancija adresa poslovnice ozaljska 62 zagreb prodaja otkup zalog dostava placanje pouzecem placate postaru kad primate paket uz osiguranjem po cijeloj hrvatskoj virmansko placanje dostava uz osiguranjem po cijeloj hrvatskoj placanje gotovina navedene cijene na oglasu su za gotovinsko placanje kartice placanje na rate u poslovnici dio gotovina dio kartica koje kartice primamo pbz maestro visa premium do 24 rate pbz master rba do 12 rata ostale kartice jednokratno kontakt kontakt poziv sms viber whatsapp mail mobitel 098 669 725 whatsapp 098 669 725 fiksna linija 01 363 3678 mail info zalog.hr web www.zalog.hr facebook zalog.hr zalagaonica instagram zalog.hr otkupljujemo i prodajemo i uzimamo u zalog mobiteli tehnika numizmatika investicijsko zlato mobiteli pokretnine automobili quad ovi bicikli elektricni motor i skuter i romobil i djecji auti na akumulator baterije playstation nintendo xbox konzole igre kontroleri i sva ostala oprema laptop i apple macbook ovi tablet i apple ipad i televizor i dji dron ovi gopro kamere hoverboard i sportska fitness crossfit i box oprema ostali predmeti koji imaju trzisnu vrijednost apple iphone 14 128 gb radno vrijeme pon petak 08 00 20 00 sub 9 00 15 00 kliknite na svi oglasi ove trgovine te pogledajte nasu kompletnu ponudu sifra artikla t10679,42142839,28.11.2023.,38
