,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
10,dmesar,oglasivaca,iphone 14 max pro 256gb,Grad Zagreb,rabljeno,1050,stanje kao novi maska i kaljeno staklo od prvog dana. nema nijedne ogrebotine nikad pao. star godinu dana dana.,42145255,29.11.2023.,28
11,alen1233,oglasivaca,iphone 14 pro max 256gb top stanje vz zg,Varaždinska,rabljeno,899,top stanje 10 10 93% zdravlje baterije. moguce slanje pouzecem hp express24 po cijeloj hr kod njih mozete otvoriti paket i provjeriti ili oversease i slicno. moguce preuzimanje pon pet u zagrebu,42144908,28.11.2023.,23
12,jerkori,oglasivaca,apple iphone 14 pro max deep purple 128gb,Zagrebačka,rabljeno,850,prodajem iphone 14 pro max deep purple 128 gb prakticki nekoristen buduci da koristim drugi model.,41969275,28.11.2023.,665
13,Geso555,oglasivaca,iphone 14 pro max sustav android,Zadarska,rabljeno,350,iphone 14 pro max 512 gb radi na sustavu android. ram 6 gb osmojezgreni procesor. mobitel je jako dobra kopija nov je samo otvoren i ukljucen za provjeru.,41890229,28.11.2023.,276
14,Vvalic10000,oglasivaca,iphone 14 pro max 256 gb tvornicko stanje,Grad Zagreb,rabljeno,890,iphone 14 pro max u stanju novog sva oprema racun i garancija 256 gb. sve radi kao prvog dana. battery health 90 posto 0919433530 cijena je zadnja.,42142713,28.11.2023.,53
15,rango12,oglasivaca,iphone 14 pro max 128gb baterija 100% top stanje gratis kaljeno punjac,Splitsko-dalmatinska,rabljeno,999,na prodaju iphone 14 pro max 128gb. top stanje max ocuvan. zdravlje baterije 100% garancina istekla. star tocno 1god slabo koristen. posjedujem racun. radi na sve mreze. poklanjam kaljeno staklo novo i punjac ,41805608,28.11.2023.,185
16,tileeee,oglasivaca,iphone 14 pro max 256 gb baterija 99%,Primorsko-goranska,rabljeno,900,prodajem iphone 14 pro max 256 gb ljubicasti. stanje je 10 10 kao novi. dobijete original koznu futrolu i zaljepljeno staklo. zamjene su iskljucene. cijena je fiksna,41911248,28.11.2023.,198
17,iMOBILE,trgovine, prodajem apple iphone 14 pro max sve mreze garancija ,Vukovarsko-srijemska,rabljeno,979, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 pro max 128gb kupljen kao slobodan uredjaj zdravlje baterije 100% radi na sve mreze crna boja ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 20.05.2024. racun ne saljem tiskom cijena 979 00 7.376 28kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41997406,28.11.2023.,207
18,Sanmarko1991,oglasivaca,apple iphone 14 pro max 128 gb baterija 99% na sve mreze radi,Osječko-baranjska,rabljeno,950,kratko koristen visak i vise se ne koristi stanje top baterija na 99%. radi na sve mreze moze se koristit u inozemstvu... jamstvo do 2 mjeseca 24. ovo se isplati kupit. u okolici moguca dostava,42048530,28.11.2023.,180
19,evergever,oglasivaca,iphone 14 pro max 128gb space black,Splitsko-dalmatinska,rabljeno,1000,iphone 14 pro max 128gb crne boje koristen doslovno nov aktiviran 18.08.2023 racun iz t mobile.baterija je na 100%.samo prodaja bez zamijene.,41777150,28.11.2023.,225
20,smart_8888,oglasivaca,apple iphone 14 pro max 128gb gold kao novi racun garancija sve mr,Primorsko-goranska,rabljeno,899,apple iphone 14 pro max 128 gb gold kao novi s racunom i garancijom do 30.05.2024. zdravlje baterije 100% radi na sve mreze. moze se pruzeti u rijeci.,41738884,28.11.2023.,363
21,Mariobulic12,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,949,prodajem iphone 14 pro max 128gb stanje kao novo star pola godine zdravlje 94%. racun kutija i pripadajuca oprema idu uz mobitel zajedno sa zastitnim staklom i maskicama. osobno preuzimanje ili slanje postom. cijena 1000e,41561755,28.11.2023.,447
22,SOLLY,oglasivaca,iphone 14 pro max 128 gb deep purple baterija 98% ,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max 128gb ljubicaste boje star 12 mjeseci 10 2022 . koristen poslovno te ne svaki dan tako da je zdravlje baterije na odlicnih 98%. mobitel je u super stanju zastitno staklo od prvog dana. uz mobitel dolazi kutija punjac adapter i kabel te crna maskica. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41701968,28.11.2023.,485
23,MA000R,oglasivaca,iphone 14 pro max purple 256 gb,Splitsko-dalmatinska,rabljeno,1080,prodajem navedeni mobitel. koristen je 3 mjeseca. uz mobitel se dobije racun kutija 3 maskice te sva pripadajuca oprema iskljucivo osobno preuzimanje 097 751 2920,41515597,27.11.2023.,150
24,zgxx,oglasivaca,iphone 14 pro max zakljucan icloud,Grad Zagreb,rabljeno,350,iphone 14 pro max zakljucan icloud ekran ima crte i steka touch za dijelove 350e prodaja iskljucivo u zagrebu,42135601,27.11.2023.,58
25,Matej1909,oglasivaca,iphone 14 pro max 256gb white garancija star 9. mjeseci kao nov ,Virovitičko-podravska,rabljeno,930,prodajem iphone 14 pro max 256 gb bijele boje kupljen u 2. mjesecu ove godine jos je pod garancijom. preko ekrana od prvog dana zastitno kaljeno staklo u gornjem kutu se malo odlijepilo ali ne smeta i dajem s njim spigen zastitnu maskicu vrijednosti 25 . zdravlje baterije 93% s njim dolazi kutija racun i sva dodatna originalna oprema. kontakt na broj 0994547227,41970982,27.11.2023.,741
26,goran_sk12,oglasivaca,iphone 14 pro max 128gb deep purple,Sisačko-moslavačka,rabljeno,1000,uredaj je nov kupljen 11.11.2023 samo otvoren cjena fixna,41322997,27.11.2023.,350
27,zhadzic,oglasivaca,iphone 14 pro max 128 gb dodaci,Grad Zagreb,rabljeno,900,pozdrav prodajem iphone 14 pro max 128 gb zajedno sa dodacima. mobitel je u izvrsnom ocuvanom stanju uvijek unutar maskice. razlog prodaje je sto mi vise ne treba za poslovne aplikacije jer su sada dostupne na androidu. kupljen je preko ht a prije 11 mjeseci. mobitel dolazi uz original kutiju original punjacem sa kablom te uz mobitel poklanjam 2 dodatka koja su magsafe maskica te magsafe punjac. zdravlje baterije stoji solidno na 96 posto. moguce je osobno preuzimanje. ako ste zainteresirani slobodno me kontaktirajte ovdje preko poruke ili preko telefona 099 211 5244 ,41988483,27.11.2023.,595
28,gino2901,oglasivaca,iphone 14 pro max samo zamjena ,Splitsko-dalmatinska,rabljeno,1200,iphone 14 pro max 128 gb space black stanje 10 10 kupljen 7.9.2023. zdravlje baterije na 100%. racun i garancija. zamjena iskljucivo za iphone 15 pro. bez ikakve crtice ili nedostatka. na mobitelu je spiegen kaljeno staklo i original iphone mag safe maskica. poklanjam jos jednu original mag safe maskicu kao i ringke crnu maskicu.,41809132,27.11.2023.,270
29,ProdajaMobitelaKastela,oglasivaca,iphone 14 pro max 128 top stanje bat 100% punjac ,Splitsko-dalmatinska,rabljeno,999,prodaje se iphone 14 pro max od 128gb. stanje tip top max ocuvan stalno nosen u maskici a na poklon kaljeno. garancija upravo istekla. radi na sve mreze. crna boja. poklon punjac ,41807743,27.11.2023.,136
30,Cetna1109,oglasivaca,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,950,prodajem iphone 14 pro max 256gb zlatne boje. mobitel je u savrsenom stanju bez ikakvih ogrebotina ili tragova koristenja. osobno preuzimanje u zagrebu ili karlovcu.,42133074,27.11.2023.,94
31,Zalagaonica Dubrava,trgovine,iphone 14 pro max 128gb garancija r1 racun,Grad Zagreb,rabljeno,899,prodajemo navedeni mobitel u odlicnom stanju sa racunom i garancijom. garancija do 11.01.2024 godine. boja purple zdravlje baterije 98% cijena je fiksna zamjene su iskljucene. mogucnost izdavanja r1 racuna.,41691829,27.11.2023.,579
32,lelouisvuitton,oglasivaca,iphone 14 pro max 256 gb zlatni,Splitsko-dalmatinska,rabljeno,950,bez ikakvih ostecenja i ogrebotina. dolazi s dodatnim maskicama. kupljen u istyla otvoren na sve mreze garancija do 21.02.2024. model s 256 gb. baterija 94%. nedavno kupljen novi kabel u istyla.,40182055,27.11.2023.,782
33,marioblatine,oglasivaca,14 pro max,Splitsko-dalmatinska,rabljeno,900,14 pro max . rabljeno. jos pod jamstvom,42131958,27.11.2023.,40
34,mladenimarko,oglasivaca,iphone 14 pro max 128 gb pod garancijom,Grad Zagreb,rabljeno,935,prodajem iphone 14 pro max 128 gb. kupljen u tcomu 18.01.2023. godine.pod garancijom. boja siva antracit. baterija 93%. kao novi bez ogrebotine ili crtice. nikad nije bio na servisu. za preporuku. razlog prodaje je kupnja iphone 15.,42131950,27.11.2023.,56
35,nr13,oglasivaca,iphone 14 pro max 128gb deep purple,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max star 6 mjeseci u izvrsnom stanju bez ikakvih ostecenja garancija vrijedi jos 6mj zdravlje baterije 100% 128gb deep purple boja nisam za zamjene iskljucivo zg i okolica,42072370,27.11.2023.,283
36,smarkus1,oglasivaca,iphone 14 pro max space black,Krapinsko-zagorska,rabljeno,900,iphone 14 pro max 128 gb. stanje vidljivo na slikama. bez ostecenja jer je od prvog dana u zastitnoj maskici i s kaljenim staklom. zdravlje baterije na 97%. ima sve sto u originalu dolazi uz mobitel kutiju usb kabel sve papire racun. garancija vrijedi do 06.02.2024 god. mob. 098 351 525,42057849,27.11.2023.,149
37,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2086,Osječko-baranjska,rabljeno,1050,naziv uredjaja apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 89% mreze slobodan uredjaj cijena za gotovinu 1.050 00 cijena za kartice 1.150 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41651047,27.11.2023.,342
38,publicgymm,oglasivaca,iphone 14 pro max 256gb space black zamjena,Varaždinska,rabljeno,919,prodajem iphone 14 pro max 256gb space black. mobitel je bez najmanjeg traga koristenja kao nov. zamjena moguca iskljucivo za samsung iphone uredaje koji su bez znakova koristenja sa svom opremom i pripadajucom dokumentacijom. zdravlje baterije 94% cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42120556,26.11.2023.,64
39,Mariobrzi7,oglasivaca,iphone 14 pro max,Vukovarsko-srijemska,rabljeno,940,iphone 14 pro max 128gb kao nov baterija i garancija su vam na slikama..kaljeno na njemu i maska crna nova,42117647,25.11.2023.,42
40,OpgMiron,oglasivaca,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,1200,prodajem iphone 14 pro max 256gb star 10 mjeseci baterija 98% kutija papiri racun i garancija,41870442,25.11.2023.,64
41,OpgMiron,oglasivaca,iphone 14 pro max,Sisačko-moslavačka,rabljeno,930,prodajem iphone 14 pro max star 8 mjeseci garancija do 04 2024 kutija papiri i ostala oprema,41992977,25.11.2023.,142
42,Buba1003,oglasivaca,iphone 14 pro max 256gb,Dubrovačko-neretvanska,rabljeno,1050,prodajem iphone 14 pro max model sa 256gb podatkovene memorije. iphone je u savrsenom stanju dolazi u tvornickom pakovanju zdravlje baterije 100% garancija do 04.09.2024 godine.,42116150,25.11.2023.,27
43,Micamaca1981,oglasivaca,iphone 14 pro max 128gb procitati opis molim,Šibensko-kninska,rabljeno,750,na prodaju iphone 14 pro max deep purple. dolazi s racunom kutijom i punjacem garancija vazeca jos 4 mjeseca. stanje uredjaja je lcd 10 10 zadnje staklo 10 10 metalni rub ima vidljivih tragova koristenja u obliku sitnih tockica i crtica baterija je na 95% sve je orginal radi bez ikakvih problema.zamjene me ne interesiraju cjena je fixna saljem postom uz prethodnu uplatu djela iznosa na racun.primam i kripto valute btc eth ltc doge. preferiram sms ili ostale textualne poruke radje nego pozive jer ih uvijek bude stotine s nepotrebnim pitanjima koja su vec u opisu. razlog prodaje je kupnja drugog uredjaja.,42114895,25.11.2023.,147
44,vlado0006,oglasivaca,iphone 14 pro max 512gb 1.100 00 ,Grad Zagreb,rabljeno,1150,iphone 14 pro max u odlicnom stanju bez ijedne ogrebotine baterija na 99% . citavo vrijeme cuvan u hard case maski s poklopcem preko kamere slika u prilogu telefon kupljen u i istyleu uz njega dolazi kopija origilnalnog racuna. telefon dolazi uz r1 racun na ime kupca izrazena cijena je s pdv om.,41807699,25.11.2023.,647
45,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,trgovine,iphone 14 pro max 512gb bat.100% space black r1 rate ,Grad Zagreb,rabljeno,1150,prodajemo iphone 14 pro max 512gb. uredjaj je u odlicnom stanju. uz uredjaj dolazi racun 09.02.2023. uredjaj je aktiviran 17.03.2023. zdravlje baterije 100% uz uredjaj dolazi tvornicki zapakiran kabel boja space black predmet mozete pogledati u nasoj trgovini u ilici 78. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja sifra artikla b24164,42114107,25.11.2023.,148
46,medeni20,oglasivaca,iphone 14 pro max 128gb garancija gratis punjac i maskica,Splitsko-dalmatinska,rabljeno,990,990 kao nov moguce zamjene garancija do 15.12.2023. sve mreze gratis punjac i maskica zdravlje baterije 99% preuzimanje split solin kastela sinj i okolica info 0912754444 ne odg na njuskalo poruke,42114075,25.11.2023.,32
47,mobtechnix,oglasivaca, apple iphone 14 pro max 128gb black kao novo ,Istarska,rabljeno,990,apple iphone 14 pro max 128 gb space black kao novo s racunom i garancijom do 24.04.2024.,42012710,25.11.2023.,58
48,lukrecio_h_18,oglasivaca,iphone 14 pro max 256gb,Međimurska,rabljeno,1100,crne boje koristen 2 mj. baterija 100% bez ijedne ogrebotine crne boje,42109141,24.11.2023.,56
49,edinko5,oglasivaca,iphone 14 pro max 256gb garancija ,Primorsko-goranska,rabljeno,1000,prodajem iphone 14 pro max 256gb mobitel je star 8 mjeseci kupljen u a1 i u savrsenom je stanju od prvog dana na ekranu je kaljeno staklo i maskica. uz mobitel ide kutija papiri garancija i 3 zastitne maskice. koga zanima neka nazove na 091 930 1704,42096866,23.11.2023.,61
50,timon2200,oglasivaca,apple iphone 14 pro max 128gb,Varaždinska,rabljeno,950,prodajem apple iphone 14 pro max 128gb baterija na 100% racun garancija u ht u 385911111200,41770862,23.11.2023.,285
51,Zalagaonica Dubrovnik,trgovine,iphone 14 pro max 128gb garancija,Dubrovačko-neretvanska,rabljeno,855,phone 14 pro max 128gb uredjaj je koristen. ima crtu vidljivu na ekranu koja ne smeta pri koristenju uredjaja. apple garancija je od 7 23. uredjaj dolazi bez kutije i punjaca. baterija 100% memorija 128gb boja crna kartica rate 950 00 gotovina. 855 00 slanje gls ili osobno preuzimanje u poslovnici.,41740273,23.11.2023.,270
52,davor09022001,oglasivaca,maske za iphone 14 pro max,Osječko-baranjska,rabljeno,60,prodajem komplet sve maskice za iphone 14 pro max. nalaze se i dvije original kozne od appla. vidljivi tragovi koristenja na kozi ostale sve ne ostecene. osobno ili postom.,42093707,23.11.2023.,46
53,Duje234,oglasivaca,iphone 14 pro max 256 gb,Splitsko-dalmatinska,rabljeno,890,uredan malo ostecenje u gornjem desnom kutu ali nista strasno. uz mobitel ide i punjac.,42092398,23.11.2023.,61
54,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb purple top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386395,23.11.2023.,59
55,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb crni top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386388,23.11.2023.,91
56,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb gold top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386365,23.11.2023.,78
57,puroksica,oglasivaca,iphone 14 pro max space black 512 gb 100% bat,Grad Zagreb,rabljeno,1300,iphone 14 pro max space black 512gb bez tragova koristenja od prvog dana u maski i sa zastitnim staklom. mobitel koristen 5 mjeseci stanje baterije 100%. prodajem sa originalnim pakiranjem kutija i usb kabel . nisam za zamjene.,42086529,22.11.2023.,198
58,b_cobra,oglasivaca,prodajem apple iphone 14 pro max 256gb space black,Bjelovarsko-bilogorska,rabljeno,1000,prodajem navedeni iphone apple iphone 14 pro max 256gb space black kupljen 10.03.2023. u austriji. stanje savrseno 12 10 garancija da lokacija bjelovar razlog prodaje presao na novu generaciju uz iphone dajem 1x zastita za ekran 1x zastita za lece kamere 3x case sve sto je doslo uz iphone u trgovini zamjene ne prihvacam. za ostale detalje stojim na raspolaganju.,42085349,22.11.2023.,49
59,AlufelgeVT,oglasivaca,iphone 14 pro max silver 128gb 10 10 950e ,Virovitičko-podravska,rabljeno,950,iphone 14 promax silver 128gb kupljen 30.9 2022 t com racun stanje 10 10 bez ijedne piknjice maskica i kaljeno od prvog dana baterija 91% drzi cjeli dan bez problema cijena 950e kes postom ne saljem samo osobno u racun moze iphone 13 ili 14 14 plus moze sms viber wapp poziv 0919781401,39188954,22.11.2023.,954
60,VukiRi99,oglasivaca,iphone 14 pro max 128gb crni,Primorsko-goranska,rabljeno,900,uredaj je kupljen u t com. uz njega dolaze 30w adapter te kabel i kutija. na telefonu je maskica od mobile outfiters bumpers fusion . stanje baterije 100%. stanje telefona 10 10 racun garancija iz t coma ponude preko pay protecta.,42070047,22.11.2023.,101
61,Wollf,oglasivaca,iphone 14 pro max 256 silver,Vukovarsko-srijemska,rabljeno,1100,pod jamstvom do 22.05.2024. na ekranu zastitno staklo maskica kutija papiri zdravlje baterije 99%,42065378,21.11.2023.,36
62,Horvat14,oglasivaca,iphone 14 pro max 256gb,Osječko-baranjska,rabljeno,950,prodajem iphone 14 pro max mobitel je kao sto se vidi na slikama u savrsenom stanju uvijek koristen sa maskom i kaljenim staklom. kupljen je 28.10.2022 uz mobitel poklanjam tri zapakirana kaljena stakla te dvije maske. u kutiji je sve kao u originalnom pakiranju plus racun.,41781421,21.11.2023.,293
63,jozopezer,oglasivaca,iphone 14 pro max 128gb.space black star 5mj. 10 10,Primorsko-goranska,rabljeno,880,mobitel u izvrsnom stanju sa pripadajucom opremom i racunom. garancija do 6mj. 2024 zdravlje baterije 97%,41782951,21.11.2023.,176
