,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,DorianGames,oglasivaca,iphone 14 starlight 128gb,Grad Zagreb,rabljeno,700,prodaje se iphone 14 starlight sa 128gb memorije. uz telefon dolazi orginalni punjac i orginalni kabel 5 maskica za telefon i kaljeno staklo koje je vec naljepljeno na ekran. telefon je kao nov te nema tragova koristenja. mobitel je pod garancijom kupljen 21.4.2023. kapacitet baterije je 98%,42149385,13.12.2023.,413
1,Potrci,oglasivaca,iphone 14 midnight 128gb radi na sve mreze racun garancija 3mj,Grad Zagreb,rabljeno,590,mobitel kupljen 07.02.2023. koristen uglavnom za razgovore sve radi uredno radi na sve mreze 091 092 095 097 098 099. dolazi u ambalazi sa komplet opremom garancijom koja vrijedi do 07.02.2024. mobitel je kao novi stanje 100 100 zdravlje baterije na 90 %. na displeju je zastitno kaljeno staklo i koristen je u maskici original koja ide u paketu. moze se pogledati i preuzeti u zg a sve po dogovoru pozivom na broj iz oglasa.,42214475,13.12.2023.,399
2,iMOBILE,trgovine,prodajem apple iphone 14 128gb sve mreze garancija,Vukovarsko-srijemska,rabljeno,690, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 14 128gb 96% zdravlje baterije kupljen kao slobodan uredjaj radi na sve mreze ocuvan boja starlight uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun cijena 690 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41997389,13.12.2023.,298
3,schokre77,oglasivaca,iphone 14 128 gb midnight star 3 mjeseca garancija do 9 24,Grad Zagreb,rabljeno,680,kupljen u 9. mjesecu koristen samo nekoliko tjedana zdravlje baterije 100%,42271614,13.12.2023.,20
4,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena akcija,Osječko-baranjska,rabljeno,659,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo do 04.07.2024 stanje uredjaja rabljeno zdravlje baterije 100% boja midnight mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 659 00 cijena za kartice na rate 760 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40537208,13.12.2023.,1449
5,iconnectservis,trgovine,apple iphone 14 128gb jamstvo 13.11.2024. do 36 rata zamjena,Osječko-baranjska,rabljeno,679,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo do 13.11.2024. stanje uredjaja rabljeno zdravlje baterije 100% boja blue mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 679 00 cijena za kartice na rate 760 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42232716,13.12.2023.,76
6,iconnectservis,trgovine,apple iphone 14 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,639,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 14 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 89% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 679 00 akcija na gotovinu 639 00 cijena za kartice na rate 730 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41996713,13.12.2023.,402
7,Tomominirent,oglasivaca,iphone 14 odlican,Grad Zagreb,rabljeno,420,iphone 14 u super stanju sve radi fantasticno baterija na 82 posto zdravlja drzi normalno kao i kod kupovine cijenu sam spustio za slucaj da neko ju svejedno zeli promijeniti 0919433530,41528504,13.12.2023.,504
8,MobiRi Store,trgovine,apple iphone 14 128gb midnigh 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,649, uredjaj iphone 14 128gb midnight stanje 9 10 promo njuskalo cijena 649 karticna placanja do 24 rata 718 90 garancija 6 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41679002,13.12.2023.,226
9,MobiRi Store,trgovine,iphone 14 blue 256gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,749, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 749 karticna placanja 823 90 garancija 6 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41679055,13.12.2023.,122
10,audi7,oglasivaca,iphone 14 128gb racun garancija punjac,Bjelovarsko-bilogorska,rabljeno,600,prodajem iphone 14 128gb boja midnaight stanje 10 od 10 baterija 89% radi na sve mreze..racun garancij jos 5 mjeseci bjelovar zagreb osobno preuzimanje a moze i slanje hp ekspresom placanje pouzecem nakon sto pregledate paket ,42109163,13.12.2023.,488
11,anja1611,oglasivaca,iphone 14 128gb purple..garancija..osijek..zamjene,Osječko-baranjska,rabljeno,599,star 11mj racun posjedujem garancija jos 1mj baterija 94% icloud free face id ispravan sve u ispravnom stanju nigdje razbijen cijena 599e moguce zamjene za jeftinije tel 098 996 3848,42238824,13.12.2023.,108
12,Rijeka-R9,oglasivaca,iphone 14 128gb starlight kao novo ,Primorsko-goranska,rabljeno,590,vrlo dobro ocuvan max pazen i mazen kratko koristen zdravlje baterije cak 91%. kutija oprema te potpuno nova armor maskica gratis.,42181119,13.12.2023.,133
13,Rijeka-R9,oglasivaca,iphone 14 starlight 128gb stanje novo garancija ,Primorsko-goranska,rabljeno,640,kupljen pred 5 mj koristen svega 2 3 mj i to slabo baterija je zato 99% garancija je do 09.06.2024. uz njega poklanjam maskicu placenu 25 kvalitetnu te adapter za punjenje koji se ne dobije u originalu. stanje je novo.,42147121,13.12.2023.,122
14,Win1s3,oglasivaca,iphone 14 128gb kao novo jamstvo jos 10 mj poklon punjac i maskica,Splitsko-dalmatinska,rabljeno,699,koristen 20 dana. od prvog dana stavljeno zastitno staklo i maskica . stanje 10 10 novo. zdravlje baterije je 100%. boja midnight hr racun i jamstvo d0 10 mj. 2024 radi na sve mreze. ne saljem postom . ne uzimam zamjene . sve info na 091 5322322,41890210,13.12.2023.,517
15,Zalagaonica Kvatrić,trgovine,iphone 14 256gb,Grad Zagreb,rabljeno,685,rabljeno odlicno stanje ekran ima zastitno staklo zdravlje baterije 94% opseg isporuke uredjaj kutija karticno placanje 753 00 5.673 47 kn lokacija trg eugena kvaternika 2 zagreb os ios 16 dimenzije 146.7 x 71.5 x 7.8 mm mm tezina 172 g zaslon 6.1 xdr oled super retina 1170 x 2532 memorija ram rom ram 6 gb rom 256 gb memorijska kartica ne povezivost 2g 3g 4g wifi usb 2.0 bluetooth 5.3 kamera glavna prednja glavna 12 mp 12 mp prednja 12 mp procesor a15 bionic 2x3.23 ghz avalanche 4x1.82 ghz blizzard baterija 3279 mah,41648709,12.12.2023.,1758
16,publicgymm,oglasivaca,iphone 14 red 128gb,Varaždinska,rabljeno,599,prodajem iphone 14 red 128gb. mobitel je od prvog dana u kaljenom staklu i zastitnoj maskici bez znakova koristenja. zdravlje baterije 100% cijena uredjaja je fiksna kontakt broj 0953848010,42261721,12.12.2023.,20
17,Warehouse233,oglasivaca,iphone 14 256gb midnight,Varaždinska,rabljeno,699,prodajem iphone 14 midnight 256gb. mobitel je od prvog dana u kaljenom staklu i zastitnoj maskici bez znakova koristenja. zdravlje baterije 98% racun i garancija 2 2024 cijena uredjaja je fiksna kontakt broj 0953848010,42261592,12.12.2023.,16
18,pinta2,oglasivaca,iphone 14 128gb,Osječko-baranjska,rabljeno,600,prodajem iphone 14 128 gb. mobitel je star par mjeseci i slabo koristen. uz mobitel poklon punjac ,42260741,12.12.2023.,25
19,VanjaW12,oglasivaca,iphone 14,Grad Zagreb,rabljeno,570,u savrsenom stanju ekran nema ni crtice na sebi uz njega ide kutija i kabal kupljen prosle godine,42258121,11.12.2023.,40
20,peri31,oglasivaca,iphone 14,Grad Zagreb,rabljeno,700,rabljeni iphone 14 bijeli 128gb ocuvan i ispravan. star 6 mjeseci.kutija i racun.,42257634,11.12.2023.,14
