,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Domson321,oglasivaca,iphone 14 pro deep purple samo zamjena za 14 pro silver,Krapinsko-zagorska,rabljeno,700,iphone 14 pro 128gb stanje 9.5 10 baterija 99% drzi cijeli dan. prije 5mj na uredaj stavljen novi zaslon placen 400 . na uredjaju sve ispravno face id radi bez greske uz mobitel idu 2 orginal apple maskice. kutiju nemam uredjaj ne prodajem zanima me samo zamjena za iphone 14 pro silver ili gold uz doplatu po dogovoru. ponude saljite na wap ili njuskalo poruka..,42273245,13.12.2023.,16
1,Zalagaonica sesvete,trgovine,iphone 14 pro 128 gb u trgovini,Grad Zagreb,rabljeno,799,iphone 14 pro racun i garancija od 28.02.2023. 128 gb boja silver baterija 94 % mogucnost izdavanja r1 racuna nalazimo se u sesvetama na adresi bjelovarska 29 radno vrijeme pon pet 09 20 sati subota 09 15 sati mogucnost slanja hp expressom po cijeloj hr pogledajte nase ostale oglase kupionica,40127007,13.12.2023.,4172
2,tehno shop vinkovci,trgovine,iphone 14 pro 256gb 850 00,Vukovarsko-srijemska,rabljeno,850,star 2 mjeseca boja crna garancija 12 mjeseci placanje karticama cijena za gotovinu dostava pouzecem,42273054,13.12.2023.,9
3,its_Sushi88,oglasivaca,iphone 14 pro 256gb top s23ultra,Zagrebačka,rabljeno,840,prodajem svoj iphone 14 pro u top stanju. 3 maskice idu uz mobitel. baterija 90%. star godinu dana. moguca zamjena za s23 ultra,41474525,13.12.2023.,1313
4,srebacic-ivan,oglasivaca,iphone 14pro 128giga garancija,Krapinsko-zagorska,rabljeno,850,baterija na 97% garancija do 4mj crne boje kutija papir od vipa bez zamjene,42271729,13.12.2023.,21
5,JustMee,oglasivaca,apple iphone 14 pro 256gb,Primorsko-goranska,rabljeno,950,quasi novi apple iphone 14 pro 256gb black kupljen 04 23 i od prvog dana sa panzerglas na ekranu i kamere. apple original leathercase brown 19 meseci jamstvo batteria 100% original kutija u kabel za punjaca ne jednog znaka koristenja stvarno kao nov iz shopa.,41731540,13.12.2023.,218
6,iconnectservis,trgovine,apple iphone 14 pro 128gb crni rabljeni do 36 rata zamjena,Osječko-baranjska,rabljeno,869,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro 128gb jamstvo na uredjaj 05.04.2024 stanje uredjaja rabljeno boja crni mreze otkljucan na sve mreze zdravlje baterije 91% cijena za gotovinu kartica jednokratno 869 00 cijena za kartice na rate 1000 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40639397,13.12.2023.,1520
7,ivan-perkovic,oglasivaca,iphone 14 pro 128gb jos 2 god garancije gr,Splitsko-dalmatinska,rabljeno,920,mob je star 11 mjeseci te ima garanciju jos 25 mjeseci placeno produzeno jamstvo u hgspot split uz mob dajem gratis punjac maskicu i na ekranu je nedavno stavljeno novo kaljeno staklo. zdravlje baterije je 92%. preuzimanje je moguce split solin kastela i okolica. moguca zamjena za s23 s23 ultra. doplata dogovor. sve inf inbox cijena 920 ne odgovaram na njuskalo poruke,42270526,13.12.2023.,13
8,rango12,oglasivaca,iphone 14 pro 128 super stanje crna boja racun gratis punjac ,Splitsko-dalmatinska,rabljeno,850,na prodaju iphone 14 pro 128gb. super stanje lipo ocuvan. koristen cca godinu dana. zdravlje baterije 90%. nosen u maskici. posjedujem racun kupljen u a1. ima kaljeno staklo. crna boja. radi na sve mreze. poklanjam punjac ,42163820,13.12.2023.,174
9,rango12,oglasivaca,iphone 14 pro 256 stanje novo deep purple boja racun gratis punjac,Splitsko-dalmatinska,rabljeno,899,na prodaju iphone 14 pro od 256gb. mobitel je top ocuvan stanje novoo. stalno nosen u maskici a na ekranu folija od prvog dana. kupljen 17.09.2022 god u santa domenike. posjedujem racun zdravlje baterije 86%. radi na sve mreze. deep purple boja topp . gratis punjac ,42250837,13.12.2023.,80
