,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Mala0891,oglasivaca,apple iphone 11 pro 64 gb rose gold,Grad Zagreb,rabljeno,300,apple iphone 11 pro 64 gb rose gold u super stanju od prvog dana sa zastitnom maskom tako da nema nista ostecenja. u potpunosti ispravan i bez kvarova.,40674918,13.12.2023.,1136
1,Prodaja0810,oglasivaca,apple iphone 11 pro dijelovi,Grad Zagreb,rabljeno,100,prodajem uscuvan apple iphone 11 pro za dijelove. mobitel je zakljucan i prodaje se iskljucivo za dijelove.,42272144,13.12.2023.,9
2,Kkozulj,oglasivaca,iphone 11 pro 64 gb green midnight,Grad Zagreb,rabljeno,300,bez ogrebotine zdravlje baterije na 84%. maskica zicane slusalice i staklo ukljuceno. dostava na podrucju zagreba.,42271472,13.12.2023.,88
3,eltrondd,oglasivaca,iphone 11 pro 256gb space gray garan. sve mreze 100% bat dostava,Grad Zagreb,rabljeno,370,iphone 11 pro 256gb gray mobitel ko novi tvornicki odklj na sve mreze kupljen u t comu nova orginal baterija 100% dolazi sa brzim punjacem moguca dostava 0996707567,41523155,13.12.2023.,2359
4,Alpha servis,trgovine,apple iphone 11 pro 64gb rabljeno rate zamjena 2227,Osječko-baranjska,rabljeno,370,uredjaj apple iphone 11 pro 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 100% mreze slobodan uredjaj cijena za gotovinu 370 00 cijena za kartice 410 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,31335504,13.12.2023.,2536
5,anja1611,oglasivaca,iphone 11 pro 64gb gold..ispravan ocuvan,Osječko-baranjska,rabljeno,299,star 2.5god u ispravnom i ocuvanom stanju sve ispravno. face id radi icloud odjavljen koristen u masci unatoc kapaciteta baterije od 77% mob i dalje radi savrseno i baterija normalnim koristenjem drzi cijeli dan. cijena fixna 300e tel 098 996 3848,42238585,13.12.2023.,58
6,Alpha servis,trgovine,apple iphone 11 pro 64gb rabljeno rate zamjena 2232,Osječko-baranjska,rabljeno,370,uredjaj apple iphone 11 pro 64gb green stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 100% mreze slobodan uredjaj cijena za gotovinu 370 00 cijena za kartice 410 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37168766,13.12.2023.,1103
7,Alpha servis,trgovine,apple iphone 11 pro 64gb rabljeno rate zamjena 2230,Osječko-baranjska,rabljeno,370,redjaj apple iphone 11 pro 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca . originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 100% mreze slobodan uredjaj cijena za gotovinu 370 00 cijena za kartice 410 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,36918497,13.12.2023.,2238
8,Alpha servis,trgovine,apple iphone 11 pro 64gb rabljeno rate zamjena 2231,Osječko-baranjska,rabljeno,370,uredjaj apple iphone 11 pro 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 100% mreze slobodan uredjaj cijena za gotovinu 370 00 cijena za kartice 410 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37383079,13.12.2023.,1393
9,rango12,oglasivaca,iphone 11 pro 256gb top stanje baterija 93% sve org sva opema nova ,Splitsko-dalmatinska,rabljeno,450,na prodaju iphone 11 pro od 256gb. mobitel se nalazi u top stanju max ocuvan stalno nosen u maskici. star cca 2 god. zdravlje baterije 93%. radi na sve mreze. zelena boja. sva nova oprema uz mob slusalice kabel i punjac 20w.,42270141,13.12.2023.,6
10,gavranantonio,oglasivaca,iphon 11 pro 64gb,Grad Zagreb,rabljeno,300,prodajem navedeni iphon bez tragova koristenja na sebi kao kad je izvaden iz kutije.kaljeno staklo na njemu.mob star 2.5 god.,42261773,12.12.2023.,91
