,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,josiip93,oglasivaca,iphone 11,Splitsko-dalmatinska,rabljeno,350,u extra ocuvanom stanju 64 gb kutija punjac maska.,42041476,13.12.2023.,84
1,jadrandiver,oglasivaca,iphone 11 64gb,Primorsko-goranska,rabljeno,230,iphone 11 64 gb ocuvan prvi vlasnik zdravlje baterije 81%,42273027,13.12.2023.,17
2,Leicaz,oglasivaca,iphone 11 64 gb,Splitsko-dalmatinska,rabljeno,230,iphone 11 64 gb izgleda kao nov zvucnik i milrofon ocisceni prije par dana zdravlje baterije na slici. mobitel ne zastaje radi bez greske. prodajem za 230 eur. uz to se dobiju jos 3 maskice,41983168,13.12.2023.,165
3,Prodaja0810,oglasivaca,apple iphone 11 dijelovi,Grad Zagreb,rabljeno,80,prodajem uscuvan apple iphone 11 za dijelove. iphone je zakljucan pa ga prodajem iskljucivo za dijelove.,42272578,13.12.2023.,9
4,iMOBILE,trgovine,prodajem apple iphone 11 sve mreze garancija 3mj.,Vukovarsko-srijemska,rabljeno,299, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 11 64gb kupljen kao slobodan uredjaj 85% zdravlje baterije radi na sve mreze bijela boja ocuvan max. uz mobitel ide kutija punjac usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 300 00 2.252 82kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41921867,13.12.2023.,527
5,floralys23,oglasivaca,iphone 11 128gb,Grad Zagreb,rabljeno,250,prodajem iphone 11 koristen bez ikakvih ogrebotina. uz iphone dobijete slusalice i punjac. zdravlje baterije 77%. uz mobitel poklanjem i tri maskice.,42272120,13.12.2023.,20
6,jan2304,oglasivaca,iphone 11 64 gb,Grad Zagreb,rabljeno,180, iphone 11 64 gb 88% zdravlje baterije sve je ispravno i sve radi kutija maskica 099 486 4789,42271816,13.12.2023.,42
7,tehno shop vinkovci,trgovine,iphone 11 300 00,Vukovarsko-srijemska,rabljeno,300,boja crna cijena za gotovinu placanje karticama dostava pouzecem,32001499,13.12.2023.,367
8,ggdf1,oglasivaca,iphone 11 64 gb,Istarska,rabljeno,300,prodajem iphone 11 64 gb boja tirkizno zelena uz mobitel dobijete adapter i kabal za punjenje mobitel je u maskici od prvog dana te nije ostecen i nema nijednu ogrebotinu funkcionira kao nov otvoren na sve mreze face id ios 17 zdravlje baterije je 86% kupljen je u 5.mjesecu 2022. prodajem zbog kupnje novog za ostale informacije obratite se preko njuskalo poruka,42271461,13.12.2023.,32
9,eltrondd,oglasivaca,iphone 11 128gb crni rac garan. sve mreze bat 100% dostava,Grad Zagreb,rabljeno,330,iphone 11 128gb mobitel doslovce ko novi tvornicki odklj na sve mreze racun i garancija baterija 100% dolazi sa brzim punjacem moguca osobna dostava zg ostatak hr hpexpress ili gls 0996707567,37101234,13.12.2023.,7085
10,Josipjosipn7,oglasivaca,iphone 11 crni 128 gb moze zamjena,Grad Zagreb,rabljeno,239,mobitel je u dobrom stanju space gray boje 128 gb zdravlje baterije 85% uz mobitel dolazi punjac cijena 239 moze zamjena zvati na 0916054662,42255691,13.12.2023.,78
11,KR-Nick,oglasivaca,iphone 11 64 gb,Krapinsko-zagorska,rabljeno,270,prodaje se navedeni mobitel u dobro stanju manja ogrebotina na kucistu vidljivo na slikama .mobitel radi odlicno star 15 mj.zdravlje baterije na 88%..od prvog dana u zastitnoj maskici i kaljeno stako..dolazi sa orginalnom kutijom i kablom za punjenje..bez zamjena cijena nije fixna.,41980657,13.12.2023.,55
12,ElektronikOutlet,oglasivaca,apple iphone 11 novo 99% zdravlje baterije gratis 3d,Grad Zagreb,rabljeno,390,apple iphone 11 64gb perfektno stanje kao novo izlozbeni primjerak originalna oprema kutija i sve ostalo apple case apple fast charger 3d kaljeno prednje zastitno staklo 3d staklo za kameru tvornicki otkljucan na sve mreze zdravlje baterije 99% redovita cijena 590 snizena cijena 380 tel. 095 5197219 moguce preuzimanje u zagrebu ili slanje postom pouzecem na trosak primatelja.,41414861,13.12.2023.,3027
13,sneakit,oglasivaca,apple iphone 11 64gb crni,Zadarska,rabljeno,270,super tehnicko stanje. zdravlje baterije je na 82%. na uglu moze bit ogrebotine. inace na ekranu i pozadini nema nista.,42270474,13.12.2023.,16
14,RBogadi,oglasivaca,iphone 11 64 gb crveni bez ogrebotine,Grad Zagreb,rabljeno,295,prodajem iphone 11 od 64 gb vrlo malo koristen bez ogrebotine prozirna maskica gratis mob 098 9188 918,41601506,13.12.2023.,1079
