,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,smarkus1,oglasivaca,iphone 14 pro max space black,Krapinsko-zagorska,rabljeno,880,iphone 14 pro max 128 gb. stanje vidljivo na slikama. bez ostecenja jer je od prvog dana u zastitnoj maskici i s kaljenim staklom. zdravlje baterije na 97%. ima sve sto u originalu dolazi uz mobitel kutiju usb kabel sve papire racun. garancija vrijedi do 06.02.2024 god. mob. 098 351 525,42057849,13.12.2023.,439
1,neredda69,oglasivaca,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,660,prodajem svoj iphone 14 pro max sa 256 gb memorije. u vrlo dobrom stanju. telefon je uvijek bio tretiran vrlo dobro i uvijek se koristio s kucistem. na vanjskim rubovima postoje blagi tragovi uporabe ali su jedva primjetni. zaslon je zamijenjen appleom zbog male pukotine na vrhu. faktura je dostupna. kapacitet baterije 90%,42273448,13.12.2023.,7
2,SOLLY,oglasivaca,iphone 14 pro max 128 gb deep purple baterija 98% ,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max 128gb ljubicaste boje star 12 mjeseci 10 2022 . koristen poslovno te ne svaki dan tako da je zdravlje baterije na odlicnih 98%. mobitel je u super stanju zastitno staklo od prvog dana. uz mobitel dolazi kutija punjac adapter i kabel te crna maskica. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41701968,13.12.2023.,605
3,lsij1,oglasivaca,iphone 14 pro max 512gb,Grad Zagreb,rabljeno,980,prodajem iphone 14 pro max kupljen u 9. mjesecu prosle godine u hrvatskom telekomu. mobitel je od prvog dana na sebi imao zastitno staklo i maskicu ni jednom nije bio koristen bez toga tako da je doslovce kao nov nema apsolutno nikakvo ostecenje na slikama sto se vidi to su samo mucice i prasina . radi apsolutno bez greske baterija na 90% prodajem zato sto sam kupio novi model. mob 098404260 zivim u jastrebarskom ali sam cesto u zg uz mob dolazi kutija punjac i original apple maskica stanje vidljivo na slikama nije nijednom ispao mob to je od vadenja stavljanja moba u dzep ,42273052,13.12.2023.,14
4,jbar,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,750,mobitel star 8 mjeseci vrhunski ocuvan. prodajem jer sam dobio iphone 15. cijena fixna 750 eura za upit posaljite poruku,42271801,13.12.2023.,23
5,2fastforyou,oglasivaca,apple iphone 14 pro max 128gb space black,Krapinsko-zagorska,rabljeno,799,rabljen uredjaj....baterija 90%,42271710,13.12.2023.,29
6,2tm81,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,790,prodajem iphone pro max star 9 mjeseci zvati na 0994434788,42246447,13.12.2023.,127
7,iconnectservis,trgovine,apple iphone 14 pro max 256gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,969,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro max 256gb jamstvo na uredjaj jamstvo 3 mjeseca stanje uredjaja rabljeno zdravlje baterije 87% boja ljubicasti mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 969 00 cijena za kartice na rate 1.100 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,42106497,13.12.2023.,321
8,Nizina,oglasivaca,prodajem iphone 14 pro max 256 gb space black,Varaždinska,rabljeno,890,prodajem iphone 14 pro max 256 gb space black star 8 mjeseci zdravlje baterije 93 %. mob. je u izvrsnom stanju sa zastitnom maskom i staklom spigen. racun i garancija. moguca dostava do 70 km.,42213171,13.12.2023.,192
9,Sanmarko1991,oglasivaca,apple iphone 14 pro max 128 gb baterija 99% na sve mreze radi,Osječko-baranjska,rabljeno,950,kratko koristen visak i vise se ne koristi stanje top baterija na 99%. radi na sve mreze moze se koristit u inozemstvu... jamstvo do 2 mjeseca 24. ovo se isplati kupit. u okolici moguca dostava,42048530,13.12.2023.,320
10,rango12,oglasivaca,iphone 14 pro max 128gb top stanje zlatna boja bat 98% gar punjac,Splitsko-dalmatinska,rabljeno,999,na prodaju iphone 14 pro max 128gb. mobitel je top stanje max ocuvan stalno nosen u maskici a na ekranu ima kaljeno staklo. kupljen 07.03.2023 god u t coma. garancija do 03.2024 god. radi na sve mreze. posjedujem racun zlatna gold boja. poklon punjac i maskica sa slike ,42150315,13.12.2023.,68
11,rango12,oglasivaca,iphone 14 pro max 128gb baterija 100% top stanje gratis kaljeno punjac,Splitsko-dalmatinska,rabljeno,999,na prodaju iphone 14 pro max 128gb. top stanje max ocuvan. zdravlje baterije 100% garancina istekla. star tocno 1god slabo koristen. posjedujem racun. radi na sve mreze. poklanjam kaljeno staklo novo i punjac ,41805608,13.12.2023.,237
12,MobiRi Store,trgovine,iphone 14 pro max space black 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 24 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41680141,13.12.2023.,139
13,MobiRi Store,trgovine,iphone 14 pro max silver 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 24 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41678890,13.12.2023.,144
14,MobiRi Store,trgovine,iphone 14 pro max silver 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 12 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41678867,13.12.2023.,118
15,karlo1455,oglasivaca,iphone 14 pro max 128 gb,Grad Zagreb,rabljeno,1100,prodajem crni iphone 14 pro max 128 gb. maskicu dajem gratis. mobitel ima i zastitno staklo. mobitel je jos pod garancijom. 26.4.24 istice,40434949,13.12.2023.,250
16,Belkic,oglasivaca,iphone 14 pro max 512 gb jamstvo bat 100% oprema top stanje ,Grad Zagreb,rabljeno,1100,prodajem iphone 14 pro max deep purple sa 512 gb memorije. uredjaj je u savrsenom stanju bez tragova koristenja. od prvog dana ima kaljeno staklo te je nosen u maskici. trenutno su na uredjaju posebne folije mogu se skinut po zelji kupca . zdravlje baterije 100%. jamstvo do 26.4.24. sve radi savrseno. kupcu na poklon novo kaljeno staklo 2 apple maske nove nekoristene te novi zapakirani brzi apple punjac. kabel za punjenje nekoristen. cijena 1100 fixno. cijena u zamjeni veca. primopredaja zg ostalo po dogovoru. kontakt moze poziv sms viber whatsapp.,42269864,13.12.2023.,33
17,iconnectservis,trgovine,apple iphone 14 pro max 128gb rabljeno,Osječko-baranjska,rabljeno,949,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj apple iphone 14 pro max 128gb jamstvo na uredjaj jamstvo 07.05.2024. stanje uredjaja rabljeno zdravlje baterije 99% boja crna mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 949 00 cijena za kartice na rate 1.100 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com slicni oglasi,41807912,13.12.2023.,586
18,alucard,oglasivaca,iphone 14 pro max 256 gb space black,Šibensko-kninska,rabljeno,1000,prodajem iphone 14 pro max 256 gb boja space black star je dva mjeseca a garancija traje do 27.09.2024. uz njega dajem orginal crnu silikonsku maskicu zdravlje baterije 100 %,42268657,13.12.2023.,24
19,VukiRi99,oglasivaca,iphone 14 pro max 128gb crni,Primorsko-goranska,rabljeno,850,uredaj je kupljen u t com. uz njega dolazi orginal kabel. na telefonu je maskica od mobile outfiters bumpers fusion . stanje baterije 100%. stanje telefona 10 10 racun garancija iz t coma ponude preko pay protecta.,42070047,13.12.2023.,166
20,Dajancalis,oglasivaca,iphone 14 pro max 256gb gold 91% bat kao nov,Grad Zagreb,rabljeno,850,prodajem iphone 14 pro max 256 gb u zlatnoj boji. mobitel je kupljen prije tocno godinu dana i zaista je ocuvan jer je uvijek imao straznju maskicu i prednje kaljeno staklo iz apple a. radi na sve mreze. prodajem ga iskljucivo jer sam kupio novi iphone 15 pro. zdravlje baterije 91% koje se moze vidjeti na slici sto omogucava da mobitel izdrzi minimalno 36h bez punjenja. dolazi u paketu sa original kabel punjacem iglicom za karticu kutijom zamjene iskljucene. osobno preuzimanje moguce u zagrebu na zapadnom dijelu. moguce je slanje i postom uz prethodnu uplatu.,42266164,12.12.2023.,86
21,onestopshop,oglasivaca,apple iphone 14 pro max 256gb deep purple sve mreze zamjena ,Varaždinska,rabljeno,799,prodajem apple iphone 14 pro max u deep purple boji sa 256 gb memorije. zdravlje baterije 89% uz mobitel ide crna spigen maskica placena 40 eura. cijena 800 fixno mogucnost osobnog preuzimanja u varazdinu zagrebu ili saljem hp expressom overseas expresom po cijeloj hrvatskoj. kontakt vito.reviews gmail.com kontaktiraj oglasivaca zvati ili sms imessage u bilo koje doba 0953747184 broj prilozen na njuskalo profilu. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. na taj nacin preskacemo bespotrebnu komunikaciju koja oduzima vrijeme sto meni sto vama,42265674,12.12.2023.,48
22,Horvat14,oglasivaca,iphone 14 pro max 128gb,Osječko-baranjska,rabljeno,950,mobitel je kupljen 26.04.2023 te je pod garancijom do 26.04.2024. zdravlje baterije je na 96%. mobitel je jako dobro ocuvan bez ikakvih tragova koristenja. uz njega poklanjam dvije maskice i kaljeno staklo.,42222270,12.12.2023.,46
23,codeguru,oglasivaca,apple iphone 14 pro max apple clear case moze i zamjena,Slovenija,rabljeno,1000,prodajem dobre 2 meseca star iphone 14 pro max 256g. kupljen 10tog meseca ove godine. 128g space black batarija 100%. original apple clear case maskica. sve sa kutijom i papirima. oboje kao novo bez znakova upotrebe moze zamjena za drugi gsm ili po dogovoru. moze sa vasom nadoplatom,42263191,12.12.2023.,11
24,medeni20,oglasivaca,iphone 14 pro max 128gb kao nov gratis punjac i maskice,Splitsko-dalmatinska,rabljeno,980,980 kao nov moguce zamjene garancija do 15.12.2023. sve mreze gratis punjac i maskica zdravlje baterije 99% preuzimanje split solin kastela sinj i okolica info 0912754444 ne odg na njuskalo poruke,42239903,12.12.2023.,32
