,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,KataRolf40,oglasivaca,apple iphone 13 pro 512gb graphite kao nov,Varaždinska,rabljeno,330,tko zeli kupiti neka se javi na whatsapp 385 95 856 4441 apple iphone 13 pro 512gb graphite kao nov zdravo prodajem svoj apple iphone 13 pro 512 gb graphite boje u novom top stanju vidi sliku sa dodacima. iphone oko 5 mjeseci i baterija 99% sadrzaj isporuke apple iphone 13 pro 512 gb u grafitnoj boji apple kabel za punjenje nov i ex apple midnight silicone case silikonska maska apple abyss blue originalno pakiranje jamstvo i racun 1 5 godina nalazim se u hrvatskoj moguc je osobni sastanak ili dostava u vas grad ili drugu drzavu.,42273621,13.12.2023.,1
1,feda,oglasivaca,iphone 13 pro,Istarska,rabljeno,650,koristen mob bez znakova koristenja maskica kutija.,41358279,13.12.2023.,413
2,Marco07,oglasivaca,iphone 13 pro 128gb ,Brodsko-posavska,rabljeno,620,mobitel je u odlicnom stanju maximalno ocuvan sve orginal na njemu face id radi svi zvucnici rade savrseno tvornicki otvoren na sve mreze zdravlje baterije 83% bez problema izdrzi jedan dan baterija uz mobitel posjedujem svu pripadajucu opremu preuzimanje sl.brod pozega,42272755,13.12.2023.,8
3,Mita75,oglasivaca,iphone 13 pro graphite 128gb,Grad Zagreb,rabljeno,620,original kutija kupljen u a1 stanje 10 10 baterija 90% osobna besplatna dostava zagreb i okolica.,42265634,13.12.2023.,102
4,anja1611,oglasivaca,iphone 13 pro 128gb gold..ispravan osijek zamjena,Osječko-baranjska,rabljeno,629,garancija istekla. nigdje razbijen 84 % zdravlje baterije sve ispravno i sve radi ocuvan iclud odjavljen cijena popularna i povoljna 630e fixno moguca zamjena,42207921,13.12.2023.,168
5,Prodajahit,oglasivaca,apple iphone 13 pro 128 gb ispravan odlican 128 gb bat 86%,Osječko-baranjska,rabljeno,630,uredjaj koristen godinu dana i sad visak dobiven sluzbeni drugi 14 pa je ovaj na prodaju. uredjaj jako ocuvan i ispravan. baterija na 86% 091 734 8809,41681366,13.12.2023.,524
6,leonardo286,oglasivaca,iphone 13 pro 512gb sierra blue ,Grad Zagreb,rabljeno,720,rijetka verzija sa 512gb ujedino i najjaca verzija. uscuvan par tragova koristenja. dolazi uz nekoliko zanimljivih skupo placenih maskica wireless punjac. osobno preuzimanje zg. ako se ne javim ostavite sms. manja korekcija cijene.,42271480,13.12.2023.,24
7,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,699,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja plava zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu 699 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41590429,13.12.2023.,962
8,san_save,oglasivaca,iphone 13 pro top full,Grad Zagreb,rabljeno,619,iphone 13 pro top full kutija racun star 20 mj bez ijedne crtice,42270540,13.12.2023.,42
9,rango12,oglasivaca,iphone 13 pro 128gb graphite boja top stanje sve mreze punjac,Splitsko-dalmatinska,rabljeno,750,top stanje max ocuvan zdravlje baterije 87%. garancija istekla. star cca 1.5 god. graphite boja. radi na sve mreze. poklanjam punjac ,41735172,13.12.2023.,396
10,mateokolar2,oglasivaca,iphon 13 pro 256gb,Koprivničko-križevačka,rabljeno,700,ocuvan na max baterija 86% kutija i sve sto je bilo u njoj par maskica koje sam koristio,42270095,13.12.2023.,18
11,Deanbozicx97,oglasivaca,iphone 13 pro 128gb,Zagrebačka,rabljeno,590,prodaje se u odlicnom stanju bez tragova koristenja cijelo vrijeme u maskici i ima kaljeno staklo. uz mobitel je moguce kupiti i apple watch se2 sa ultra caseom 220 eura. dolazi sa kutijom punjacem par maskica jos slika saljem ako ste zainteresirani. 128gb bez zamjena cijena se moze sitno spustiti,42234209,13.12.2023.,488
12,josip13121995,oglasivaca,iphone 13pro 256 gb 10 10,Istarska,rabljeno,599,baterija 88% javiti se na whaatsap 385989127609,42269172,13.12.2023.,43
13,dinopoplatnik,oglasivaca,iphone 13 pro 128 mb sierra blue,Varaždinska,rabljeno,700,iphone 13 pro sierra blue 2 godine star bez ogrebotine. ocuvan kao nov. dolazi sa punjacem i kablom za auto punjac.,42138383,13.12.2023.,160
14,marinero5,oglasivaca,iphone 13 pro 128 gb graphite z. baterije 89%,Vukovarsko-srijemska,rabljeno,700,iphone 13 pro 128 gb boja graphite zdravlje baterije 89% top stanje sve mreze kaljeno staklo maskica sva oprema,42063501,13.12.2023.,100
15,ibbj1205,oglasivaca,iphone 13 pro 128gb plavi,Grad Zagreb,rabljeno,700,prodajem iphone 13 pro 128gb blue titanium. mobitel je star oko 2 godine. od prvog dana na mobitelu su zastitno staklo i maskica. uz mobitel dolaze vec postavljeno spigen zastitno staklo i spigen maskica. prodaja radi kupnje novog mobitela. bez zamjena iskljucivo primopredaja u zagrebu ili bjelovaru. ne odgovaram na poruke.,42265954,12.12.2023.,71
16,ibbj1205,oglasivaca,iphone 13 pro 128gb plavi,Grad Zagreb,rabljeno,700,prodajem iphone 13 pro 128gb blue titanium. mobitel je star oko 2 godine. od prvog dana na mobitelu su zastitno staklo i maskica. uz mobitel dolaze vec postavljeno spigen zastitno staklo i spigen maskica. prodaja radi kupnje novog mobitela. bez zamjena iskljucivo primopredaja u zagrebu ili bjelovaru. ne odgovaram na poruke.,42265821,12.12.2023.,38
