,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,lukaaa19m,oglasivaca,iphone 11 pro max 64gb gold,Grad Zagreb,rabljeno,290,iphone 11 pro max 64gb gold uz njega kutija punjac par maskica. ocuvan radi sve osim gornjeg zvucnika dakle poziv se cuje na spikerfonu ili na slusalicama iz nepoznatog razloga ne radi zvuk gore dolje da. sve drugo dobro.,42272970,13.12.2023.,16
1,miha302,oglasivaca,iphone 11 pro max 256gb,Grad Zagreb,rabljeno,380,prodajem iphone 11 pro max space gray. mobitel je u odlicnom stanju i radi kao prvoga dana. kupljen 2019. u istyle u. kapacitet baterije je 86% i kolicina memorije 256gb. nosen sa zastitnom maskom i stakalcem cijelo vrijeme a uz njega poklanjam i novi tempered glass. moze se doci pogledati uzivo.,41789622,13.12.2023.,1791
2,eltrondd,oglasivaca,iphone 11 pro max gold 256gb sve mreze ko novi dostava,Grad Zagreb,rabljeno,390,iphone 11 pro max zlatni 256gb mobitel doslovce ko novi racun tvornicki odklj na sve mreze baterija nova 100% apple akcija dolazi sa brzim punjacem moguca dostava ,42168386,13.12.2023.,494
3,Fabijan_P,oglasivaca,iphone 11 pro max 256 gb top stanje,Grad Zagreb,rabljeno,350,potpuno ispravan uscuvan bez ogrebotina od prvog dana u maskici. zdravlje baterije je 72% ali sasvim solidno izdrzi jedan dan uz prosjecnu potrosnju kao na fotografiji. dolazi sa maskom i kabelom. https www.gsmarena.com apple iphone xs max review 1829.php,42270918,13.12.2023.,17
4,Alpha servis,trgovine,apple iphone 11 pro max 256gb rabljeno rate zamjena 2228,Osječko-baranjska,rabljeno,460,uredjaj apple iphone 11 pro max 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 460 00 cijena za kartice 510 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,35951033,13.12.2023.,434
5,g242,oglasivaca,iphone 11 promax 64gb midnight green,Grad Zagreb,rabljeno,300,odlicno stanje star 2.5god uvijek u maskici i s zastitom ekrana.stanje vidljivo na fotografijama.,42269560,13.12.2023.,49
6,martP7382,oglasivaca,iphone 11 pro max,Sisačko-moslavačka,rabljeno,330,prodajem iphone 11 pro max 64gb uz mobitel imam i kutiju. na mobitelu apsolutno sve radi. razlog prodaje je kupnja novog. cijena nije fixna za sva dodatna pitanja javite se na broj 0994474166,42266057,12.12.2023.,25
7,lunarea,oglasivaca,iphone 11 pro max kao novi,Zagrebačka,rabljeno,310,prodajem iphone 11 pro max 64 gb zdravlje baterije 87% potpuno ispravan bez ostecenja i nedostataka bez ogrebotine kao novi. malo koristen.,42265815,12.12.2023.,72
8,MicroStyle,oglasivaca,apple iphone 11 pro max lte 256 gb 4 gb midnight green top stanje,Grad Zagreb,rabljeno,390,apple iphone 11 pro max lte 256 gb 4 gb midnight green prodajem navedeni iphone u odlicnom stanju sva oprema u kutiji maska i kaljeno na njemu. radi besprijekorno nikad nista servisirano ili mijenjano. cijena 390 ,42119921,12.12.2023.,640
9,wpz,oglasivaca,iphone 11pro max silver 74gb,Požeško-slavonska,rabljeno,370,stanje 10 10 bez tragova koristenja doslovno nov. od prvog dana s maskicom i kaljenim staklom. originalna ambalaza. uz mobite ide brzi punjac kaljeno staklo novo na njemu. gratis maskice.,41475953,12.12.2023.,240
