,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Sanjin707,oglasivaca,iphone 12 pro 256gb odlicno stanje,Primorsko-goranska,rabljeno,450,iphone 12 pro 256gb stanje je 9.5 10 jer je rabljen.. tvornicki na sve mreze.. zdravlje baterije 87% kutija kabel mob maskica.. cijena 450 eura fixno 0995602277,42241353,13.12.2023.,73
1,klaralp,oglasivaca,iphone 12 pro,Krapinsko-zagorska,rabljeno,400,prodaje se iphone 12 pro 256gb memorije jako ocuvan. uz mobitel dolazi maskica kutija kabel racun kaljeno staklo je stavljeno na mobitel. nakon azuriranja na ios 17 pojavile su se obavijesti sa slike u postavkama mobitela no unatoc tome sve funkcije mobitela rade ispravno. cijena je 400 .,42272202,13.12.2023.,12
2,malabarka272,oglasivaca,iphone 12 pro 128gb,Primorsko-goranska,rabljeno,370,prodajem dvije godine star iphone iz naslova. zdravlje baterije 85%. osobno preuzimanje u rijeci.,42272114,13.12.2023.,20
3,Goran87lican,oglasivaca,iphone 12 pro,Grad Zagreb,rabljeno,450,prodajem iphone 12 pro 128gb. boja graphite siva . star 3 god posjedujem racun. original kutija i punjac i slusalice gratis. gratis i 16 maskica. od prvog dana u maskici stanje top. baterija kapaciteta 86%. cijeli dan uz maksimalno koristenje baterija drzi bez problema. prodajem radi kupnje novog.,42271668,13.12.2023.,19
4,rale18,oglasivaca,iphone 12 pro 512gb,Varaždinska,rabljeno,700,rabljen kao nov,42271339,13.12.2023.,9
5,eltrondd,oglasivaca,iphone 12 pro 128gb ko novi sve mreze 100% bat dostava,Grad Zagreb,rabljeno,490,iphone 12pro black 128gb mobitel doslovce ko novi baterija 100% tvornicki odkljucan na sve mreze dolazi sa novim brzim punjacem moguca dostava,35673968,13.12.2023.,4736
6,mutapcic,oglasivaca,iphone 12 pro 10 10 399 eura,Grad Zagreb,rabljeno,399,prodajem iphone 12 pro 128gb mobitel je kao nov nema niti jedne ogrebotine niti po staklu niti po kucistu stanje 10 10 baterija je na 82% od prvog dana stavljeno kaljeno staklo u istyle u i nosen stalno u maskici . uz njega ide sve sto se dobije kutija i kabal sve na broj 0993564567,42270984,13.12.2023.,33
7,Sanmarko1991,oglasivaca,apple iphone 12 pro 256 gb...top graphite ocuvan na sve mreze radi,Osječko-baranjska,rabljeno,529,odlican sve radi na mobitelu. na sve mreze radi. moze provjera test uredjaja prije placanja. model 256 gb. baterija na 87 % drzi cijeli dan bez problema. kutija racun sve imam.,41604990,13.12.2023.,519
8,rango12,oglasivaca,iphone 12 pro 128gb top stanje novo kaljeno racun gratis punjac,Splitsko-dalmatinska,rabljeno,530,na prodaju iphone 12 pro 128gb. top stanje max ocuvan. nosen stalno u org maskici a na ekranu top kaljeno privat glass . kupljen 11.11.2020 god. posjedujem racun zdravlje baterije 85%. graphite boja. radi na sve mreze. poklon org maskica i punjac,41938271,13.12.2023.,264
9,mobtechnix,oglasivaca,apple iphone 12 pro 128gb graphite odlicno stanje baterija 100%,Primorsko-goranska,rabljeno,440,prodajem navedeni uredjaj u odlicnom stanju zdravlje baterije 100%,42269824,13.12.2023.,14
10,mobtechnix,oglasivaca,apple iphone 12 pro 128 graphite kao novi baterija 100%,Istarska,rabljeno,450,prodajem navedeni uredjaj u odlicnom stanju zdravlje baterije 100%,42269814,13.12.2023.,13
11,iMOBILE,trgovine,prodajem apple iphone 12 pro sve mreze garancija,Vukovarsko-srijemska,rabljeno,520,imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 12 pro kupljen kao slobodan uredjaj 86% zdravlje baterije radi na sve mreze graphite boja ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 520 00 3.917 94kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42132324,13.12.2023.,151
12,Goransport,oglasivaca,iphone 12 pro 128gb sva oprema 10 10,Grad Zagreb,rabljeno,420,iphone 12 pro 128gb sva originalna oprema kupljen u t com star godinu i pol stanje 10 10 koristen u masci cijelo vrijeme stanje baterije 86%,42063453,13.12.2023.,653
13,Ana_mm,oglasivaca,iphone 12 pro graphite 128gb stanje top baterija 86%,Splitsko-dalmatinska,rabljeno,520,iphone 12 pro graphite 128gb stanje top baterija 86% radi na sve mreze 520 0917896654,42254901,13.12.2023.,21
14,ST007IS,oglasivaca,iphone 12 pro 128gb blue kutija papiri oprema zdravlje baterije 85%,Splitsko-dalmatinska,rabljeno,520,iphone 12 pro 128gb blue kutija papiri oprema radi na sve mreze zdravlje baterije 85% kaljeno staklo ne ekranu stanje telefona 10 10 ocuvan kao nov plus zastitna maska . 520 eur 097 751 7825 poziv sms whatapp moze zamjena,42268252,13.12.2023.,16
