,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,daneli29,oglasivaca,iphone 12 64gb,Splitsko-dalmatinska,rabljeno,400,iphone 12 64gb baterija 89% apsolutno kao nov bez ijedne ogrebotine s kutijom i kabelom star 3 god,41753967,13.12.2023.,189
1,Minnizmajo,oglasivaca,iphone 12 64gb stanje odlicno,Splitsko-dalmatinska,rabljeno,370,mobitel je izvrsno ocuvan dolazi uz kutiju kabel za punjenje i 2 maskice. radi na sve mreze. maksimalno je ocuvan vise info na 0953513552,42272908,13.12.2023.,12
2,dsemovic,oglasivaca,iphone 12 128 gb,Karlovačka,rabljeno,380,prodajem uscuvani mobitel ima zastitno staklo baterija na 86 % kupljen u t comu orginal racun .garancija istekla.,41514840,13.12.2023.,399
3,LektoriranjeM,oglasivaca,apple iphone 12 64gb ljubicasti,Grad Zagreb,rabljeno,330,prodajem iphone 12 ljubicasti 64gb. koristen cijelo vrijeme sa zastitnom maskicom i zastitnim staklom. bez ogrebotina na zaslonu i poledini. max kapacitet baterije 87%. uz mobitel poklanjam i novu maskicu sa slike. razlog prodaje je kupovina novog iphonea.,41553892,13.12.2023.,898
4,pitroid7,oglasivaca,iphone 12 black 128gb kao novo 100% bat racun i jamstvo 9 2025 ,Grad Zagreb,rabljeno,449,iphone 12 128gb crne boje savrseno ocuvan u mint stanju kupljen krajem samo 3 mjeseca. baterija na maksimalnih 100% uz uredjaj ide i originalna kutija i hr racun i jamstvo 2 godine. radi na sve mreze preuzimanje osobno u zagrebu 0923875559,42216910,13.12.2023.,148
5,eltrondd,oglasivaca,iphone 12 256gb ljubicasti sve mreze racun dostava,Grad Zagreb,rabljeno,390,iphone 12 256gb mobitel skoro ko novi tvornicki odklj na sve mreze dolazi sa brzim punjacem moguca dostava ,42150819,13.12.2023.,553
6,zhxn1,oglasivaca,iphone 12 savrseno stanje 10 10,Virovitičko-podravska,rabljeno,350,prodajem iphone 12 u tvornickom stanju savrsen bez ikakvih ostecenja 10 10 nikad nije bio u servisu originalni zaslon baterija je na odlicnih 87% i drzi jako dobro jer je originalna. sve radi face id ispravan mobitel je moguce isprobati naravno prednost osobno preuzimanje u virovitici eventualno moguc dogovor do bjelovara ili slatine.. cijena 350 eura bez zamjena jer sam kupio iphone 15. 0993323641,42270347,13.12.2023.,25
7,MobiRi Store,trgovine,iphone 12 blue 64gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,439, uredjaj iphone 12 blue 64gb stanje 9 10 promo njuskalo cijena 439 karticna placanja 482 90 garancija 3 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41679107,13.12.2023.,117
8,Hallo Bing,trgovine,iphone 12 64gb,Bjelovarsko-bilogorska,rabljeno,420,iphone 12 64gb u vrlo dobrom stanju. baterija 85%. karticom na rate....455 00 e gotovina.....420 00 e,42210783,13.12.2023.,49
9,Zalagaonica sesvete,trgovine,iphone 12 64 gb u trgovini,Grad Zagreb,rabljeno,339,u dobrom stanju iphone 12 64 gb boja black baterija 86 % mogucnost izdavanja r1 racuna nalazimo se u sesvetama na adresi bjelovarska 29 radno vrijeme pon pet 09 20 sati subota 09 15 sati mogucnost slanja hp expressom po cijeloj hr pogledajte nase ostale oglase kupionica,42054497,13.12.2023.,566
