    ,advertiser                                                       ,store_private ,ad_title                                                               ,location               ,condition ,price ,ad_description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,ad_id    ,date_of_publishing ,number_of_showings
 18 ,njuskalo-njuskalo-njuskalo                                       ,oglasivaca    ,apple iphone 13 128 gb midnight                                        ,Istarska               ,rabljeno  ,  499 ,kao nov kompletna oprema kutija papiri...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,41930766 ,13.12.2023.        ,                21
 19 ,Ana_mm                                                           ,oglasivaca    ,iphone 13 128gb midnight stanje top baterija 91%                       ,Splitsko-dalmatinska   ,rabljeno  ,  549 ,iphone 13 128gb midnight stanje top baterija 91% radi na sve mreze baterija 91% 2maske 549 0917896654                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,42055066 ,13.12.2023.        ,               184
 20 ,SaraPaligoric                                                    ,oglasivaca    ,prodajem iphone 13 128 gb 550                                          ,Splitsko-dalmatinska   ,rabljeno  ,  550 ,prodajem iphone 13 128 gb. mobitel nema niti jedno ostecenje od prvog dana je bio u silikonskoj maskici koju poklanjam uz njega . uz mobitel ide apple lightning to usb cable original pakiranje. zdravlje baterije je 91%.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,42012655 ,13.12.2023.        ,               163
 21 ,frenki1010                                                       ,oglasivaca    ,iphone 13 128gb bijeli                                                 ,Grad Zagreb            ,rabljeno  ,  550 ,odlicno stanje baterija 88% bijeli 128 gb bez ogrebotine star 1 5 g. zvati na 0912020185                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,42199857 ,13.12.2023.        ,               216
 22 ,momca                                                            ,oglasivaca    ,iphone 13 top stanje                                                   ,Grad Zagreb            ,rabljeno  ,  450 ,iphone 13 od 128 gb u crnoj boji star cca godinu i pol u super stanju s baterijom od 88%. dolazi s kutijom i kabelom za punjenje.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,42222724 ,12.12.2023.        ,               299
 23 ,krip4                                                            ,oglasivaca    ,iphone 13                                                              ,Grad Zagreb            ,rabljeno  ,  600 ,prodajem iphone 13 star oko godinu dana. zdravlje baterije 90%. bez ostecenja. prodajem sa guess maskom.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,42266106 ,12.12.2023.        ,                55
 24 ,Dario0607                                                        ,oglasivaca    ,iphone 13 128gb stanje novo                                            ,Sisačko-moslavačka     ,rabljeno  ,  470 ,stanje 10 10 nema traga koristenja od prvog dana u maskici i kaljenom staklu zdravlje baterije 89% sve mreze 128gb crni 470 nalazi se u petrinji 0976664984                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,42265616 ,12.12.2023.        ,                23
 25 ,jerkan079                                                        ,oglasivaca    ,iphone 13 128gb                                                        ,Osječko-baranjska      ,rabljeno  ,  520 ,telefon u savrsenom stanju sa zastitnim staklom i maskicom baterija 92%                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,42265566 ,12.12.2023.        ,                11
 26 ,Anjaaa16                                                         ,oglasivaca    ,iphone 13 128gb starlight                                              ,Međimurska             ,rabljeno  ,  420 ,mobitel je koristen godinu dana i ocuvan. ima zastitnu foliju protiv udaraca. uz mobitel dolazi orginal punjac. manji tragovi koristenja na rubovima s maskicom se uopce ne vide.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,42265006 ,12.12.2023.        ,                70
 27 ,Zalagaonica Kvatrić                                              ,trgovine      ,iphone 13 128 gb                                                       ,Grad Zagreb            ,rabljeno  ,  570 ,rabljeno ekran ima crtica stanje 8 10 garancija do 24.05.2024. zdravlje baterije 88% 128 gb opseg isporuke mobitel kutija 2 maskice lokacija trg eugena kvaternika 2 zagreb os ios 15 dimenzije 146.7 x 71.5 x 7.7 mm tezina 174 g zaslon 6.1 xdr oled super retina 1170 x 2532 memorija ram rom ram 4 gb rom 128 gb memorijska kartica ne povezivost 2g 3g 4g 5g wifi usb 2.0 bluetooth 5.0 esim kamera glavna prednja glavna 12 mp 12 mp prednja 12 mp sl 3d procesor a15 bionic 2x3.22 4xx.x ghz baterija 3240 mah esim da                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,42063345 ,12.12.2023.        ,               621
 28 ,deki24                                                           ,oglasivaca    ,prodajem iphone 13 blue 128 gb                                         ,Grad Zagreb            ,rabljeno  ,  500 ,prodajem navedeni mobitel star 2 godine. kapacitet baterije 90%. mobitel s maskicom i kaljenim staklom bez ijedne ogrebotine.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,42264720 ,12.12.2023.        ,                99
 29 ,AlanFord_                                                        ,oglasivaca    ,iphone 13 256 gb                                                       ,Grad Zagreb            ,rabljeno  ,  500 ,prodajem iphone 13 256gb midnight boje. mobitel u odlicnom stanju sve ispravno i ocuvano. zdravlje baterije je 86%. razlog prodaje je kupnja novog mobitela. javiti se na broj 091 602 4293 spec dual 12mp camera system main and ultra wide cameras a15 bionic chip 6.1 inch diagonal all screen oled display 2532 by 1170 pixel resolution at 460 ppi 256 gb of storage                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,42264585 ,12.12.2023.        ,                41
 30 ,aphr0dite                                                        ,oglasivaca    ,iphone 13 128gb                                                        ,Koprivničko-križevačka ,rabljeno  ,  530 ,mobitel u izvrsnom stanju potpuno ispravan. icloud odjavljen zdravlje baterije na 87%. face id i sve ostale funkcije ispravne. dolazi s originalnom kutijom i kompletnim punjacem original apple adapter kabel i par maskica. zamjene me ne zanimaju. nalazim se u koprivnici. moguc dogovor oko lokacije primopredaje. kontakt na broj iz oglasa sms wapp brzo odgovaram na sve upite.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,42264326 ,12.12.2023.        ,                21
 31 ,ivi-zg                                                           ,oglasivaca    ,apple iphone 13 256gb stanje 10 10                                     ,Grad Zagreb            ,rabljeno  ,  529 ,prodajem apple iphone 13 256gb u perfektnom stanju. 10 10 kutija oprema bijeli baterija 87%                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,42094463 ,12.12.2023.        ,               361
 32 ,zladios1                                                         ,oglasivaca    ,iphone 13 128 gb black kao nov                                         ,Grad Zagreb            ,rabljeno  ,  480 ,prodajem iphone 13 u izvrsnom stanju kupljen u veljaci 2023. godine. otkljucan na sve mreze kao nov od prvog dana u zastitnoj maskici. uz njega dajem dvije zastitne maskice. prodajem jer sam dobio iphone 15 pro na poklon. osobna primopredaja na podrucju zagreba. 095 840 3470                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,42263842 ,12.12.2023.        ,               180
 33 ,SamoJa83                                                         ,oglasivaca    ,iphone 13 128 gb                                                       ,Grad Zagreb            ,rabljeno  ,  500 ,rabljeni ali potpuno ocuvan mobitel max kapacitet baterije 90%.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,42263799 ,12.12.2023.        ,                91
 34 ,emiiirr                                                          ,oglasivaca    ,iphone 13 128gb                                                        ,Grad Zagreb            ,rabljeno  ,  430 ,prodajem iphone 13 128gb mobitel je star 10 mjeseci uz mobitel ide kutija silikonska maskica usb kabel i na mobitelu je stavljeno novo zastitno staklo. zdravlje baterije je 88% nisam za zamjene. moze i dostava u okolici zagreba ili primopredaja. icloud je otkljucan i sve na mobitelu je ispravno i radi. radi na sve mreze. cijena je fixna                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,42263207 ,12.12.2023.        ,               123
