,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,tweety_1,oglasivaca,iphone 13 pro max 256 gb,Međimurska,rabljeno,570,prodajem iphone 13 pro max 256gb plave boje org kutija pakiranje bez velikih ostecenja ima 1 tockicu stanje 9 10 baterija 88% jamstvo isteklo. star 2 god bez zamjena dostupan iza 21.12.2023,42219585,20.12.2023.,390
1,starpale17,oglasivaca,iphone 13 pro max 256gb,Zadarska,rabljeno,700,prodajem iphone 13 pro max 256gb star godinu dana. mobitel u odlicnom stanju ocuvan bez ogrebotina. uz mobitel se dobije kabel za punjenje i maska. original kutija uz mobitel.,42337166,20.12.2023.,9
2,vjurina,oglasivaca,iphone 13 pro max 256gb,Krapinsko-zagorska,rabljeno,690,2 kom stari 18 mjeseci bez ostecenja sivi i svijetlo plavi cijena 690 kom. fiksna cijena,42229692,20.12.2023.,185
3,LiKavran,oglasivaca,iphone 13 pro max 256gb,Međimurska,rabljeno,580,prodajem iphone 13 pro max 256gb star 2 godine. zdravlje baterije 87%. stanje 9 10 zbog sitnih crtica na ekranu koje su jedva vidljive i ne smetaju pri koristenju. uz mobitel dolazi kutija i maskica. zamjene me ne zanimaju i iskljucivo primopredaja uzivo,42336510,20.12.2023.,13
4,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,659,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 90% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 659 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,40530552,20.12.2023.,459
5,spomenka5,oglasivaca,iphone 13 pro max 256 gb,Grad Zagreb,rabljeno,750,na prodaju iphone 13 pro max 256gb. mobitel je u izvrsnom stanju ocuvan i bez ostecenja. kupljen je prije 2 godine u a1. stalno je nosen u maskici a na ekranu je za zastitu stalno imao i trenutno ima kaljeno staklo. stanje baterije 87%. radi na sve mreze. graphite boja. uz mobitel dolazi kvalitetna maska spigen kaljeno staklo na zaslonu i originalna kutija.,42294377,20.12.2023.,290
6,DDD994,oglasivaca,iphone 13 pro max 256gb,Grad Zagreb,rabljeno,680,iphone 13 pro max 256gb kao novi bez iti jedne tockice star godinu i 3 mjeseca baterija na 91% kapaciteta. uz uredaj ide kutija kabel i racun. cijena 680e.,42335968,20.12.2023.,39
7,mateo6burcul,oglasivaca,apple iphone 13 pro max 128gb 10 10,Zadarska,rabljeno,700,prodaje se iphone 13 pro max 128gb stanje 10 10 zdravlje baterije 88% otkljucan bez ostecenja. uz mobitel dolazi punjac i kutija. racun moze i r1 . bez zamjena zadar. tel.091 721 4653,42335165,20.12.2023.,14
8,Stric76,oglasivaca,iphone 13 pro max graphite 1tb,Grad Zagreb,rabljeno,800,iphone 13 pro max 1tb star 2 godine kao nov bez ogrebotine vidi slike model mllk3cn a punjac prilozen baterry health 89% uredjaj iskljucivo prodajem zamjene ne dolaze u obzir tehnicki detalji velicina zaslona 6.7 radna memorija 6 gb baterija mah 4352 mah kamera 12 12 12mp mreza tehnologija gsm cdma hspa evdo lte 5g kuciste dimenzija 160.8 x 78.1 x 7.7 mm tezina 240 g zaslon prednja strana staklo gorilla glass straznja strana staklo gorilla glass okvir od nehrdjajuceg celika. super retina xdr oled dimenzije 6.7 rezolucija 1284 x 2778 piksela multitouch da zastita keramicko staklo otporno na ogrebotine oleofobni premaz ostalo brzina osvjezavanja 120hz hdr10 dolby vision 1000 1200 nita 19.5 9 omjer zaslona 458 ppi gustoca zaslona vrsta sim kartice nano sim esim jedna sim kartica da dvije sim kartice da dual stand by ostalo ip68 certifikat otporan na vodu i prasinu do 6 m tijekom 30 min platforma operativni sustav ios verzija operativnog sustava ios 15 hrvatski izbornik chipset apple a15 bionic 5 nm cpu hexa core 2 3.22 ghz 4xx.x ghz gpu apple gpu 5 jezgrena grafika memorija unutarnja memorija 6gb ram 1tb kamera primarna 12 12 12mp znacajke 12 mp f 1.5 26mm sirokokutna 1.9 m dual pixel pdaf sensor shift ois 12 mp f 2.8 77mm telefoto pdaf ois 3x optical zoom 12 mp f 1.8 13mm 120 ultrasiroka pdaf tof 3d lidar skener dubinska znacajke dual led dual tone bljeskalica hdr foto panorama video 4k 24 30 60fps 1080p 30 60 120 240fps 10 bit hdr dolby vision hdr up to 60fps prores cinematic mode stereo sound rec. sekundarna 12 mp f 2.2 23mm sirokokutna 1 3.6 sl 3d dubinski biometricki senzor hdr zvuk zvucne obavijesti vibracije mp3 wav melodije zvucnik da sa stereo zvucnicima povezivanje bluetooth 5.0 a2dp le gps da s a gps glonass galileo bds qzss nfc da usb lightning usb 2.0 ostale znacajke senzori prepoznavanje lica akcelerometar ziroskop blizina kompas barometar siri glasovna podrska podrska za ultra wideband uwb dopisivanje sms intuitivni prikaz mms email push email im internetski preglednik html5 ostalo brzo punjenje 20w usb power delivery 2.0 magsafe bezicno punjenje 15w qi magnetsko brzo punjenje 7.5w. baterija kapacitet 4352 mah vrijeme reprodukcije glazbe do 95 h,42334694,20.12.2023.,40
9,Iphone456,oglasivaca,iphone 13 pro max 256gb top stanje,Splitsko-dalmatinska,rabljeno,760,prodajem iphone 13 pro max graphite boje u savrsenom stanju. maska i zastitno staklo na njemu od prvog dana. mobitel dolazi u kutiji sa originalnim kavelom za punjenje i tri maske crna maslinasta i modra koje su koristene i crna nova nekoristena. mala ogrebotina vidljiva na zadnjoj slici osim toga ni najmanji friz na njemu. zdravlje baterije 84% vidi se na predzadnjoj slici. zamjene me ne zanimaju.,42223666,20.12.2023.,128
10,Warehouse233,oglasivaca,iphone 13 pro max 128gb gold,Varaždinska,rabljeno,659,prodajem iphone 13 pro max 128gb gold. mobitel je bez najmanjeg traga koristenja kao nov. zdravlje baterije 88% cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42334135,20.12.2023.,22
11,Lucas_grupa,oglasivaca,iphone 13 pro max. green 128gb,Grad Zagreb,rabljeno,720,godinu dana star. koristen 6mj. zdravlje baterije 97% nema garanciju.,42333670,20.12.2023.,33
12,iMOBILE,trgovine, prodajem apple iphone 13 pro max 256gb sve mreze garancija ,Vukovarsko-srijemska,rabljeno,760, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 13 pro max 256gb kupljen kao slobodan uredjaj 88% zdravlje baterije radi na sve mreze zlatna boja max.ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 760 00 5.726 22kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42264060,20.12.2023.,125
13,nada107,oglasivaca,iphone13promax,Varaždinska,rabljeno,750,prodajem iphone 13 pro max. prvi vlasnik kupljen u t comu. u savrsenom stanju. mob 0911514437,42331473,19.12.2023.,27
14,marko2119,oglasivaca,iphone 13 pro max poklon moze zamjena,Grad Zagreb,rabljeno,649,prodajem iphone 13 pro max. stanje 10 10 dolazi s kutijom cijelom opremom i na poklon dajem maskicu. zdravlje baterije je na 86%. odgovaraju mi zamjene.,42328714,19.12.2023.,110
15,mobiteli-com,oglasivaca,iphone 13 pro max 256gb stanje top bez crtice star 15mj oprema,Zagrebačka,rabljeno,800,iphone 13 pro max 256 gb kao nov bez crtice baterija na 88% star 15mj racun kabel kutija 800 info inbox ili 098693933 dostava moze zg kzz po posti hp gls overses dpd,42328436,19.12.2023.,107
16,joman12345,oglasivaca,iphone 13pro max 256gb,Varaždinska,rabljeno,430,mobitel radi i preko ostecenja se moze skrolati. baterija 86%. koristio sam takav mobitel 6.mj dok nisam dobio drugi. uz mobitel ide maskica adapter i kabel i orginal kutija.,42328340,19.12.2023.,89
17,LukaPuljar,oglasivaca,apple iphone 13 pro max crni 256gb,Varaždinska,rabljeno,650,apple iphone 13 pro max graphite model 256gb memorija zdravlje baterije na 89% vidljivi tragovi koristenja nema ostecenja ili puknuca uz uredjaj dolazi originalna kutija uz uredjaj ne prodajem strujni adapter niti kabel uredjaj je na prodaju na ponude zamjene ne odgovaram.,42328128,19.12.2023.,41
18,rendaa11,oglasivaca,iphone 13 pro max 128 gb sierra blue,Varaždinska,rabljeno,600,prodajem iphone 13 pro max 128 gb kupljen 27.1.2022. u t mobileu. od prvog dana u maskici i kaljenom staklu radi kao i prvog dana bez greske zdravlje baterije 87% te drzi cijeli dan. uz mobitel ide originalna kutija 2 metra lightning c originalni kabel. vidljivi tragovi koristenja jedino kod utora za punjac na zadnjoj slici inace stanje 10 10. razlog prodaje visak. preferiram prodaju preuzimanje uzivo. cijena 600 kupcu koji se javi do nedjelje 24.12 moguca manja korekcija cijene ,42327363,19.12.2023.,76
19,Zalagaonica Dubrava,trgovine,iphone 13 pro max 128gb zdravlje baterije 88% r1 racun,Grad Zagreb,rabljeno,659,prodajemo navedeni mobitel u odlicom stanju. boja bijela zdravlje baterije 88% cijena je fiksna zamjene su iskljucene. mogucnost izdavanja r1 racuna.,41750295,19.12.2023.,1191
20,Lion0908,oglasivaca,iphone 13 pro max 256 gb,Grad Zagreb,rabljeno,750,prodajem iphone 13 pro max 256 gb baterija na 88% koristen godinu dana kao nov bez ogrebotine. kutija papiri.,42326609,19.12.2023.,130
21,Minnizmajo,oglasivaca,iphone 13 pro max 128gb,Splitsko-dalmatinska,rabljeno,769,mobitel je izvrsno ocuvan dolazi uz kutiju i punjac dostupan je sivi i plavi radi na sve mreze vise info na 0953513552,41696700,19.12.2023.,361
22,Zalagaonica Karlovac,trgovine,iphone 13 pro max 128gb,Karlovačka,rabljeno,650,stanje ocuvano baterija 85% boja gold nas cjelokupni asortiman proizvoda pogledajte na www.zalagaonice.com cijena za karticno placanje 729 99 zalagaonica karlovac trznica mobitel 092 500 9000 gdje se nalazimo stari trzni centar setnica adresa trg hrvatskih branitelja 2 radno vrijeme radnim danom 8 20h subota 8 14h usluge koje pruzamo mogucnost placanja karticama erste banka pbz zagrebacka banka diners visa mastercard mogucnost izdavanja r1 racuna. mogucnost slanja gls om placanje pouzecem ili uplatom na racun rok isporuke 72h . do vrijednosti od 100 postarina 5 besplatna dostava iznad 100 zamjene po dogovoru. ne odgovaramo na sms.,42203430,19.12.2023.,203
23,goranzujic,trgovine,iphone 13 pro max 128gb,Primorsko-goranska,rabljeno,730,space gray bez crtice sacuvan u originalnoj kutiji sa kabelom za punjenje,41936435,19.12.2023.,161
24,ikisan78,oglasivaca,iphone 13 pro max,Grad Zagreb,rabljeno,690,iphon 13 pro max kao nov maskica prozirna sa njim novi kabal u kutiji nekoristen,41874344,19.12.2023.,1929
25,GSM4YOU,trgovine,iphone 13 pro max 256gb graphite rabljeno,Grad Zagreb,rabljeno,760,iphone 13 pro max 256gb rabljeno boje graphite sve mreze baterija 85% nacin placanja gotovina dostava osobno preuzimanje zagreb 095 393 7030 poziv sms whatsapp kliknite svi oglasi ove trgovine i pogledajte nasu kompletnu ponudu uredjaja ,41649272,19.12.2023.,933
26,Simba03,oglasivaca,13 pro max 256 gb,Dubrovačko-neretvanska,rabljeno,400,za prodaju mobitel 13 pro max 256 gb. mobitel je ispravan ali je od jedne kamere iza staklo puklo. kamera snima ali losije te bi ju trebalo promjeniti zato je i cijena ovakva.,42323573,18.12.2023.,73
