,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
10,Prodajahit,oglasivaca,apple iphone 12 pro max ispravan ocuvan top 10 10,Osječko-baranjska,rabljeno,550,top 10 od 10. model 128 gb. drzi cijeli dan baterija zdravlje 85%. na sve mreze radi. info na 091 734 88 09,41718177,20.12.2023.,497
11,mkelecic123,oglasivaca,iphone 12 pro max 256gb blue,Zagrebačka,rabljeno,440,iphone 12 pro max 256gb plavi stanje 9 10 sve vidljivo na slikama trenutno nemam kutiju ostala u inozemstvu ali mi je poslana . cijena je fiksna i vise nego realna ,42333584,20.12.2023.,54
12,NikolinaK1907,oglasivaca,iphone 12 pro max 128 gb,Međimurska,rabljeno,590,prodajem iphone 12 pro max pacific blue 128gb. mobitel je bez ostecenja. od prvog dana u zastitnoj maskici te sa zastitnim staklom.,41805507,20.12.2023.,165
13,rsimon4,oglasivaca,iphone 12 pro max,Zagrebačka,rabljeno,550,prodajem iphone 12 pro max bijeli 128 gb kupljen u 12 mjesecu 2023 stanje baterije 85% sve ispravno u dobrom stanju. prodajem radi kupnje novog. uz telefon idu slusalice punjac i 5 zastitnih stakala ,42006764,20.12.2023.,1160
14,ThainaTomicic,oglasivaca,iphone 12 pro max 256gb 400 ,Grad Zagreb,rabljeno,400,prodajem svoj iphone 12 pro max 256gb nakon samo 2 godine koristenja. nikada koristen bez zastitne folije i maske. prodaje se s originalnom apple rasvjetom usb c kabel. prodajem ga jer sam kupio drugi telefon. bez ogrebotina jako dobro ocuvan.,42331945,20.12.2023.,93
15,anacag,oglasivaca,iphone 12pro max 256gb,Grad Zagreb,rabljeno,600,iphone 12pro max 256gb ocuvan bez ogrebotine sve radi kako treba,42331694,19.12.2023.,75
16,jozefina30,oglasivaca,prodajem kao novi,Brodsko-posavska,rabljeno,500,iphone 12 pro max 256 gb. bez ijedne ogrebotine 2god. baterija 84%. dvije maskice za prvu ruku. doista kao novi ,42331336,19.12.2023.,41
17,St2709,oglasivaca,iphone 12 pro max 128gb,Splitsko-dalmatinska,rabljeno,450,prodajem ispravan i ocuvan iphone 12 pro max kuciste kao novo. baterija kapacitet 82%. uz mobitel ide punjac s kabelom.,42280924,19.12.2023.,96
18,leatoni01,oglasivaca,iphone 12 pro max 128 gb,Splitsko-dalmatinska,rabljeno,500,prodajem iphone 12 pro max. mob je ocuvan bez crtice maska i kaljeno staklo baterija je 84 % uz mob dajem masku original iphone kutija i kabel za napajanje,42329563,19.12.2023.,21
19,Kiseljak78,oglasivaca,apple iphone 12 pro max 128 gb,Grad Zagreb,rabljeno,500,mobitel kao nov bez ijedne ogrebotine. u ispravnom stanju iznimno ocuvan radi na sve mreze. kontakt 098 187 6567,42051734,19.12.2023.,944
20,mateo-ri96,oglasivaca,iphone 12 pro max,Primorsko-goranska,rabljeno,600,iphone 12 pro max 128 gb space gray mobitel je kao nov maskica i zastitno staklo od prvog dana bez crtice baterija 82% cijena 600 0977149821,39261510,19.12.2023.,633
21,Mate779,oglasivaca,iphone 12 pro max 128 gb,Grad Zagreb,rabljeno,550,85% zdravlje baterije,42327868,19.12.2023.,99
22,ivi-zg,oglasivaca,apple iphone 12 pro max 128gb gold stanje 10 10 ,Grad Zagreb,rabljeno,490,prodajem apple iphone 12 pro max 128gb u perfektnom stanju bez ijedne tockice na sebi znaci stanje nov baterija 87% poklon original apple maskica.,42199130,19.12.2023.,496
23,TinDbk,oglasivaca,iphone 12 pro max 256gb,Dubrovačko-neretvanska,rabljeno,550,mobitel je ocuvan sve ispravno radi. memorija 256gb boja graphite zdravlje baterija 86% uz mobitel ide kutija i original kabel za punjenje te 3 maskice za mobitel razlog prodaje kupljen novi mobitel.,42206935,19.12.2023.,71
24,Jjurisi3,oglasivaca,iphone 12 pro max 256 gb,Splitsko-dalmatinska,rabljeno,550,prodaje se iphone 12 promax sa 256 gb super ocuvan bez ogrebotine. povoljno 550 eur,42319141,19.12.2023.,71
25,Ana_mm,oglasivaca,iphone 12 pro max 256gb graphite stanje top baterija 86% zamjena ,Splitsko-dalmatinska,rabljeno,620,iphone 12 pro max 256gb graphite stanje top baterija 86% radi na sve mreze sva oprema plus maskica moguca zamjena 620 0917896654,42055103,19.12.2023.,199
26,Ana_mm,oglasivaca,iphone 12 pro max graphite 128gb baterija 87% zamjena ,Splitsko-dalmatinska,rabljeno,600,iphone 12 pro max graphite 128gb stanje top baterija 87% radi na sve mreze sva oprema plus kaljeno staklo moguca zamjena 600 0917896654,42055083,19.12.2023.,183
27,rexton,oglasivaca,iphone 12 pro max 256gb kao nov ,Grad Zagreb,rabljeno,550,prodajem iphone pro max 256gb. mobitel je kao iz ducana bez ijednog ostecenja. prilika ,41964655,19.12.2023.,1299
28,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 128gb black crni kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,820, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 128gb 128 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja black crna boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35718704,18.12.2023.,976
29,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 256gb gold zlatni kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,870, prodaja otkup zamjena zalagaonica sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 256gb 256 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja gold zlatna boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine moze i razna vrsta zamjene uz nasu ili vasu nadoplatu kako se dogovorimo.,35718687,18.12.2023.,1126
30,striko101,oglasivaca,iphone 12 pro max 128g pacific blue,Splitsko-dalmatinska,rabljeno,480,kao nov bez tragova koristenja. nikad popravljan ili razbijan. uvjek u maskici i zastitnom staklu. i sad ima zaljepljeno zastitno staklo. kutija i dodatne maskice gratis. stanje baterije 82%. osobna primopredaja. cijena 480 ,42318728,18.12.2023.,19
31,smart_8888,oglasivaca,apple iphone 12 pro max 256gb graphite oprema sve mreze maska staklo,Primorsko-goranska,rabljeno,400,apple iphone 12 pro max 256 gb graphite s opremom radi na sve mreze. zdravlje baterije 85%. vidljivi tragovi koristenja no sve originalno i nije razbijen nikada niti popravljan na poklon maskica i staklo.,42218666,18.12.2023.,409
32,smart_8888,oglasivaca,apple iphone 12 pro max 256gb blue kao novi oprema sve mreze 88% bat,Primorsko-goranska,rabljeno,550,apple iphone 12 pro max 256 gb pacific blue kao novi s opremom maskicom. zdravlje baterije 88% radi na sve mreze. moze se preuzeti u rijeci ili po dogovoru.,42001278,18.12.2023.,219
33,Kristijan777,oglasivaca,apple iphone 12 pro max 256 gb,Bjelovarsko-bilogorska,rabljeno,660,uredjaj doslovno kao nov cijelo vrijeme na njemu zastitno kaljano staklo i original apple case. 660 . kontakt mob. 0916009226 zamjene me ne zanimaju.,38767249,18.12.2023.,486
34,anit26,oglasivaca,aple iphone 12 max pro 128gb,Istarska,rabljeno,500,ocuvan kao nov,42294464,17.12.2023.,46
35,ivicaos,oglasivaca,iphone 12 pro max 512 gb,Osječko-baranjska,rabljeno,800,kao novi bez ogrebotina i ostecenja maske i folije od dana jedan stanje 9 10 samo novi telefon moze biti 10 10 kutija i sva oprema baterija 85% drzi cijeli dan bez problema cak i s puno multimedije cijena fiksna bez zamjena. ukoliko saljem postom prvo uplata na racun. idealno osijek i okolica da se pogleda i isproba telefon je izvrstan i predivan i tko ga kupi nece pozaliti lp,40284161,17.12.2023.,1060
36,busfahrer,oglasivaca,iphone 12 pro max,Zagrebačka,rabljeno,300,prodajem iphone 12 pro max zakljucan samo za djelove prodajem . kao novi je bez i jedne ogrebotine .,42299790,17.12.2023.,103
37,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 128gb silver bijeli novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,825,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 128gb 128 gb silver bijela boja bijeli .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37393038,17.12.2023.,955
38,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 256gb blue plavi novoo garancija 256 gb,Dubrovačko-neretvanska,rabljeno,880,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 256gb 256 gb blue plava boja plavi .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37192762,17.12.2023.,1411
39,Tovi410,oglasivaca,iphone 12 pro max 128gb,Grad Zagreb,rabljeno,550,prodajem iphone 12 pro max 128gb. mobitel u odlicnom stanju ima samo jednu ogrebotinu. zdravlje baterije 85%. takodjer dajem 3 maskice za ovaj telefon. 385 98 594 598,42294165,16.12.2023.,169
40,emanuelRR,oglasivaca,12promax 128gb,Varaždinska,rabljeno,430,u mint stanju sve radi ko prvi dan dolazi s kablom i jednom maskicom kutija zagubljena ,42292108,16.12.2023.,70
41,Martin921,oglasivaca,iphone 12 pro max 128gb,Grad Zagreb,rabljeno,425,mobitel je ocuvan koristen dvije godine bez ogrebotina. zdravlje baterije je na 86%. blago ostecenje kamere na 2.5 zoom. dolazi uz original kutiju te oroginal lightning kabel za punjenje. kontakt whatsapp 098 168 9020,42048098,16.12.2023.,1207
42,eminotaur1,oglasivaca,iphone 12 pro max. 256gb,Grad Zagreb,rabljeno,590,ocuvan bez ogrebotina. 256gb koristen 3 mjeseca u futroli i sa zastitnim staklom.,41529930,15.12.2023.,333
43,Spalato_1950,oglasivaca,iphone 12 pro max 128 gb black,Splitsko-dalmatinska,rabljeno,500,prodaje se navedeni mobitel. prvi vlasnik nikad popravljan otvaran i sl. dobije se sve sta dolazi sa njime na poklon dajem spigen rugged armor maskicu. u odlicnom stanju bez ostecenja.,42284897,15.12.2023.,32
44,vuk996,oglasivaca,iphone 12 pro max 256 gb,Virovitičko-podravska,rabljeno,580,star 2 godine stanje 10 10 baterija 88% kutija kabel racun mob 099 694 24 69,42270677,14.12.2023.,74
45,marioblatine,oglasivaca,12 pro max,Splitsko-dalmatinska,rabljeno,550,kao nov. sva oprema,42281416,14.12.2023.,32
46,Mediato77,oglasivaca,iphone 12 pro max odlicno ocuvan.,Međimurska,rabljeno,570,prodajem odlicno ocuvan iphone 12 pro max.. uredjaj je maksimalno ocuvan bez ogrebotina i tragova koristenja . uz mobitel dolazi kompletna oprema cijena 570e 0981705405,41576183,14.12.2023.,200
47,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 12 pro max 256gb gold zlatni kao nov icloud zakljucan ,Splitsko-dalmatinska,rabljeno,360, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 256gb mobitel koristen uredjaj perfektno stanje kao novo ako na slikama ima sitnih tockica to je samo prasina icloud zakljucan znaci trebate ga otkljucati ili za dijelova gold zlatna boja 256 gb interna memorija slike su originalne na uvid o detaljnom stanju uredjaja ne radimo servis i otkljucavanja i uredjaje prodajemo u stanju u kakvom smo ih dobili vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,40121385,14.12.2023.,1994
48,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 128gb blue plavi kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,820, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 128gb 128 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja blue plava boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35700326,14.12.2023.,976
49,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 256gb white bijeli kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,870, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 256gb 256 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja white silver bijela boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35700324,14.12.2023.,899
50,Monaco7,oglasivaca,iphone 12 pro max 256 gb,Karlovačka,rabljeno,550,prodajem navedeni uredjaj zdravlje baterije 85% stanje 10 10. kao nov,42274440,13.12.2023.,37
51,wibert,oglasivaca,i phone 12 pro max zamjena za i watch novi,Grad Zagreb,rabljeno,580,iphone 12promax ispravan uredan kao novi pod racun i watch se,42273893,13.12.2023.,147
52,imirkec,oglasivaca,iphone 12 pro max 128gb,Grad Zagreb,rabljeno,439, prodajem apple iphone 12 pro max 128gb u odlicnom stanju sa minimalnim tragovima koristenja te u potpunosti ispravan zdravlje baterije je 85% uz mobitel dolazi kabal za punjenje. vidi,42271370,13.12.2023.,180
53,mm1610,oglasivaca,iphone 12 pro max 128gb,Grad Zagreb,rabljeno,500,prodajem iphone 12 pro max 128gb. mobitel od prvog dana ima zastitno staklo i stalno je u maskici i nema nigdje ostecenja. kapacitet baterije je na 84%. moze zamjena uz moju nadoplatu za iphone 14 15 pro max ili plus.,42114571,13.12.2023.,734
54,leonik919,oglasivaca,iphone 12 pro max 128gb,Međimurska,rabljeno,500,prodajem iphone 12 pro max plave boje 128gb star 2 5 godine. zdravlje baterije 83% ocuvan od prvog dana u maskici i kaljeno staklo dajem uz njega orginal kutiju kabel maskice i kaljena stakla par komada. cijena nije fixna saljite sms moguca i dostava ,42264038,12.12.2023.,66
55,reparis,trgovine,iphone 12 pro max 128gb,Vukovarsko-srijemska,rabljeno,520,uredjaj iphone 12 pro max 128gb boja srebrna stanje rabljeno zdravlje baterije 84% 520 00 zdravlje baterije 86% 530 00 garancija 3 mjeseca navedena cijena vrijedi iskljucivo za jednokratno placanje. mogucnost placanja do 36 rata karticama erste banke pbz banke diners mb plus mogucnost zamjene za skuplje i jeftinije. moguca dostava ili preuzimanje osobno u poslovnici u vinkovcima. facebook.com reparisvinkovci https www.instagram.com reparis vinkovci napomena mogucnost izdavanje r1 uredjaji iz predmetne kategorije oporezuju se po posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . prema zakonu takvi uredjaji se tretiraju kao rabljena roba iako se radi o novim zapakiranim i nekoristenim uredjajima koji dolaze s originalnom dodatnom opremom i tvornickim jamstvom proizvodjaca.,42063836,12.12.2023.,99
56,mf4t1,oglasivaca,iphone 12 pro max 128gb,Dubrovačko-neretvanska,rabljeno,400,prodaje se iphone 12 pro max 128gb zdravlje baterije 84% mobitel dobro ocuvan vidljivi tragovi koristenja uz mobitel ide i original punjac kutija i racun od kupnje,42261231,12.12.2023.,94
57,Ale79,oglasivaca,iphone 12 pro max 256gb,Splitsko-dalmatinska,rabljeno,600,iphone 12 pro max 256gb bez ogrebotine kao nov,42259184,12.12.2023.,34
58,thkb1,oglasivaca,iphone 12 pro max 256gb,Grad Zagreb,rabljeno,550,prodajem iphone 12 pro max. 256gb postotak baterije je 85%. mobitel je bez ogrebotina i bez ostecenja stanje izvrsno oglas je iskljucivo prodaja samo osobno preuzimanje uredjaja za sve ostale informacije stojim na raspolaganju. leo 097 6682 953,41962250,11.12.2023.,1018
59,kpangercic,oglasivaca,iphone 12 pro max graphite 128 gb,Grad Zagreb,rabljeno,410,prodaje se iphone 12 pro max graphite boja 128 gb prvi vlasnik. od prvog dana u futroli dolazi sa dvije nove maske spigen i nudient kutijom punjacem i kabelom. baterija na 85% drzi dan i pol do dva ovisi kako se koristi. ne saljem postom. zagreb,42256428,11.12.2023.,202
60,kokolinda,oglasivaca,iphone 12 pro max 256 gb pacific blue kao nov bez ijedne ogrebotine,Grad Zagreb,rabljeno,550,apple iphone 12 pro max s 256 gb memorije u originalnoj kutiji sve sacuvano kao novo i telefon i kutija su bez ijedne ogrebotine koristen je iskljucivo u military maskici koja ga je stitila na nacin da ostane potpuno ocuvan. uz telefon poklanjam i speck maskicu military approved . baterija je jos uvijek na cca. 79% zdravlja i drzi oko dan i pol. iskljucivo prodaja dolazi u obzir nisam zainteresiran za zamjenu niti za cjenkanje.,42255736,11.12.2023.,47
61,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 128gb gold zlatni kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,820, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 128gb 128 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja black crna boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35662749,11.12.2023.,918
