,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Goransport,oglasivaca,iphone 12 pro 128gb stanje 10 10 bez ogrebotina,Grad Zagreb,rabljeno,420,iphone 12 pro 128gb sva originalna oprema kupljen u t com star godinu i pol stanje 10 10 koristen u masci bez ogrebotina i ostecenja,42277031,20.12.2023.,443
1,Zagreb3189,oglasivaca,iphone 12 pro 128 gb,Grad Zagreb,rabljeno,400,iphone 12 pro 128 gb stanje 9 10 baterija na 86% kapaciteta nosen u maskici bez zamjena molim cijena fiksna 400 ,42336964,20.12.2023.,9
2,eltrondd,oglasivaca,iphone 12 pro 128gb ko novi sve mreze 100% bat dostava,Grad Zagreb,rabljeno,490,iphone 12pro black 128gb mobitel doslovce ko novi baterija 100% tvornicki odkljucan na sve mreze dolazi sa novim brzim punjacem moguca dostava ,35673968,20.12.2023.,5181
3,wtnq1,oglasivaca,iphone 12 pro 256gb,Brodsko-posavska,rabljeno,250,na prodaju visak iphone 12 pro 256gb baterija 80% kutija punjac maskica sitne ogrebotine na prednjem ekranu ,42335775,20.12.2023.,31
4,zovime,oglasivaca,iphone 12 pro 128gb graphite 10 10 kao novi,Grad Zagreb,rabljeno,430,prodajem iphone 12 pro o 128 gb memorije u tamnoj crne boje. mobiteli u savrsenom stanju bez i najmanjeg traga koristenja kao sto se moze vidjeti na slikama uredjaja. uredjaj je star dvije godine zdravlje baterije moj na 86% kapaciteta. moguce je svaka provjera uredjaja.,41198009,20.12.2023.,896
5,elsavior,oglasivaca,apple iphone 12pro 128gb crni 450 00 eur,Grad Zagreb,rabljeno,450,prodajem iphone 12 pro 128 gb graphite sa fast charger punjacem lighting kablom i maskicom odlicno ocuvan. zdravlje baterije 89% od prvog dana u maskici odlicno ocuvan molim iskljucivo prodaja bez zamjena ,42105721,20.12.2023.,779
6,Coko999,oglasivaca,iphone 12 pro 128g,Splitsko-dalmatinska,rabljeno,330,mobitel bez ogrebotine.zdravlje baterije 81%. uz mobitel ide i bezicni punjac.,42335393,20.12.2023.,32
7,M5K3,oglasivaca,iphone 12 pro 128 gb,Brodsko-posavska,rabljeno,500,iphone 12 pro 128 gb graphite uredjaj radi savrseno nema ogrebotina uvijek nosen u zastitoj maskici i s kaljenim staklom. na njemu je kaljeno staklo koje se pokidalo. moze se skinuti i pregledati ekran. kapacitet baterije je 87% baterija izdrzi cijeli dan bez problema. uz njega poklanjam 3 maskice. cijena je 500 ali moze se malo korigirati. preuzimanje moguce u slavonskom brodu i osijeku. 095 5301979,42334692,20.12.2023.,29
8,X2001,oglasivaca,p iphone 12 pro 512gb kao nov,Grad Zagreb,rabljeno,350,prodajem navedeni telefon u odlicnom stanju kao nov graphite verzija 6gb 512gb. primopredaja iskljucivo zg vg. kontakt iskljucivo sms ili poziv 098 314 166. bez poruka u inbox pls.,42333836,20.12.2023.,53
9,damir300,oglasivaca,iphone 12 pro 128gb,Sisačko-moslavačka,rabljeno,430,prodajem iphone 12 pro. vrlo ocuvan kao nov bez ogrebotine. star oko 2 godine. uz mobitel dajem zastitnu maskicu i punjac s kabelom. zdravlje baterije 85%. stavljeno novo kaljeno staklo. samo gotovina.bez zamjena. sisak. prodaja zbog kupnje novog iphonea.,41659199,20.12.2023.,148
10,LaraLanaLara,oglasivaca,iphone 12 pro 128 gb 450 ,Grad Zagreb,rabljeno,450,kratko koristen bez ijedne ogrebotine i ostecenja zastitna maska gratis. grafitna boja. moguce preuzimanje na crnomercu ili jarunu. zdravlje baterije 89%.,41736562,20.12.2023.,586
11,Sanjin707,oglasivaca, iphone 12 pro 256gb odlicno stanje,Primorsko-goranska,rabljeno,440,iphone 12 pro 256gb stanje je 9.5 10 jer je rabljen.. tvornicki na sve mreze.. zdravlje baterije 87% kutija kabel mob maskica.. cijena 440 eura fixno 0995602277,42241353,20.12.2023.,158
12,iMOBILE,trgovine, prodajem apple iphone 12 pro sve mreze garancija ,Vukovarsko-srijemska,rabljeno,520, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 12 pro kupljen kao slobodan uredjaj 86% zdravlje baterije radi na sve mreze graphite boja ocuvan uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 520 00 3.917 94kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,42132324,20.12.2023.,210
13,big_t,oglasivaca,iphone 12 pro 128 gb pacific blue,Koprivničko-križevačka,rabljeno,430,iphone 12 pro 128 gb pacific blue stanje kao novo uz mobitel ide punjac dvije maske i stakla za zastitu ekrana. moguce preuzimanje krizevci ili karlovac.,42333245,20.12.2023.,14
14,ReaSpiranovic,oglasivaca,iphone 12 pro 128 gb zlatni,Grad Zagreb,rabljeno,400,prodajem apple iphone 12 pro 128gb zlatne boje otkljucan na sve mreze. mobitel je kao sto se moze primjetiti izuzetno ocuvan. dolazi sa svom pripadajucom opremom. cijena 400 0989229908,42331699,19.12.2023.,82
15,St2709,oglasivaca,iphone 12 pro 128gb,Splitsko-dalmatinska,rabljeno,350,prodajem ispravan i ocuvan iphone 12 pro kuciste kao novo. baterija kapacitet 77%. uz mobitel ide punjac s kabelom.,42280891,19.12.2023.,166
16,zeewoin,oglasivaca,iphone 12 pro 256 gb pacific blue odlicno ocuvan ,Grad Zagreb,rabljeno,499,prodajem iphone 12 pro 256 gb pacific blue. mobitel kupljen u ducanu prije godinu i pol. ocuvan maksimalno i u odlicnom stanju. uz mobitel poklanjam originalnu maskicu kupljenu u istoru koja nije koristena a placena 66 eur. mobitel prodajem iskljucivo jer sam kao poklon dobio novi. 098 76 79 76 luka,41961757,19.12.2023.,1728
17,Kvarner-1,oglasivaca,iphone 12 pro 128gb graphite,Primorsko-goranska,rabljeno,425,prodajem iphone 12 pro 128gb graphite crni . koristen. izvrsno ocuvan i zasticen od prvog dana.,41494090,19.12.2023.,1052
18,Joleandre97,oglasivaca,iphone 12 pro 256gb,Zadarska,rabljeno,500,mobitel u odlicnom stanju star 2 godine zdravlje baterije 83% uvijek koristen u maskici nema ogrebotine uz njega dajem sve maskice sa slike i originalni punjac. cijena nije fiksna. zvati na 0915581057,42327388,19.12.2023.,15
19,Matija230,oglasivaca,iphone 12 pro 128gb,Karlovačka,rabljeno,400,prodajem apple iphone 12 pro 128gb graphite sa pripadajucim racunom. uredjaj dolazi sa svom pripadajucom opremom. stanje 10 10. bez tragova koristenja i bez ikakvih ogrebotina. od prvog dana koristeno zastitno staklo na ekranu i maskica. zdravlje baterije 86%. po dogovoru uredjaj saljem hp expressom. poklanjam nekoliko komada zastitnog stakla i maskicu za uredjaj. molim bez zamjena ,40694258,19.12.2023.,327
20,Smart Doctor,trgovine,apple iphone 12 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,520,uredjaj apple iphone 12 pro 128gb stanje uredjaja rabljeno baterija 84% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 520 00 cijena za kartice 715 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41613265,19.12.2023.,235
21,Smart Doctor,trgovine,apple iphone 12 pro 128gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,520,uredjaj apple iphone 12 pro 128gb stanje uredjaja rabljeno baterija 83% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 520 00 cijena za kartice 610 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41514012,19.12.2023.,444
