,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
0,Rimko,oglasivaca,iphone 13 pro 128 gb,Primorsko-goranska,rabljeno,590,prodajem iphone 13 pro 128 gb sierra blue. u upotrebi od 23.9.2021. tako da vise nema garanciju. u izvrsnom stanju baterija na 86% od pocetka u zastitnoj maskici bez padova na ekranu jedva vidljive ogrebotine. uz telefon dolazi lightningusb c kabel bez adaptera pitajte apple . primopredaja u rijeci ili zagrebu. molim koristiti njuskalo ili whatsapp.,42336862,20.12.2023.,16
1,emakc,oglasivaca,prodajem iphone 13 pro gold 128gb radi na sve mreze koprivnica,Koprivničko-križevačka,rabljeno,390,na iphone u je razbijena zadnja strana. od pada ne radi face id. prva sam vlasnica zdravlje baterije 89% ne odgovaram na njuskalo poruke odgovaram samo na pozive,41515081,20.12.2023.,3019
2,iconnectservis,trgovine,apple iphone 13 pro 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,659,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 pro 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja plava zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu 659 00 cijena za kartice na rate 780 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com ,41590429,20.12.2023.,1090
3,jan2304,oglasivaca,iphone 13 pro 256 gb,Grad Zagreb,rabljeno,480,iphone 13 pro 256 gb sve je ispravno i sve radi baterija zamjenjena kutija maskica kabel 099 486 4789,42334933,20.12.2023.,91
4,ivanzg22,oglasivaca,iphone 13 pro 256gb,Grad Zagreb,rabljeno,650,prodaje se iphone 13 pro 256gb garancija istekla prije mjesec dana. baterija je na 87% stanje je kako se vidi na slikama mobitel nema nikakvih vecih ostecenja ali su vidljive mikro ogrebotine na staklu pod svijetlom kada je mobitel ugasen. dolazi s kutijom. kontakt putem kontaktiraj oglasivaca ,41812933,20.12.2023.,681
5,Franjo933,oglasivaca,iphone 13 pro sierra blue 128gb,Sisačko-moslavačka,rabljeno,600,prodajem iphone 13 pro 128gb star 2 godine mobitel je od prvog dana nosen u zastitnoj maskici i sa zastitom za ekran.mobitel je u odlicnom stanju ne vide se tragovi koristenja doslovno kao nov.dolazi sa originalnom kutijom originalnim kabelom za punjenje te racunom. mobitel se prodaje jer je visak. zamjene me ne zanimaju.,42182412,20.12.2023.,320
6,Kljun1303,oglasivaca,iphone 13 pro,Sisačko-moslavačka,rabljeno,600,prodajem iphone 13 pro sierra blue boja. mobitel je kao novi 10 10 zastitno staklo je na njemu baterija je 89 posto drzi cijeli dan. na mobitelu nikad nista mjenjano i slicno. moze sms viber whatsapp.,42334588,20.12.2023.,25
7,Marina21011993,oglasivaca,iphone 13 pro 128 gb graphite,Grad Zagreb,rabljeno,550,prodajem ocuvani iphone 13 pro 128 gb graphite. vide se minimalni tragovi koristenja mobitel cijelo vrijeme bio u maskici. bez punjaca. baterija 86% razlog prodaje kupnja novog uredjaja,42334359,20.12.2023.,50
8,antelukic99,oglasivaca,apple iphone 13pro 256 gig.silver.,Bjelovarsko-bilogorska,rabljeno,720,prodajem iphone 13pro 256gig.jako uscuvan kao novi bez ijednog vidljivog znaka koristenja bez ogrebotina sto se vidi iz slika.mobitel od prvog dana stavljeno kaljeno staklo zastita za kameru i zastitna maska uredjaj je star godinu i 10 mjeseci baterija na 88 posto.uz mobitel poklanjam usb c 20w power adapter brzi punjac maskicu za telefon i zastitu za kameru broj na koji me mozete nazvati 098 418191 ,42285203,20.12.2023.,119
9,Greensideffect,oglasivaca,iphone 13 pro graphite 128gb,Varaždinska,rabljeno,619,prodajem iphone 13 pro 128gb graphite boje. uredaj je bez znakova koristenja sa svom opremom kutijom. zdrvalje baterije 90% cijena fiksna kontakt broj 0953848010,42334234,20.12.2023.,20
